Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,avg_buy_price,rate_vs,shares_vs,Close_vs
2023-08-25,11840.0,11910.0,11910.0,11770.0,11840.0,792490,5000.0,0,5000.0,0.0,0,0.0,5000,,28.89610389610391,11968.0,12481.5,0.0,0.0,0.0,0.0,-0.7141,457480.KS,0.3821,Hold,0.0,10.099794778072656,7,394.43658447265625
2023-08-28,12205.0,12125.0,12450.0,12045.0,12205.0,751029,5000.0,0,5000.0,0.0,0,0.0,5000,,39.03576982892691,12097.0,12437.0,0.0,0.0,0.0,0.0,-0.4557,457480.KS,0.3737,Hold,0.0,11.209792976082333,7,397.0323486328125
2023-08-29,12165.0,12185.0,12200.0,12120.0,12165.0,179868,5000.0,0,5000.0,0.0,0,0.0,5000,,39.341692789968654,12110.0,12399.0,0.0,0.0,0.0,0.0,-0.2799,457480.KS,0.3622,Hold,0.0,13.621727267376976,7,402.6727294921875
2023-08-30,12830.0,12800.0,12850.0,12750.0,12830.0,322856,5000.0,0,5000.0,0.0,0,0.0,5000,,50.0651890482399,12263.0,12384.25,0.0,0.0,0.0,0.0,0.203,457480.KS,0.3556,Hold,0.0,14.339458590619167,7,404.3511657714844
2023-08-31,12825.0,12830.0,12840.0,12795.0,12825.0,372181,5000.0,0,5000.0,0.0,0,0.0,5000,,54.0084388185654,12373.0,12383.75,12342.5,0.0,0.0,0.0,0.502,457480.KS,0.3499,Hold,0.0,14.118315024305922,7,403.8340148925781
2023-09-01,12815.0,12870.0,12880.0,12775.0,12815.0,988729,6000.0,0,6000.0,0.0,0,0.0,6000,"Monthly invest 16.7% of total investment ($1,000.00)",51.97080291970803,12568.0,12380.5,12389.3333,0.0,0.0,0.0,0.6667,457480.KS,0.3531,Hold,0.0,13.787785680318557,10,404.6927185058594
2023-09-05,12485.0,12440.0,12485.0,12410.0,12485.0,778622,6000.0,0,6000.0,0.0,0,0.0,6000,,55.07462686567165,12675.0,12323.25,12464.5833,0.0,0.0,0.0,0.4731,457480.KS,0.3687,Hold,0.0,13.034623253100143,10,402.9264526367188
2023-09-06,12790.0,12850.0,12890.0,12760.0,12790.0,413009,6000.0,0,6000.0,0.0,0,0.0,6000,,63.23529411764706,12667.0,12320.5,12504.0833,0.0,0.0,0.0,0.5683,457480.KS,0.3759,Hold,0.0,11.848695311435911,10,400.1452941894531
2023-09-07,12495.0,12550.0,12600.0,12475.0,12495.0,226137,6000.0,0,6000.0,0.0,0,0.0,6000,,63.42182890855458,12601.0,12304.0,12534.1667,0.0,0.0,0.0,0.452,457480.KS,0.3746,Hold,0.0,11.341026071312093,10,398.9547424316406
2023-09-08,12325.0,12405.0,12405.0,12295.0,12325.0,280275,6000.0,0,6000.0,0.0,0,0.0,6000,,60.82036775106082,12503.0,12293.25,12564.6667,0.0,0.0,0.0,0.2722,457480.KS,0.366,Hold,0.0,11.574052655001644,10,399.501220703125
2023-09-11,12205.0,12300.0,12300.0,12180.0,12205.0,353187,6000.0,0,6000.0,0.0,0,0.0,6000,,51.68539325842697,12460.0,12269.5,12592.4167,0.0,0.0,0.0,0.0866,457480.KS,0.3677,Hold,0.0,12.693392277643149,10,402.126220703125
2023-09-12,12945.0,12865.0,12950.0,12755.0,12945.0,1138351,6000.0,0,6000.0,0.0,0,0.0,6000,,61.51832460732984,12552.0,12298.25,12625.5833,0.0,0.0,0.0,0.3475,457480.KS,0.3705,Hold,0.0,11.773778572601863,10,399.9696044921875
2023-09-13,12655.0,12730.0,12730.0,12635.0,12655.0,306452,6000.0,0,6000.0,0.0,0,0.0,6000,,54.87179487179487,12525.0,12323.75,12650.1667,0.0,0.0,0.0,0.3462,457480.KS,0.3611,Hold,0.0,11.973530516514039,10,400.4380493164063
2023-09-14,12800.0,12780.0,12815.0,12715.0,12800.0,278479,6000.0,0,6000.0,0.0,0,0.0,6000,,63.29639889196676,12586.0,12369.25,12676.5833,0.0,0.0,0.0,0.4022,457480.KS,0.3565,Hold,0.0,13.450757954235137,10,403.90234375
2023-09-15,12895.0,12945.0,12960.0,12890.0,12895.0,295937,6000.0,0,6000.0,0.0,0,0.0,6000,,60.32934131736527,12700.0,12434.75,12702.1667,0.0,0.0,0.0,0.4642,457480.KS,0.3698,Hold,0.0,11.303587221629009,10,398.866943359375
2023-09-18,12715.0,12580.0,12815.0,12580.0,12715.0,207026,6000.0,0,6000.0,0.0,0,0.0,6000,,57.90229885057471,12802.0,12492.5,12720.6667,0.0,0.0,0.0,0.3867,457480.KS,0.3722,Hold,0.0,11.490846535824168,10,399.30609130859375
2023-09-19,12455.0,12460.0,12470.0,12415.0,12455.0,238126,6000.0,0,6000.0,0.0,0,0.0,6000,,43.90243902439024,12704.0,12510.25,12731.1667,0.0,0.0,0.0,0.1847,457480.KS,0.3778,Hold,0.0,11.149628573523152,10,398.5058898925781
2023-09-20,12445.0,12465.0,12480.0,12410.0,12445.0,110106,6000.0,0,6000.0,0.0,0,0.0,6000,,43.83116883116883,12662.0,12529.25,12743.8333,0.0,0.0,0.0,0.0414,457480.KS,0.3867,Hold,0.0,9.560058560440929,10,394.7781372070313
2023-09-21,12270.0,12320.0,12320.0,12255.0,12270.0,275555,6000.0,0,6000.0,0.0,0,0.0,6000,,41.60246533127889,12556.0,12529.0,12739.4167,0.0,0.0,0.0,-0.1418,457480.KS,0.4236,Hold,0.0,6.80120443216115,10,388.3082580566406
2023-09-22,11980.0,11950.0,11980.0,11920.0,11980.0,289931,6000.0,0,6000.0,0.0,0,0.0,6000,,42.99363057324841,12373.0,12536.0,12729.8333,0.0,0.0,0.0,-0.3998,457480.KS,0.4168,Hold,0.0,6.401765610116634,10,387.37152099609375
2023-09-25,11700.0,11830.0,11835.0,11660.0,11700.0,156206,6000.0,0,6000.0,0.0,0,0.0,6000,,38.30104321907601,12170.0,12510.75,12714.6667,0.0,0.0,0.0,-0.6873,457480.KS,0.4199,Hold,0.0,7.088339718312405,10,388.9816284179688
2023-09-26,11775.0,11845.0,11845.0,11755.0,11775.0,244673,6000.0,0,6000.0,0.0,0,0.0,6000,,33.760000000000005,12034.0,12491.25,12695.6667,0.0,0.0,0.0,-0.7948,457480.KS,0.444,Hold,0.0,4.654059725866922,10,383.2729187011719
2023-09-27,11680.0,11690.0,11715.0,11655.0,11680.0,241124,6000.0,0,6000.0,0.0,0,0.0,6000,,36.06837606837607,11881.0,12433.75,12675.5,0.0,0.0,0.0,-0.8695,457480.KS,0.4394,Hold,0.0,4.691524601861907,10,383.36077880859375
2023-10-04,11715.0,11680.0,11800.0,11680.0,11715.0,285026,7000.0,0,7000.0,0.0,0,0.0,7000,"Monthly invest 14.3% of total investment ($1,000.00)",39.06810035842294,11770.0,12378.25,12656.1667,0.0,0.0,0.0,-0.85,457480.KS,0.45,Hold,0.0,3.6272537687440476,12,382.2665710449219
2023-10-05,12305.0,12230.0,12315.0,12170.0,12305.0,583410,7000.0,0,7000.0,0.0,0,0.0,7000,,51.533742331288344,11835.0,12352.75,12643.0833,0.0,0.0,0.0,-0.4768,457480.KS,0.4482,Hold,0.0,3.490102410683292,12,381.9433288574219
2023-10-06,12160.0,12230.0,12400.0,12110.0,12160.0,829405,7000.0,0,7000.0,0.0,0,0.0,7000,,35.2720450281426,11927.0,12339.75,12628.5833,0.0,0.0,0.0,-0.2865,457480.KS,0.4392,Hold,0.0,5.422781546014768,12,386.4983215332031
2023-10-10,12125.0,12150.0,12170.0,12095.0,12125.0,501698,7000.0,0,7000.0,0.0,0,0.0,7000,,39.00414937759336,11997.0,12321.75,12602.4167,0.0,0.0,0.0,-0.1624,457480.KS,0.4271,Hold,0.0,7.367917215188264,12,391.0826721191406
2023-10-11,12255.0,12320.0,12330.0,12255.0,12255.0,131143,7000.0,0,7000.0,0.0,0,0.0,7000,,38.62212943632568,12112.0,12295.0,12592.1667,0.0,0.0,0.0,0.0007,457480.KS,0.4106,Hold,0.0,8.070338827794139,12,392.7381591796875
2023-10-12,12435.0,12270.0,12455.0,12270.0,12435.0,351503,7000.0,0,7000.0,0.0,0,0.0,7000,,40.725806451612904,12256.0,12292.0,12578.5833,0.0,0.0,0.0,0.2058,457480.KS,0.4247,Hold,0.0,7.068662585643132,12,390.37738037109375
2023-10-13,12260.0,12355.0,12380.0,12245.0,12260.0,221494,7000.0,0,7000.0,0.0,0,0.0,7000,,40.80808080808081,12247.0,12288.75,12568.75,0.0,0.0,0.0,0.24,457480.KS,0.4506,Hold,0.0,6.195863559011279,12,388.3203430175781
2023-10-16,11885.0,12115.0,12115.0,11875.0,11885.0,272827,7000.0,0,7000.0,0.0,0,0.0,7000,,38.99613899613899,12192.0,12272.75,12561.5,0.0,0.0,0.0,0.0601,457480.KS,0.4328,Hold,0.0,7.920705038731619,12,392.385498046875
2023-10-17,12045.0,12045.0,12080.0,11995.0,12045.0,217586,7000.0,0,7000.0,0.0,0,0.0,7000,,42.7007299270073,12176.0,12227.75,12550.9167,0.0,0.0,0.0,0.0352,457480.KS,0.4484,Hold,0.0,7.924861532872235,12,392.3952941894531
2023-10-18,11920.0,12045.0,12045.0,11915.0,11920.0,119813,7000.0,0,7000.0,0.0,0,0.0,7000,,43.49442379182157,12109.0,12191.0,12531.0833,0.0,0.0,0.0,-0.0409,457480.KS,0.4703,Hold,0.0,5.697097210716159,12,387.1448364257813
2023-10-19,11125.0,11330.0,11340.0,11125.0,11125.0,586996,7000.0,0,7000.0,0.0,0,0.0,7000,,36.61971830985916,11847.0,12107.25,12495.3333,0.0,0.0,0.0,-0.5013,457480.KS,0.5011,Hold,0.0,4.304723467926273,12,383.8632507324219
2023-10-20,10620.0,10500.0,10850.0,10500.0,10620.0,578342,7000.0,0,7000.0,0.0,0,0.0,7000,,34.21052631578948,11519.0,11993.5,12447.0,0.0,0.0,0.0,-1.0336,457480.KS,0.5025,Hold,0.0,2.2764579159402913,12,379.0829772949219
2023-10-23,10350.0,10485.0,10485.0,10345.0,10350.0,619055,7000.0,0,7000.0,0.0,0,0.0,7000,,30.290456431535276,11212.0,11875.25,12393.4167,0.0,0.0,0.0,-1.462,457480.KS,0.4821,Hold,0.0,1.9938163143778027,12,378.4168395996094
2023-10-24,10400.0,10400.0,10415.0,10345.0,10400.0,408848,7000.0,0,7000.0,0.0,0,0.0,7000,,32.07282913165267,10883.0,11772.5,12339.9167,0.0,0.0,0.0,-1.625,457480.KS,0.4638,Hold,0.0,3.195004275278791,12,381.2478332519531
2023-10-25,10485.0,10585.0,10585.0,10470.0,10485.0,873765,7000.0,0,7000.0,0.0,0,0.0,7000,,33.01104972375691,10596.0,11674.5,12287.6667,0.0,0.0,0.0,-1.5859,457480.KS,0.4858,Hold,0.0,0.9131925807146715,12,375.8699951171875
2023-10-26,10125.0,10280.0,10280.0,10050.0,10125.0,290721,7000.0,0,7000.0,0.0,0,0.0,7000,,17.84660766961653,10396.0,11567.25,12222.4167,0.0,0.0,0.0,-1.67,457480.KS,0.4849,Hold,0.0,-1.0444125708806808,12,371.2562561035156
2023-10-27,10210.0,10125.0,10210.0,10085.0,10210.0,502248,7000.0,0,7000.0,0.0,0,0.0,7000,,20.720720720720706,10314.0,11478.75,12165.4167,0.0,0.0,0.0,-1.5713,457480.KS,0.4902,Hold,0.0,-1.7426647407660312,12,369.610595703125
2023-10-30,10255.0,10250.0,10255.0,10195.0,10255.0,187775,7000.0,0,7000.0,0.0,0,0.0,7000,,22.0059880239521,10295.0,11406.5,12118.0833,0.0,0.0,0.0,-1.3792,457480.KS,0.475,Hold,0.0,0.1442800104387132,12,374.0578002929688
2023-10-31,9690.0,9910.0,9910.0,9665.0,9690.0,521136,7000.0,0,7000.0,0.0,0,0.0,7000,,16.026490066225165,10153.0,11302.25,12064.1667,0.0,0.0,0.0,-1.4952,457480.KS,0.4572,Hold,0.0,1.1043913111834485,12,376.3206176757813
2023-11-01,9845.0,9840.0,9895.0,9835.0,9845.0,213637,8000.0,0,8000.0,0.0,0,0.0,8000,"Monthly invest 12.5% of total investment ($1,000.00)",15.466666666666669,10025.0,11210.5,12009.5,0.0,0.0,0.0,-1.3736,457480.KS,0.4361,Hold,0.0,2.2856353963091536,15,380.4641418457031
2023-11-02,10075.0,10170.0,10170.0,10065.0,10075.0,646962,8000.0,0,8000.0,0.0,0,0.0,8000,,21.287779237844944,10015.0,11128.5,11963.5,0.0,0.0,0.0,-1.0551,457480.KS,0.4172,Hold,0.0,5.344678319847937,15,387.6933898925781
