Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,Close_vs,shares_vs
2015-01-26,25.12611389160156,25.26829512742661,25.40603394116577,25.05946739070896,25.12611389160156,222460000,2002.421291656494,0,17.458294219970867,1984.9629974365232,79,0.12106458282470367,2000,,66.44261028161613,24.7373,0.0,0.0,0.0,0.0,25.12611389160156,0.4407,AAPL,0.2303,Buy,0.005007934570311345,157.09657287597656,0
2015-01-27,24.246376037597656,24.97505557077013,24.988386231942087,24.221938469539523,24.246376037597656,382274800,1932.9220011901857,0,17.458294219970867,1915.4637069702148,79,-3.353899940490712,2000,,55.81118574867546,24.756,0.0,0.0,0.0,0.0,25.12611389160156,0.2459,AAPL,0.2401,Buy,-1.2307342529296883,155.03700256347656,0
2015-01-28,25.617084503173828,26.13249192220053,26.24135075830469,25.617084503173828,25.617084503173828,585908400,2041.2079699707033,0,17.458294219970867,2023.7496757507324,79,2.0603984985351653,2000,,62.8309565178872,25.0119,0.0,0.0,0.0,0.0,25.617084503173828,0.4655,AAPL,0.2524,Buy,-2.4563873291015614,152.99424743652344,0
2015-01-29,26.41463661193848,25.84146747862596,26.479062757459737,25.67262660398177,26.41463661193848,337745600,2104.214586563111,0,17.458294219970867,2086.75629234314,79,5.210729328155539,2000,,62.12389974480944,25.3007,0.0,0.0,0.0,0.0,26.41463661193848,0.779,AAPL,0.2448,Buy,-1.5659088134765575,154.47837829589844,0
2015-01-30,26.028079986572266,26.30355593888149,26.65900905394729,25.959209727294347,26.028079986572266,334982000,2073.67661315918,0,17.458294219970867,2056.218318939209,79,3.6838306579589863,2000,,58.434341758404315,25.4865,24.5799,0.0,0.0,0.0,26.41463661193848,0.8274,AAPL,0.2448,Buy,-2.7065002441406194,152.577392578125,0
2015-02-02,26.354650497436523,26.225799913021184,26.47461623735488,25.78814759191184,26.354650497436523,250956400,3094.4682999229435,0,10.97419172287016,3083.4941082000732,117,3.1489433307647863,3000,"cash_0%_Buy 100% of cash (38 shares - Very Safe - MRI:0.24) Monthly invest 33.3% of total investment ($1,000.00)",66.0397308291526,25.7322,24.6832,0.0,0.0,0.0,26.41463661193848,0.8884,AAPL,0.2443,Buy,-1.1269044087727886,154.328369140625,7
2015-02-03,26.359100341796875,26.325776235423373,26.45684890690884,26.1280553511909,26.359100341796875,207662800,3094.9889317131046,0,10.97419172287016,3084.0147399902344,117,3.1662977237701506,3000,,64.89932832949123,26.1547,24.821,0.0,0.0,0.0,26.41463661193848,0.8702,AAPL,0.2386,Buy,0.2988493754068955,156.57955932617188,7
2015-02-04,26.561264038085938,26.32577662081883,26.77231558491817,26.283565972465485,26.561264038085938,280598800,3118.642084178925,0,10.97419172287016,3107.6678924560547,117,3.954736139297488,3000,,66.95626259269446,26.3435,24.9687,0.0,0.0,0.0,26.561264038085938,0.851,AAPL,0.2456,Buy,-0.03908753458659042,156.0459747314453,7
2015-02-05,26.75084114074707,26.768682662651635,26.81552154981854,26.59694631565897,26.75084114074707,168984800,3150.4458551902776,0,20.59744172287015,3129.848413467407,117,5.0148618396759215,3000,Dividend_0.08,75.50026703671706,26.4108,25.1094,0.0,0.0,0.0,26.75084114074707,0.8267,AAPL,0.2381,Buy,0.9642668558756506,157.63021850585938,7
2015-02-06,26.52557945251465,26.768687031674467,26.81998588228434,26.4185217954967,26.52557945251465,174826400,3124.0902376670842,0,20.59744172287015,3103.492795944214,117,4.136341255569476,3000,,74.98278077730114,26.5103,25.1928,0.0,0.0,0.0,26.75084114074707,0.696,AAPL,0.2467,Buy,0.6843713277181029,157.1882781982422,7
2015-02-09,26.7017765045166,26.44082570849816,26.728539641570595,26.414060869820496,26.7017765045166,155559200,3144.7052927513128,0,20.59744172287015,3124.1078510284424,117,4.823509758377087,3000,,73.03679281941973,26.5797,25.2837,0.0,0.0,0.0,26.75084114074707,0.6038,AAPL,0.2546,Buy,0.23021635945638108,156.47119140625,7
2015-02-10,27.21475410461425,26.802139328739504,27.243749769386245,26.79991020192898,27.21475410461425,248034000,3204.7236719627376,0,20.59744172287015,3184.1262302398673,117,6.824122398757915,3000,,74.5485902385029,26.7508,25.4309,0.0,0.0,0.0,27.21475410461425,0.6209,AAPL,0.2501,Buy,1.2863646341959578,158.1387939453125,7
2015-02-11,27.85263442993164,27.382030034194862,27.86155604189152,27.321811280495048,27.85263442993164,294247200,3279.3556700248723,0,20.59744172287015,3258.758228302002,117,9.311855667495749,3000,,74.5691084936033,27.0091,25.5992,0.0,0.0,0.0,27.85263442993164,0.7321,AAPL,0.2481,Buy,1.3549976501464833,158.24716186523438,7
2015-02-12,28.20502662658692,28.115812220689648,28.432523446706103,28.00652546681771,28.20502662658692,297898000,3320.58555703354,0,20.59744172287015,3299.98811531067,117,10.68618523445135,3000,,75.50277722173828,27.3,25.7898,0.0,0.0,0.0,28.20502662658692,0.823,AAPL,0.2382,Buy,2.284403879801422,159.7146453857422,7
2015-02-13,28.34331321716309,28.387919575872782,28.387919575872782,28.024372817680565,28.34331321716309,217088800,3336.765088130952,0,20.59744172287015,3316.1676464080815,117,11.225502937698394,3000,,75.94385170925227,27.6635,26.0204,0.0,0.0,0.0,28.34331321716309,0.8423,AAPL,0.2382,Buy,2.728005869547534,160.41506958007812,7
2015-02-17,28.510587692260746,28.434754845619533,28.74477531375392,28.307624860083543,28.510587692260746,252609600,3356.3362017173777,0,20.59744172287015,3335.7387599945073,117,11.877873390579264,3000,,88.85139890581611,28.0253,26.2686,0.0,0.0,0.0,28.510587692260746,0.821,AAPL,0.2486,Buy,2.891741322835295,160.67359924316406,7
2015-02-18,28.70909309387207,28.465983825128166,28.72247466222771,28.4258374184376,28.70909309387207,179566800,3379.5613337059026,0,20.59744172287015,3358.963891983032,117,12.65204445686341,3000,,85.82324814232565,28.3241,26.4964,0.0,0.0,0.0,28.70909309387207,0.7806,AAPL,0.243,Buy,2.9128666076660092,160.7069549560547,7
2015-02-19,28.648868560791016,28.65555934401779,28.77822937525331,28.622105427883923,28.648868560791016,149449600,3372.515063335419,0,20.59744172287015,3351.917621612549,117,12.417168777847309,3000,,81.2190276583643,28.4834,26.712,0.0,0.0,0.0,28.70909309387207,0.6686,AAPL,0.2442,Buy,2.8442142639160117,160.5985565185547,7
2015-02-20,28.883056640625,28.6867845875416,28.883056640625,28.559656300973938,28.883056640625,195793600,3399.9150686759954,0,20.59744172287015,3379.317626953125,117,13.330502289199853,3000,,91.66694503458443,28.619,26.9076,0.0,0.0,0.0,28.883056640625,0.5849,AAPL,0.2399,Buy,3.4620467020670675,161.57408142089844,7
2015-02-23,29.663679122924805,28.99903523533529,29.663679122924805,28.918742433910285,29.663679122924805,283896400,3491.2478991050725,0,20.59744172287015,3470.650457382202,117,16.374929970169095,3000,,92.64210972364098,28.8831,27.1358,0.0,0.0,0.0,29.663679122924805,0.6459,AAPL,0.2377,Buy,3.4356159362793015,161.5323486328125,7
2015-02-24,29.478561401367188,29.650299454930902,29.797503500842662,29.25552620571192,29.478561401367188,276912400,3469.5891256828313,0,20.59744172287015,3448.991683959961,117,15.652970856094385,3000,,88.41067939275514,29.0767,27.3534,0.0,0.0,0.0,29.663679122924805,0.5708,AAPL,0.2293,Buy,3.7366174214680914,162.0076141357422,7
2015-02-25,28.724699020385746,29.342507415133056,29.351430728053582,28.5819566428779,28.724699020385746,298846800,3381.3872271080027,0,20.59744172287015,3360.7897853851323,117,12.71290757026675,3000,,73.45254277028997,29.0798,27.5774,0.0,0.0,0.0,29.663679122924805,0.2874,AAPL,0.2285,Buy,3.6257241719563904,161.83251953125,7
2015-02-26,29.08824348449707,28.724695105583976,29.18860862007078,28.23848011832871,29.08824348449707,365150000,3423.9219294090276,0,20.59744172287015,3403.324487686157,117,14.13073098030091,3000,,74.41745456516216,29.1676,27.7509,0.0,0.0,0.0,29.663679122924805,0.1416,AAPL,0.232,Buy,3.5095834248860758,161.64913940429688,7
2015-02-27,28.651103973388672,28.994576692159352,29.12170839275284,28.60203595595756,28.651103973388672,248059200,3372.776606609345,0,20.59744172287015,3352.1791648864746,117,12.425886886978166,3000,,71.26284533923452,29.1213,27.8627,0.0,0.0,0.0,29.663679122924805,-0.0909,AAPL,0.232,Buy,3.155749399820973,161.0904541015625,7
2015-03-02,28.79161262512207,28.82729907324928,29.05702505279181,28.61541631777035,28.79161262512207,192386800,4389.216118862152,0,1020.5974417228701,3368.618677139282,117,9.730402971553808,4000,"Monthly invest 25.0% of total investment ($1,000.00)",71.05617974073257,28.9468,28.0009,0.0,0.0,0.0,29.663679122924805,-0.2349,AAPL,0.2304,Buy,2.866014904022207,162.14939880371094,13
2015-03-03,28.851837158203125,28.762624428524774,28.88752361137346,28.56858146644076,28.851837158203125,151265200,4396.2623892326355,0,1020.5974417228701,3375.6649475097656,117,9.90655973081589,4000,,68.15039973879426,28.8215,28.1258,0.0,0.0,0.0,29.663679122924805,-0.3334,AAPL,0.237,Buy,2.433456844329829,161.45730590820312,13
2015-03-04,28.6689395904541,28.79384214584548,28.896436419430074,28.61987498346581,28.6689395904541,126665200,4374.863373806,0,1020.5974417228701,3354.26593208313,117,9.371584345149998,4000,,60.065939845061614,28.8103,28.2413,0.0,0.0,0.0,29.663679122924805,-0.4518,AAPL,0.2395,Buy,2.011389202117919,160.78199768066406,13
2015-03-05,28.19388961791992,28.677875750930937,28.71579133887209,28.048916350447403,28.19388961791992,226068400,4319.282527019501,0,1020.5974417228701,3298.6850852966304,117,7.98206317548753,4000,,49.866700758155005,28.6315,28.3229,0.0,0.0,0.0,29.663679122924805,-0.6406,AAPL,0.2374,Buy,2.120775646209716,160.95701599121094,13
2015-03-06,28.236251831054688,28.63771411109559,28.85405849556889,28.1604206909755,28.236251831054688,291368400,4324.238905956268,0,1020.5974417228701,3303.6414642333984,117,8.105972648906711,4000,,48.68846246050616,28.5485,28.3972,0.0,0.0,0.0,29.663679122924805,-0.746,AAPL,0.2511,Buy,0.6981224479675197,158.68077087402344,13
2015-03-09,28.356693267822266,28.53958205134802,28.8986705367367,27.89277967490991,28.356693267822266,354114000,4338.330554058075,0,1020.5974417228701,3317.733112335205,117,8.458263851451875,4000,,48.092858875102245,28.4615,28.4887,0.0,0.0,0.0,29.663679122924805,-0.7746,AAPL,0.2477,Buy,1.120218700408926,159.3561248779297,13
2015-03-10,27.77011680603028,28.19388408094818,28.3745420717025,27.611761997824523,27.77011680603028,275426400,4269.701108028413,0,1020.5974417228701,3249.103666305543,117,6.74252770071031,4000,,39.38472485768508,28.2452,28.5421,0.0,0.0,0.0,29.663679122924805,-0.9107,AAPL,0.2534,Buy,-0.5160861549377449,156.738037109375,13
2015-03-11,27.26382064819336,27.823639441261683,27.82809939626541,27.234826686610543,27.26382064819336,275756000,4210.464457561493,0,1020.5974417228701,3189.867015838623,117,5.261611439037317,4000,,35.77638315959368,27.9642,28.5446,0.0,0.0,0.0,29.663679122924805,-1.0877,AAPL,0.2523,Buy,-0.7454066810607896,156.37112426757812,13
2015-03-12,27.75672912597656,27.279433948436857,27.85709598393725,27.12776994892551,27.75672912597656,193450800,4268.134749462128,0,1020.5974417228701,3247.5373077392574,117,6.703368736553195,4000,,39.01690799512256,27.8767,28.5398,0.0,0.0,0.0,29.663679122924805,-1.0526,AAPL,0.2439,Buy,0.5157417716979973,158.3889617919922,13
2015-03-13,27.564916610717773,27.74557626054981,27.968611436757406,27.33965230791692,27.564916610717773,207309200,4245.692685176849,0,1020.5974417228701,3225.0952434539795,117,6.1423171294212375,4000,,26.879469223502326,27.7425,28.5078,0.0,0.0,0.0,29.663679122924805,-1.0391,AAPL,0.2486,Buy,-0.08876376724243906,157.4217529296875,13
2015-03-16,27.86824607849121,27.62959849523737,27.86824607849121,27.40433418037639,27.86824607849121,143497200,4281.182232906342,0,1020.5974417228701,3260.5847911834717,117,7.02955582265854,4000,,32.71063673802057,27.6448,28.484,0.0,0.0,0.0,29.663679122924805,-0.9248,AAPL,0.2439,Buy,1.2557548942566,159.57298278808594,13
2015-03-17,28.33439064025879,28.080130660699805,28.39684022097525,28.02437186339961,28.33439064025879,204092400,4335.721146633148,0,1020.5974417228701,3315.1237049102783,117,8.393028665828716,4000,,45.53344817259761,27.7576,28.4752,0.0,0.0,0.0,29.663679122924805,-0.7139,AAPL,0.2421,Buy,0.917000240325927,159.03097534179688,13
2015-03-18,28.653324127197266,28.325462205784017,28.807218915196884,28.184950683016787,28.653324127197266,261083600,4373.03636460495,0,1020.5974417228701,3352.43892288208,117,9.325909115123743,4000,,44.97159458027856,28.0355,28.4724,0.0,0.0,0.0,29.663679122924805,-0.4861,AAPL,0.2271,Buy,2.099956935882563,160.9237060546875,13
2015-03-19,28.43698501586914,28.71577898661296,28.827296574910484,28.414681838534307,28.43698501586914,183238000,4347.724688579559,0,1020.5974417228701,3327.1272468566895,117,8.693117214488977,4000,,47.39122675087122,28.1716,28.4619,0.0,0.0,0.0,29.663679122924805,-0.38,AAPL,0.2303,Buy,1.6361469688415564,160.18161010742188,13
2015-03-20,28.08013343811035,28.604265844249458,28.63771976463974,27.91508785823168,28.08013343811035,274780400,4305.973053981781,0,1020.5974417228701,3285.375612258911,117,7.649326349544516,4000,,41.7656065398329,28.2746,28.4217,0.0,0.0,0.0,29.663679122924805,-0.3864,AAPL,0.223,Buy,2.5429195823669426,161.6324462890625,13
2015-03-23,28.37231063842773,28.35223828504883,28.51505304564568,28.218415789361256,28.37231063842773,150838800,4340.157786418915,0,1020.5974417228701,3319.5603446960445,117,8.503944660472861,4000,,44.7329321526408,28.3754,28.3571,0.0,0.0,0.0,29.663679122924805,-0.315,AAPL,0.2236,Buy,2.792173778533935,161.3424530029297,13
2015-03-24,28.25632667541504,28.37676587330061,28.557422117693964,28.227331013820923,28.25632667541504,131369200,4326.5876627464295,0,1020.5974417228701,3305.9902210235596,117,8.164691568660732,4000,,45.400290873215,28.3598,28.296,0.0,0.0,0.0,29.663679122924805,-0.2904,AAPL,0.2231,Buy,2.205549633026127,160.4038543701172,13
2015-03-25,27.51807975769043,28.222871739732,28.2853213175588,27.51807975769043,27.51807975769043,206620800,4240.21277337265,0,1020.5974417228701,3219.6153316497803,117,6.00531933431625,4000,,42.88382028582896,28.1328,28.2357,0.0,0.0,0.0,29.663679122924805,-0.4368,AAPL,0.2346,Buy,0.7441867942810099,158.065673828125,13
2015-03-26,27.70989227294922,27.37980113579788,27.85263466225091,27.3441146876607,27.70989227294922,190291600,4262.6548376579285,0,1020.5974417228701,3242.0573959350586,117,6.566370941448207,4000,,44.62663062145281,27.9873,28.1668,0.0,0.0,0.0,29.663679122924805,-0.4709,AAPL,0.2413,Buy,0.4980053062439094,157.67178344726562,13
2015-03-27,27.48908424377441,27.78349059519656,27.81248455422833,27.41325310401904,27.48908424377441,158184800,4236.820298244476,0,1020.5974417228701,3216.222856521606,117,5.920507456111901,4000,,41.320820741940345,27.8691,28.1087,0.0,0.0,0.0,29.663679122924805,-0.5257,AAPL,0.2336,Buy,0.7022823448181281,157.99862670898438,13
2015-03-30,28.184955596923828,27.667514060465003,28.191646379895,27.65636162109748,28.184955596923828,188398800,4318.237246562958,0,1020.5974417228701,3297.639804840088,117,7.955931164073937,4000,,54.061062607527205,27.8317,28.0783,26.8864,0.0,0.0,29.663679122924805,-0.3802,AAPL,0.2311,Buy,1.9331516380310054,159.968017578125,13
2015-03-31,27.75226783752441,28.122505355776788,28.21171976913677,27.73665544280817,27.75226783752441,168362400,4267.612778713226,0,1020.5974417228701,3247.015336990356,117,6.690319467830652,4000,,54.851571507761555,27.7309,28.0234,26.9441,0.0,0.0,29.663679122924805,-0.3733,AAPL,0.2348,Buy,1.0532154197692822,158.56011962890625,13
2015-04-01,27.71212387084961,27.8392538680272,27.90616510933058,27.45563304801804,27.71212387084961,162485600,5262.915934612274,0,2020.5974417228701,3242.3184928894043,117,5.258318692245489,5000,"Monthly invest 20.0% of total investment ($1,000.00)",49.51316450151929,27.7697,27.9755,27.0126,0.0,0.0,29.663679122924805,-0.3633,AAPL,0.2307,Buy,0.586388323974596,158.0489044189453,19
2015-04-02,27.950773239135746,27.88609282221278,28.004301214594047,27.69874405729689,27.950773239135746,128880400,5290.837910701753,0,2020.5974417228701,3270.2404689788823,117,5.816758214035045,5000,,54.1687376411251,27.8178,27.9634,27.085,0.0,0.0,29.663679122924805,-0.2873,AAPL,0.2314,Buy,0.8773349792480456,158.51817321777344,19
2015-04-06,28.40352439880371,27.761183815874155,28.43921083755577,27.729959032777632,28.40352439880371,148776000,5343.809796382904,0,2020.5974417228701,3323.212354660034,117,6.876195927658091,5000,,55.602191689816166,28.0007,27.9717,27.1594,0.0,0.0,29.663679122924805,-0.1245,AAPL,0.2313,Buy,1.5684113342285144,159.6328125,19
2015-04-07,28.104665756225582,28.468212516119703,28.57526845817356,28.09797497255016,28.104665756225582,140049200,5308.8433352012635,0,2020.5974417228701,3288.245893478393,117,6.176866704025263,5000,,47.50846907855428,27.9847,27.9591,27.2136,0.0,0.0,29.663679122924805,-0.0871,AAPL,0.2304,Buy,1.3034336120605339,159.20542907714844,19
2015-04-08,28.01322364807129,28.06898245378068,28.19165250699081,27.872712070268168,28.01322364807129,149316800,5298.144608547211,0,2020.5974417228701,3277.547166824341,117,5.962892170944212,5000,,42.697291314964986,28.0369,27.9713,27.2657,0.0,0.0,29.663679122924805,-0.0826,AAPL,0.2271,Buy,1.6619562561035028,159.78369140625,19
2015-04-09,28.227333068847656,28.068978288327784,28.23179472555157,27.803567569642333,28.227333068847656,129936000,5323.195410778046,0,2020.5974417228701,3302.597969055176,117,6.4639082155609096,5000,,47.60692819086401,28.1399,28.0195,27.3317,0.0,0.0,29.663679122924805,-0.0293,AAPL,0.2249,Buy,2.093239215087883,160.47930908203125,19
2015-04-10,28.347776412963867,28.09128556700355,28.372310423545866,27.93739242072632,28.347776412963867,160752000,5327.365560295106,0,26.331371070862133,5301.034189224243,187,6.547311205902107,5000,cash_0%_Buy 100% of cash (70 shares - Very Safe - MRI:0.22),53.22929410367654,28.2193,28.049,27.396,0.0,0.0,29.663679122924805,0.0306,AAPL,0.2221,Buy,2.6387949401855293,161.35923767089844,19
2015-04-13,28.29201316833496,28.63102590431251,28.675635664369462,28.238485199838177,28.29201316833496,145460400,5316.9378335495,0,26.331371070862133,5290.606462478638,187,6.338756670989998,5000,,48.97254005358543,28.197,28.0854,27.461,0.0,0.0,29.663679122924805,0.0512,AAPL,0.2279,Buy,2.186736834716796,160.63011169433594,19
2015-04-14,28.169347763061523,28.325471729741363,28.39015214497261,28.082364167107954,28.169347763061523,102098400,5293.9994027633675,0,26.331371070862133,5267.668031692505,187,5.879988055267349,5000,,48.88894627998496,28.2099,28.1004,27.535,0.0,0.0,29.663679122924805,0.0309,AAPL,0.2249,Buy,2.368613970947253,160.9234619140625,19
2015-04-15,28.27640151977539,28.19387958733585,28.35446349706556,28.104665169737025,28.27640151977539,115881600,5314.018455268861,0,26.331371070862133,5287.687084197998,187,6.280369105377215,5000,,61.54900831886239,28.2626,28.0975,27.6138,0.0,0.0,29.663679122924805,0.0381,AAPL,0.2209,Buy,2.8258658630371025,161.6609649658203,19
2015-04-16,28.140350341796875,28.16488434954854,28.34777314266417,28.12696877452269,28.140350341796875,113476000,5288.576884986878,0,26.331371070862133,5262.245513916016,187,5.771537699737572,5000,,56.669014925231984,28.2452,28.0719,27.6802,0.0,0.0,29.663679122924805,0.007,AAPL,0.2191,Buy,2.78949043579102,161.602294921875,19
2015-04-17,27.82364273071289,28.002071581178537,28.13366153963864,27.758962314959685,27.82364273071289,207828000,5229.352561714173,0,26.331371070862133,5203.021190643311,187,4.587051234283468,5000,,55.03368223734776,28.1404,28.0412,27.7384,0.0,0.0,29.663679122924805,-0.0876,AAPL,0.2251,Buy,1.6255619079589723,159.72499084472656,19
2015-04-20,28.45928955078125,28.00652839295522,28.57526709942881,27.917313977736782,28.45928955078125,188217200,5348.218517066956,0,26.331371070862133,5321.887145996094,187,6.964370341339121,5000,,54.20374130930628,28.1738,28.0602,27.7965,0.0,0.0,29.663679122924805,-0.0006,AAPL,0.2224,Buy,2.5296781188964834,161.18324279785156,19
2015-04-21,28.305395126342773,28.57080753145937,28.59310900720857,28.251865458700586,28.305395126342773,129740400,5319.440259696961,0,26.331371070862133,5293.108888626099,187,6.388805193939229,5000,,59.26765820640822,28.201,28.0568,27.8499,0.0,0.0,29.663679122924805,0.0163,AAPL,0.2231,Buy,2.430977252197253,161.0240478515625,19
2015-04-22,28.686782836914062,28.32323611782918,28.742541630114875,28.173802960440604,28.686782836914062,150618000,5390.759761573792,0,26.331371070862133,5364.42839050293,187,7.815195231475847,5000,,64.65465620483172,28.2831,28.0783,27.9093,0.0,0.0,29.663679122924805,0.1096,AAPL,0.2239,Buy,2.924557269287109,161.8201446533203,19
2015-04-23,28.92096900939941,28.615411926907704,29.08824538067528,28.579725484256365,28.92096900939941,183083600,5434.552575828551,0,26.331371070862133,5408.2212047576895,187,8.691051516571013,5000,,64.60715393362962,28.4392,28.1485,27.9872,0.0,0.0,29.663679122924805,0.2119,AAPL,0.2211,Buy,3.1843695861816235,162.23919677734375,19
2015-04-24,29.057031631469727,29.10387053064716,29.135095329016192,28.822843942078105,29.057031631469727,178103600,5459.9962861557015,0,26.331371070862133,5433.664915084839,187,9.199925723114033,5000,,60.876297692088905,28.6859,28.2158,28.0445,0.0,0.0,29.663679122924805,0.2916,AAPL,0.2185,Buy,3.387021868896478,162.56605529785156,19
2015-04-27,29.585622787475582,29.509791623775687,29.69268215143176,29.25106993241971,29.585622787475582,387816800,5558.842832328795,0,26.331371070862133,5532.511461257934,187,11.176856646575906,5000,,72.8966412078677,28.9112,28.3207,28.0974,0.0,0.0,29.663679122924805,0.4396,AAPL,0.224,Buy,2.986911090087885,161.92071533203125,19
2015-04-28,29.119483947753903,29.98932353198116,30.007163358502904,28.898681211254328,29.119483947753903,475696000,5471.674869300841,0,26.331371070862133,5445.34349822998,187,9.433497386016821,5000,,65.32767723450168,29.074,28.3674,28.1489,0.0,0.0,29.663679122924805,0.3993,AAPL,0.2233,Buy,3.2986707336425614,162.42355346679688,19
2015-04-29,28.69124412536621,29.03025853658896,29.349197196049392,28.615412984364703,28.69124412536621,253544400,5391.594022514344,0,26.331371070862133,5365.262651443481,187,7.831880450286888,5000,,56.06763576672746,29.0749,28.4143,28.1878,0.0,0.0,29.663679122924805,0.2516,AAPL,0.2323,Buy,2.8881913024902284,161.76148986816406,19
