Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_down_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,market_cap,rate_vs
2015-08-19,10.73,10.30,11.03,10.17,10.73,573000,0.00,0.00,10.25,0.00,0.00,0.00,0.00,10.77,0.00,0.00,0.32,False,False,8.77,11450.40,0,2759.10,8691.30,810.00,4.09,11000,,0.00,0.00,0.00,RUN,2407157453.15,-0.88
2015-08-20,10.52,10.55,10.74,10.00,10.52,321400,0.00,0.00,10.33,0.00,0.00,0.00,0.00,10.77,0.00,0.00,0.46,False,False,8.77,11280.30,0,2759.10,8521.20,810.00,2.55,11000,,0.00,0.00,0.00,RUN,2360046466.85,-2.99
2015-08-21,9.90,10.20,10.56,9.81,9.90,394900,0.00,0.00,10.30,0.00,0.00,0.00,0.00,10.77,0.00,0.00,0.16,False,False,8.77,10778.10,0,2759.10,8019.00,810.00,-2.02,11000,,0.00,0.00,0.00,RUN,2220956093.62,-6.12
2015-08-24,9.16,9.39,9.39,8.50,9.16,1052300,0.00,0.00,10.11,0.00,0.00,0.00,0.00,10.77,0.00,0.00,-0.50,False,False,8.77,10171.88,0,1387.44,8784.44,959.00,-7.53,11000,week +buy 50% ,38.25,0.00,0.00,RUN,2054945279.05,-10.01
2015-08-25,9.90,9.68,10.21,9.65,9.90,834000,0.00,0.00,10.04,0.00,0.00,0.00,0.00,10.77,0.00,0.00,-0.41,False,False,8.77,10881.54,0,1387.44,9494.10,959.00,-1.08,11000,,44.27,0.00,0.00,RUN,2220956093.62,-11.12
2015-08-26,10.78,10.03,10.80,9.99,10.78,791000,0.00,0.00,10.05,0.00,0.00,0.00,0.00,10.78,0.00,0.00,0.24,False,False,8.77,11725.46,0,1387.44,10338.02,959.00,6.60,11000,,65.53,0.00,0.00,RUN,2418374446.34,-7.53
2015-08-27,11.00,10.91,11.14,10.83,11.00,569400,0.00,0.00,10.15,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.78,False,False,8.77,11936.44,0,1387.44,10549.00,959.00,8.51,11000,,58.08,0.00,0.00,RUN,2467729088.00,-5.23
2015-08-28,11.62,11.18,11.85,10.95,11.62,450500,0.00,0.00,10.49,0.00,0.00,0.00,0.00,11.62,0.00,0.00,1.46,False,False,8.77,12531.02,0,1387.44,11143.58,959.00,13.92,11000,,62.67,0.00,0.00,RUN,2606819247.29,-5.23
2015-08-31,11.88,11.86,12.24,11.40,11.88,617300,0.00,0.00,11.04,0.00,0.00,0.00,0.00,11.88,0.00,0.00,1.97,False,False,8.77,12776.91,0,694.95,12081.96,1017.00,16.15,11000,week +buy 50% ,67.86,0.00,0.00,RUN,2665147440.71,-6.08
2015-09-01,11.86,11.49,12.00,11.25,11.86,745700,11.99,8.80,11.43,10.39,0.00,0.00,0.00,11.88,0.00,0.00,2.16,False,False,8.77,13752.36,0,848.68,12903.68,1088.00,14.60,12000,week +buy 50% Monthly invest,64.22,0.00,0.00,RUN,2660660557.86,-8.70
2015-09-02,11.59,12.00,12.15,10.50,11.59,510100,12.11,8.76,11.59,10.43,0.00,0.00,0.00,11.88,0.00,0.00,2.00,False,False,8.77,13456.51,0,429.35,13027.16,1124.00,12.14,12000,week +buy 50% ,63.74,0.00,0.00,RUN,2600089136.95,-6.88
2015-09-03,11.64,11.48,11.90,11.10,11.64,219800,12.14,9.01,11.72,10.58,0.00,0.00,0.00,11.88,0.00,0.00,1.81,False,False,8.77,13511.67,0,218.79,13292.88,1142.00,12.60,12000,week +buy 50% ,65.04,79.73,0.00,RUN,2611306130.14,-6.80
2015-09-04,11.56,11.56,11.63,11.03,11.56,171500,12.26,9.04,11.71,10.65,0.00,0.00,0.00,11.88,0.00,0.00,1.54,False,False,8.77,13419.79,0,114.23,13305.56,1151.00,11.83,12000,week +buy 50% ,63.47,83.19,0.00,RUN,2593359026.62,-8.28
2015-09-08,11.55,12.00,12.00,10.91,11.55,709000,12.36,9.08,11.64,10.72,0.00,0.00,0.00,11.88,0.00,0.00,1.27,False,False,8.77,13408.28,0,114.23,13294.05,1151.00,11.74,12000,,62.57,82.44,0.00,RUN,2591115585.19,-5.88
2015-09-09,11.39,11.75,11.90,11.15,11.39,334800,12.40,9.19,11.55,10.80,0.00,0.00,0.00,11.88,0.00,0.00,0.92,False,False,8.77,13224.12,0,114.23,13109.89,1151.00,10.20,12000,,56.76,80.21,0.00,RUN,2555221378.14,-7.17
2015-09-10,11.69,11.44,11.87,11.44,11.69,368600,12.50,9.23,11.57,10.86,0.00,0.00,0.00,11.88,0.00,4.00,0.81,False,False,8.77,13569.42,0,114.23,13455.19,1151.00,13.08,12000,,61.77,81.37,0.00,RUN,2622522909.38,-6.64
2015-09-11,11.50,11.50,11.69,11.25,11.50,427300,12.55,9.31,11.54,10.93,0.00,0.00,0.00,11.88,68.00,0.00,0.57,False,False,8.77,13350.73,0,114.23,13236.50,1151.00,11.26,12000,,67.62,80.93,0.00,RUN,2579898592.00,-6.25
2015-09-14,11.25,11.41,11.51,10.94,11.25,405500,12.56,9.42,11.48,10.99,0.00,0.00,0.00,11.88,64.00,44.00,0.22,False,False,8.77,13062.70,0,57.70,13005.00,1156.00,8.86,12000,week +buy 50% ,75.80,79.68,0.00,RUN,2523813840.00,-6.61
2015-09-15,11.49,11.18,11.49,11.00,11.49,346700,12.59,9.53,11.46,11.06,0.00,0.00,0.00,11.88,60.00,40.00,0.11,False,False,8.77,13340.14,0,57.70,13282.44,1156.00,11.17,12000,,72.39,77.90,0.00,RUN,2577655150.57,-5.36
2015-09-16,11.31,11.40,11.50,11.00,11.31,323100,12.60,9.63,11.45,11.12,0.00,0.00,0.00,11.88,56.00,36.00,-0.09,False,False,8.77,13132.06,0,57.70,13074.36,1156.00,9.43,12000,,59.30,76.20,0.00,RUN,2537274274.62,-4.52
2015-09-17,11.40,11.24,11.64,11.24,11.40,314400,12.63,9.67,11.39,11.15,0.00,0.00,0.00,11.88,52.00,32.00,-0.18,False,False,8.77,13236.10,0,57.70,13178.40,1156.00,10.30,12000,,57.35,77.54,79.92,RUN,2557464605.62,-4.78
2015-09-18,11.58,11.30,11.90,11.11,11.58,1343300,12.66,9.75,11.41,11.20,0.00,0.00,0.00,11.88,48.00,28.00,-0.15,False,False,8.77,13444.18,0,57.70,13386.48,1156.00,12.03,12000,,49.12,78.34,79.78,RUN,2597845695.52,-6.35
2015-09-21,11.74,11.69,11.90,11.33,11.74,299600,12.63,9.96,11.50,11.29,0.00,0.00,0.00,11.88,44.00,24.00,-0.06,False,False,8.77,13629.02,0,34.10,13594.92,1158.00,13.58,12000,week +buy 50% ,46.79,82.17,79.68,RUN,2633739902.57,-5.85
2015-09-22,11.39,11.60,11.90,11.25,11.39,432000,12.29,10.52,11.48,11.41,0.00,0.00,0.00,11.88,40.00,20.00,-0.21,False,False,8.77,13223.72,0,34.10,13189.62,1158.00,10.20,12000,,40.64,78.72,79.31,RUN,2555221378.14,-7.11
2015-09-23,11.01,11.75,11.75,10.97,11.01,287000,12.03,10.89,11.42,11.46,0.00,0.00,0.00,11.88,36.00,16.00,-0.53,False,False,8.77,12783.68,0,34.10,12749.58,1158.00,6.53,12000,,38.93,66.38,77.92,RUN,2469972529.43,-7.28
2015-09-24,10.81,10.88,11.00,10.74,10.81,268600,12.02,10.90,11.31,11.46,0.00,0.00,0.00,11.88,32.00,12.00,-0.84,False,False,8.77,12552.08,0,34.10,12517.98,1158.00,4.60,12000,,35.02,43.44,74.13,RUN,2425104770.62,-7.57
2015-09-25,11.13,10.88,11.32,10.79,11.13,351600,12.01,10.93,11.22,11.47,0.00,0.00,0.00,11.88,28.00,8.00,-0.82,False,False,8.77,12922.64,0,34.10,12888.54,1158.00,7.69,12000,,42.86,33.12,69.35,RUN,2496893184.71,-7.64
2015-09-28,10.06,11.04,11.34,10.01,10.06,590300,12.22,10.57,10.88,11.39,0.00,0.00,0.00,11.88,24.00,4.00,-1.39,False,False,8.77,11683.53,0,23.99,11659.54,1159.00,-2.64,12000,week +buy 50% ,31.70,18.76,63.26,RUN,2256850514.62,-10.01
2015-09-29,9.81,10.14,10.43,9.53,9.81,1040800,12.34,10.23,10.56,11.29,0.00,0.00,0.00,11.88,20.00,0.00,-1.85,False,False,8.77,11393.78,0,23.99,11369.79,1159.00,-5.05,12000,,31.01,16.38,57.11,RUN,2200765762.62,-9.96
2015-09-30,10.37,9.90,10.74,9.71,10.37,3454500,12.31,10.12,10.44,11.21,0.00,0.00,0.00,11.88,16.00,96.00,-1.72,False,False,8.77,12042.82,0,23.99,12018.83,1159.00,0.36,12000,,35.07,15.00,50.99,RUN,2326395487.29,-8.20
2015-10-01,10.30,10.38,11.08,9.98,10.30,491900,12.30,10.00,10.33,11.15,0.00,0.00,0.00,11.88,12.00,92.00,-1.60,False,False,8.77,12959.16,0,516.76,12442.40,1208.00,-0.31,13000,week +buy 50% Monthly invest,36.05,24.64,45.70,RUN,2310691825.19,-7.71
2015-10-02,10.51,10.13,10.69,9.94,10.51,288300,12.25,9.93,10.21,11.09,0.00,0.00,0.00,11.88,8.00,88.00,-1.32,False,False,8.77,13211.58,0,263.26,12948.32,1232.00,1.63,13000,week +buy 50% ,41.31,34.30,41.29,RUN,2357803025.43,-6.38
2015-10-05,10.66,10.71,10.97,10.51,10.66,290300,12.20,9.89,10.33,11.05,0.00,0.00,0.00,11.88,4.00,84.00,-0.98,False,False,8.77,13395.74,0,134.70,13261.04,1244.00,3.04,13000,week +buy 50% ,40.05,38.87,36.96,RUN,2391453791.05,-4.68
2015-10-06,11.05,10.65,11.23,10.64,11.05,337200,12.15,9.89,10.58,11.02,0.00,0.00,0.00,11.88,0.00,80.00,-0.48,False,False,8.77,13880.57,0,68.07,13812.50,1250.00,6.77,13000,week +buy 50% ,47.03,49.85,34.07,RUN,2478946081.19,-5.01
2015-10-07,11.19,11.08,11.47,10.57,11.19,448100,12.13,9.89,10.74,11.01,0.00,0.00,0.00,11.88,4.00,76.00,-0.05,False,False,8.77,14055.40,0,34.33,14021.07,1253.00,8.12,13000,week +buy 50% ,47.63,59.98,33.43,RUN,2510353405.38,-4.20
2015-10-08,11.39,11.29,11.41,11.00,11.39,137900,12.09,9.91,10.96,11.00,0.00,0.00,0.00,11.88,0.00,72.00,0.34,False,False,8.77,14306.00,0,34.33,14271.67,1253.00,10.05,13000,,47.87,70.89,36.18,RUN,2555221378.14,-3.34
2015-10-09,11.26,11.42,11.60,11.22,11.26,183600,12.06,9.91,11.11,10.99,0.00,0.00,0.00,11.88,8.00,68.00,0.49,False,False,8.77,14143.11,0,34.33,14108.78,1253.00,8.79,13000,,44.57,73.84,40.25,RUN,2526057281.43,-3.29
2015-10-12,10.78,11.31,11.31,10.75,10.78,144300,12.03,9.90,11.13,10.96,0.00,0.00,0.00,11.88,4.00,64.00,0.29,False,False,8.77,13541.62,0,23.50,13518.12,1254.00,4.17,13000,week +buy 50% ,43.30,68.07,45.18,RUN,2418374446.34,-3.17
2015-10-13,10.69,10.67,10.93,10.58,10.69,156700,11.97,9.88,11.06,10.92,0.00,0.00,0.00,11.88,0.00,60.00,0.10,False,False,8.77,13428.76,0,23.50,13405.26,1254.00,3.30,13000,,46.24,58.23,49.37,RUN,2398183901.38,-3.83
2015-10-14,10.74,10.65,10.96,10.54,10.74,196300,11.92,9.86,10.97,10.89,0.00,0.00,0.00,11.88,36.00,56.00,0.00,False,False,8.77,13491.46,0,23.50,13467.96,1254.00,3.78,13000,,49.15,50.91,52.96,RUN,2409400894.57,-4.28
2015-10-15,10.60,10.85,11.00,10.36,10.60,265800,11.86,9.84,10.81,10.85,0.00,0.00,0.00,11.88,32.00,52.00,-0.13,False,False,8.77,13315.90,0,23.50,13292.40,1254.00,2.43,13000,,43.26,48.38,55.33,RUN,2377993570.38,-2.82
2015-10-16,10.34,10.68,10.70,10.31,10.34,157900,11.76,9.82,10.63,10.79,0.00,0.00,0.00,11.88,28.00,48.00,-0.36,False,False,8.77,12989.86,0,23.50,12966.36,1254.00,-0.08,13000,,54.49,43.46,56.25,RUN,2319665376.95,-2.43
2015-10-19,9.81,10.28,10.34,9.65,9.81,338400,11.65,9.74,10.44,10.70,0.00,0.00,0.00,11.88,24.00,44.00,-0.80,False,False,8.77,12325.19,0,13.64,12311.55,1255.00,-5.19,13000,week +buy 50% ,50.00,30.38,55.40,RUN,2200765762.62,-2.31
2015-10-20,9.50,9.81,9.85,9.48,9.50,219400,11.64,9.56,10.20,10.60,0.00,0.00,0.00,11.88,20.00,100.00,-1.23,False,False,8.77,11936.14,0,13.64,11922.50,1255.00,-8.18,13000,,36.19,15.62,51.98,RUN,2131220576.00,-2.44
2015-10-21,8.94,9.50,9.57,8.52,8.94,597300,11.75,9.24,9.84,10.50,0.00,0.00,0.00,11.88,16.00,100.00,-1.78,False,False,8.77,11233.34,0,13.64,11219.70,1255.00,-13.59,13000,,31.32,8.78,46.86,RUN,2005590637.38,-3.08
2015-10-22,8.90,9.03,9.19,8.81,8.90,605400,11.84,8.97,9.50,10.40,0.00,0.00,0.00,11.88,12.00,96.00,-2.06,False,False,8.77,11183.14,0,13.64,11169.50,1255.00,-13.98,13000,,26.80,8.95,40.66,RUN,1996617085.62,-1.38
2015-10-23,9.08,8.84,9.34,8.83,9.08,398500,11.81,8.79,9.25,10.30,0.00,0.00,0.00,11.88,8.00,92.00,-2.01,False,False,8.77,11409.04,0,13.64,11395.40,1255.00,-12.24,13000,,27.43,14.72,34.75,RUN,2036998175.52,-0.28
2015-10-26,9.21,9.03,9.23,8.90,9.21,168800,11.84,8.68,9.13,10.26,0.00,0.00,0.00,11.88,4.00,88.00,-1.78,False,False,8.77,11572.19,0,13.64,11558.55,1255.00,-10.98,13000,week +buy 50% ,21.60,17.64,29.71,RUN,2066162272.24,-0.52
2015-10-27,9.04,9.13,9.40,8.89,9.04,260300,11.88,8.56,9.03,10.22,0.00,0.00,0.00,11.88,0.00,84.00,-1.63,False,False,8.77,11358.84,0,13.64,11345.20,1255.00,-12.62,13000,,17.13,19.16,25.80,RUN,2028024623.76,-0.72
2015-10-28,9.42,9.05,9.44,9.05,9.42,208100,11.87,8.47,9.13,10.17,10.59,0.00,0.00,11.88,0.00,80.00,-1.18,False,False,8.77,11835.74,0,13.64,11822.10,1255.00,-8.96,13000,,21.45,22.84,22.99,RUN,2113273472.48,0.45
2015-10-29,8.91,9.22,9.39,8.88,8.91,214300,11.89,8.31,9.13,10.10,10.56,0.00,0.00,11.88,44.00,76.00,-1.14,False,False,8.77,11195.69,0,13.64,11182.05,1255.00,-13.88,13000,,19.32,19.59,20.11,RUN,1998860527.05,0.41
2015-10-30,7.41,8.81,8.83,7.00,7.41,2015100,12.09,7.81,8.80,9.95,10.54,0.00,0.00,11.88,40.00,100.00,-2.05,False,False,7.41,9313.19,0,13.64,9299.55,1255.00,-28.36,13000,,15.26,16.93,17.46,RUN,1662352015.05,-0.10
2015-11-02,7.36,7.37,7.58,7.11,7.36,603200,12.18,7.38,8.43,9.78,10.49,0.00,0.00,11.88,36.00,96.00,-2.56,False,False,7.36,10247.94,0,510.66,9737.28,1323.00,-26.80,14000,week +buy 50% Monthly invest,15.38,9.80,15.40,RUN,1651135128.83,0.89
2015-11-03,7.52,7.37,7.70,7.19,7.52,851700,12.13,7.08,8.12,9.60,10.45,0.00,0.00,11.88,32.00,92.00,-2.62,False,False,7.36,10458.38,0,261.26,10197.12,1356.00,-25.30,14000,week +buy 50% ,17.28,9.35,14.77,RUN,1687029335.88,1.20
2015-11-04,7.71,7.68,7.92,7.50,7.71,754300,11.97,6.89,7.78,9.43,10.41,0.00,0.00,11.88,28.00,88.00,-2.36,False,False,7.36,10715.40,0,137.28,10578.12,1372.00,-23.46,14000,week +buy 50% ,20.93,11.52,15.05,RUN,1729653760.24,0.90
2015-11-05,8.07,7.80,8.11,7.72,8.07,307600,11.70,6.83,7.61,9.26,10.38,0.00,0.00,11.88,24.00,84.00,-1.77,False,False,7.36,11209.00,0,72.40,11136.60,1380.00,-19.94,14000,week +buy 50% ,27.61,16.67,15.82,RUN,1810415726.10,0.78
2015-11-06,7.82,8.02,8.10,7.57,7.82,293600,11.42,6.77,7.70,9.09,10.34,0.00,0.00,11.88,20.00,80.00,-1.44,False,False,7.36,10863.84,0,40.96,10822.88,1384.00,-22.40,14000,week +buy 50% ,29.23,19.24,16.27,RUN,1754331081.07,0.73
2015-11-09,7.73,8.29,8.29,7.55,7.73,199000,11.20,6.68,7.77,8.94,10.30,0.00,0.00,11.88,16.00,76.00,-1.17,False,False,7.36,10739.20,0,25.42,10713.78,1386.00,-23.29,14000,week +buy 50% ,30.63,20.18,16.53,RUN,1734140536.12,-0.22
2015-11-10,7.27,7.67,7.93,7.25,7.27,394700,10.99,6.55,7.72,8.77,10.25,0.00,0.00,11.88,12.00,72.00,-1.24,False,False,7.27,10101.64,0,25.42,10076.22,1386.00,-27.85,14000,,31.32,14.68,16.08,RUN,1630944583.88,-0.03
2015-11-11,6.99,7.24,7.45,6.87,6.99,536300,10.73,6.43,7.58,8.58,10.20,0.00,0.00,11.88,8.00,100.00,-1.39,False,False,6.99,9713.56,0,25.42,9688.14,1386.00,-30.62,14000,,29.72,9.30,14.73,RUN,1568129614.57,-0.42
2015-11-12,6.58,6.99,6.99,6.36,6.58,505400,10.49,6.27,7.28,8.38,10.13,0.00,0.00,11.88,4.00,100.00,-1.69,False,False,6.58,9145.30,0,25.42,9119.88,1386.00,-34.68,14000,,24.70,4.91,13.26,RUN,1476150655.52,-1.78
2015-11-13,7.31,6.39,7.93,6.39,7.31,989200,10.17,6.28,7.18,8.23,10.07,0.00,0.00,11.88,0.00,96.00,-1.16,False,False,6.58,10157.08,0,25.42,10131.66,1386.00,-27.45,14000,,32.85,10.61,12.63,RUN,1639918135.64,-2.93
2015-11-16,7.00,7.40,7.40,6.84,7.00,624100,9.96,6.22,7.03,8.09,10.03,0.00,0.00,11.88,0.00,92.00,-0.94,False,False,6.58,9727.39,0,18.39,9709.00,1387.00,-30.52,14000,week +buy 50% ,32.04,15.76,13.22,RUN,1570373056.00,-1.41
2015-11-17,6.72,7.04,7.25,6.51,6.72,1087700,9.79,6.11,6.92,7.95,9.99,0.00,0.00,11.88,8.00,88.00,-0.93,False,False,6.58,9339.03,0,18.39,9320.64,1387.00,-33.29,14000,,25.81,17.81,14.07,RUN,1507558086.69,-1.54
2015-11-18,6.55,6.80,7.01,6.36,6.55,561600,9.71,5.95,6.83,7.83,9.93,0.00,0.00,11.88,4.00,100.00,-0.95,False,False,6.55,9103.24,0,18.39,9084.85,1387.00,-34.98,14000,,27.48,11.91,14.11,RUN,1469420545.19,0.07
2015-11-19,6.50,6.51,6.78,6.45,6.50,363900,9.61,5.81,6.82,7.71,9.86,0.00,0.00,11.88,0.00,96.00,-0.90,False,False,6.50,9033.89,0,18.39,9015.50,1387.00,-35.47,14000,,37.99,7.32,13.17,RUN,1458203552.00,0.02
2015-11-20,6.67,6.59,6.74,6.51,6.67,366600,9.43,5.75,6.69,7.59,9.79,0.00,0.00,11.88,0.00,92.00,-0.60,False,False,6.50,9269.68,0,18.39,9251.29,1387.00,-33.79,14000,,41.18,6.94,11.94,RUN,1496341200.48,0.40
2015-11-23,6.60,6.62,6.96,6.56,6.60,384600,9.18,5.74,6.61,7.46,9.70,0.00,0.00,11.88,0.00,88.00,-0.37,False,False,6.50,9172.56,0,11.76,9160.80,1388.00,-34.48,14000,week +buy 50% ,37.96,7.48,10.67,RUN,1480637431.41,0.28
2015-11-24,6.74,6.59,6.82,6.59,6.74,476400,8.92,5.77,6.61,7.34,9.62,0.00,0.00,11.88,0.00,84.00,0.01,False,False,6.50,9366.88,0,11.76,9355.12,1388.00,-33.09,14000,,37.14,10.08,10.21,RUN,1512044862.57,0.45
2015-11-25,6.75,6.70,6.84,6.60,6.75,476000,8.46,5.96,6.65,7.21,9.53,0.00,0.00,11.88,0.00,80.00,0.33,False,False,6.50,9380.76,0,11.76,9369.00,1388.00,-32.99,14000,,30.70,11.01,10.38,RUN,1514288304.00,0.41
2015-11-27,7.22,6.81,7.41,6.81,7.22,445700,8.09,6.16,6.80,7.13,9.46,0.00,0.00,11.88,16.00,76.00,1.03,False,False,6.50,10033.12,0,11.76,10021.36,1388.00,-28.33,14000,,41.76,20.02,11.89,RUN,1619727590.69,0.52
2015-11-30,6.65,7.23,7.28,6.61,6.65,557300,8.07,6.11,6.79,7.09,9.38,0.00,0.00,11.88,12.00,72.00,0.98,False,False,6.50,9241.96,0,11.76,9230.20,1388.00,-33.99,14000,week +buy 50% ,36.89,20.90,12.92,RUN,1491854424.59,0.10
2015-12-01,7.05,6.70,7.14,6.53,7.05,351600,8.04,6.10,6.88,7.07,9.30,0.00,0.00,11.88,8.00,68.00,1.35,False,False,6.50,10794.65,0,508.70,10285.95,1459.00,-28.04,15000,week +buy 50% Monthly invest,47.29,28.53,14.20,RUN,1581590049.19,0.88
2015-12-02,7.39,7.05,7.46,6.91,7.39,620900,8.02,6.11,7.01,7.07,9.23,0.00,0.00,11.88,4.00,64.00,1.90,False,False,6.50,11289.46,0,256.19,11033.27,1493.00,-24.74,15000,week +buy 50% ,54.85,34.72,15.89,RUN,1657865239.17,-0.18
2015-12-03,7.95,7.52,8.35,7.52,7.95,1041500,8.08,6.08,7.25,7.08,9.17,0.00,0.00,11.88,0.00,60.00,2.72,False,False,6.50,12124.90,0,128.35,11996.55,1509.00,-19.17,15000,week +buy 50% ,66.04,56.34,20.33,RUN,1783495070.81,-1.62
2015-12-04,7.85,7.95,8.03,7.66,7.85,436100,8.02,6.11,7.38,7.07,9.11,0.00,0.00,11.88,0.00,56.00,3.07,False,False,6.50,11973.69,0,65.24,11908.45,1517.00,-20.18,15000,week +buy 50% ,57.42,69.38,26.54,RUN,1761061191.41,0.34
2015-12-07,7.91,7.79,8.37,7.74,7.91,439800,8.04,6.10,7.63,7.07,9.05,0.00,0.00,11.88,0.00,52.00,3.24,False,False,6.50,12064.55,0,33.44,12031.11,1521.00,-19.57,15000,week +buy 50% ,63.42,77.30,33.58,RUN,1774521519.05,-0.30
2015-12-08,7.77,8.11,8.11,7.62,7.77,388900,8.05,6.10,7.77,7.07,8.99,0.00,0.00,11.88,96.00,48.00,3.11,False,False,6.50,11851.61,0,33.44,11818.17,1521.00,-20.99,15000,,66.15,74.05,40.23,RUN,1743114087.88,-0.94
2015-12-09,7.71,7.79,8.03,7.55,7.71,333600,8.11,6.08,7.84,7.10,8.93,0.00,0.00,11.88,92.00,44.00,2.87,False,False,6.50,11760.35,0,33.44,11726.91,1521.00,-21.60,15000,,68.47,71.48,46.37,RUN,1729653760.24,-1.70
2015-12-10,7.57,7.60,7.83,7.56,7.57,364800,8.16,6.09,7.76,7.12,8.87,0.00,0.00,11.88,88.00,40.00,2.49,False,False,6.50,11547.41,0,33.44,11513.97,1521.00,-23.02,15000,,66.56,65.84,51.85,RUN,1698246329.07,-1.47
2015-12-11,7.86,7.46,8.02,7.46,7.86,450900,8.24,6.14,7.76,7.19,8.81,0.00,0.00,11.88,84.00,36.00,2.40,False,False,6.50,11988.50,0,33.44,11955.06,1521.00,-20.08,15000,,67.76,67.33,56.59,RUN,1763304632.83,-3.47
2015-12-14,9.10,7.95,9.38,7.83,9.10,940800,8.63,5.92,8.00,7.28,8.77,0.00,0.00,11.88,100.00,32.00,3.28,False,False,6.50,13874.49,0,24.29,13850.20,1522.00,-7.50,15000,week +buy 50% ,77.65,75.18,62.01,RUN,2041485058.38,-2.88
2015-12-15,9.49,9.26,11.29,9.16,9.49,2054200,9.07,5.73,8.35,7.40,8.73,0.00,0.00,11.88,100.00,28.00,3.97,False,False,6.50,14468.07,0,24.29,14443.78,1522.00,-3.55,15000,,78.83,76.28,66.79,RUN,2128977134.57,-1.84
2015-12-16,11.63,11.17,12.17,10.89,11.63,3501200,10.14,5.16,9.13,7.65,8.73,0.00,0.00,11.88,100.00,24.00,5.79,False,False,6.50,17725.15,0,24.29,17700.86,1522.00,18.17,15000,,85.36,81.64,71.48,RUN,2609062688.71,-0.43
