Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
112,CEG,Utilities,138.6,54.8,-4.8,6.4,-2.0,-5.2,-1.2,11.5,63.9,,,138.6,236.9,0.0,1.2,282.4,109.7,183.2,144.0,96.0,72.0,104.0,59,163.0,1,8.5
113,JCI,Industrials,158.6,86.5,-3.5,4.3,9.4,13.8,20.3,42.5,55.7,65.2,112.9,158.6,189.0,-32.8,1.2,102.7,14.8,285.7,84.0,87.0,133.0,208.0,20,164.0,5,2.6000000000000014
114,BAESY,Theme (User Picks),210.3,100.0,8.2,11.3,25.2,23.7,23.3,46.9,63.5,133.4,197.3,210.3,210.7,-65.9,1.2,115.2,16.9,337.3,66.0,66.0,128.0,205.0,30,164.0,8,0.1999999999999993
115,SO,Utilities,76.6,73.8,-0.9,5.0,7.4,4.8,-1.5,-1.1,-0.5,11.0,27.4,76.6,116.9,-35.5,1.2,102.8,35.1,203.6,128.0,134.0,132.0,166.5,19,164.4,-3,1.0
116,FSLR,Technology,43.2,29.6,3.1,-4.3,-14.2,-14.3,1.1,-11.9,-24.9,-2.4,24.2,43.2,269.7,-51.3,1.6,203.6,180.5,170.2,156.0,157.0,91.0,80.0,52,164.8,7,-6.199999999999989
117,FAST,Industrials,74.0,70.0,-3.7,5.4,10.9,6.0,3.0,7.9,10.1,16.2,28.7,74.0,108.3,-24.4,1.3,83.4,24.0,201.1,131.0,137.0,142.0,186.5,10,166.6,-1,-0.6999999999999993
118,META,Communication Services,85.0,67.4,-0.6,-2.2,-0.6,-4.0,-9.1,-5.2,20.6,68.6,68.4,85.0,170.6,-91.5,1.2,166.8,51.0,212.1,123.0,129.0,104.0,146.0,37,166.6,-3,2.5
119,SYM,Theme (User Picks),123.7,29.1,-3.7,-6.9,-17.6,-17.8,20.2,31.7,16.2,123.7,,123.7,420.8,-29.7,1.9,324.8,180.6,172.9,154.0,109.0,64.0,79.0,71,168.0,5,23.900000000000006
120,HLT,Consumer Cyclical,89.4,82.1,-5.9,-0.4,2.4,6.3,5.4,7.7,16.0,30.1,47.4,89.4,113.9,-21.3,1.2,90.9,23.0,216.4,119.0,125.0,139.0,193.0,15,168.8,-6,3.0
121,ADI,Technology,91.3,72.6,-6.9,-2.2,8.5,17.9,25.3,25.6,23.6,32.8,47.1,91.3,129.2,-7.8,2.0,43.7,14.4,218.3,118.0,124.0,163.0,211.0,5,170.4,-2,4.6
122,CAH,Healthcare,201.2,92.6,1.2,-0.4,2.9,15.0,23.7,48.8,65.2,145.8,201.3,201.2,224.4,-81.7,1.1,120.4,16.4,328.2,71.0,71.0,125.0,206.0,35,170.8,-5,2.3999999999999986
123,DE,Industrials,117.4,73.5,1.5,4.9,16.4,20.7,14.0,20.4,12.2,6.1,40.9,117.4,162.8,-9.5,1.4,103.3,29.5,244.4,106.0,110.0,131.0,179.0,30,171.0,3,6.100000000000001
124,WMT,Consumer Cyclical,128.0,86.5,3.7,3.1,8.1,14.7,15.3,33.3,52.3,77.0,84.6,128.0,152.9,-28.0,1.2,94.1,14.5,255.1,103.0,106.0,137.0,210.0,20,173.2,1,1.3000000000000007
125,TPR,Consumer Cyclical,282.6,90.3,-0.8,7.8,16.5,25.1,46.0,124.5,179.6,223.2,336.6,282.6,323.5,-95.4,1.1,138.2,5.9,409.7,54.0,55.0,117.0,224.0,40,174.8,4,1.4000000000000004
126,TMUS,Communication Services,34.8,38.4,-0.3,8.4,8.6,2.7,-9.9,-6.9,-3.7,0.3,6.4,34.8,136.2,-27.7,1.6,161.5,83.7,161.8,166.0,170.0,108.0,119.0,39,175.4,10,-2.8999999999999915
127,TJX,Consumer Cyclical,65.6,98.7,-1.0,4.3,4.7,7.7,9.8,15.2,19.7,40.5,47.2,65.6,67.3,-40.2,1.2,40.5,6.8,192.6,134.0,139.0,165.0,221.0,0,176.0,4,0.2999999999999998
128,AXP,Financials,52.2,52.5,-1.5,-6.2,-11.0,-11.4,-10.2,-6.1,5.6,15.4,29.3,52.2,125.3,-28.1,1.2,159.2,51.7,179.2,148.0,150.0,110.0,144.0,37,176.2,4,4.200000000000003
129,RCL,Consumer Cyclical,108.2,66.1,1.1,-8.5,-1.5,-5.9,-3.9,22.0,68.2,156.0,157.0,108.2,219.6,-108.0,1.2,177.5,31.7,235.2,111.0,115.0,100.0,174.0,44,178.8,-1,0.8000000000000007
130,KEYS,Technology,143.7,79.8,1.5,14.2,28.5,43.3,54.5,58.2,48.9,29.9,33.7,143.7,184.0,-14.6,1.7,28.8,7.2,270.7,88.0,91.0,176.0,220.0,20,179.0,5,1.5
131,JPM,Financials,84.4,69.8,-2.4,-3.0,-5.3,-6.3,-5.0,6.3,21.5,38.2,54.1,84.4,131.1,-22.3,1.1,134.2,30.0,211.4,124.0,130.0,120.0,178.0,34,180.0,-1,4.899999999999999
132,CF,Basic Materials,88.9,52.4,-0.2,17.2,30.2,30.8,26.1,24.1,17.0,18.0,57.5,88.9,221.2,-55.7,1.3,57.5,31.5,215.9,120.0,126.0,157.0,175.0,30,180.6,-5,-5.399999999999999
133,CRH,Basic Materials,78.3,64.3,-6.5,-10.6,-11.6,-11.6,-7.2,-2.9,11.4,47.0,69.3,78.3,147.4,-45.2,1.1,154.2,45.1,205.3,127.0,132.5,111.0,153.0,47,182.3,0,12.100000000000001
134,LYV,Communication Services,63.4,61.8,8.3,9.7,15.6,10.0,6.6,17.6,25.0,17.4,22.0,63.4,117.4,-22.9,1.3,76.9,17.3,190.4,136.0,141.0,146.0,204.0,20,186.2,0,-6.699999999999999
135,GLW,Technology,327.7,80.6,1.6,13.3,37.3,52.9,105.6,173.6,226.3,249.0,286.8,327.7,421.1,-58.2,1.3,80.6,-3.2,454.8,50.0,50.0,143.5,246.5,40,187.3,5,-0.20000000000000018
136,WELL,Real Estate,105.7,93.3,3.4,7.0,7.2,11.0,15.0,38.4,61.1,83.6,98.1,105.7,117.6,-51.9,1.1,58.2,5.1,232.7,112.0,116.0,155.5,227.5,20,187.7,3,-0.10000000000000053
137,CRWD,Technology,111.0,55.8,3.8,9.8,0.0,-5.1,-9.2,2.4,34.1,44.3,,111.0,175.3,-38.3,1.3,197.0,67.8,184.6,142.0,114.0,92.0,132.0,66,188.4,12,-43.8
138,AMZN,Consumer Cyclical,15.7,24.2,-2.1,-2.5,-4.9,-6.8,-8.9,-11.5,-5.3,-10.5,-22.3,15.7,152.6,-27.7,1.3,171.6,118.2,142.7,194.0,198.0,101.0,102.0,50,189.4,0,-32.7
139,LIN,Basic Materials,27.8,41.3,-4.1,1.1,8.2,6.3,-2.1,-9.6,-17.0,-13.2,-5.8,27.8,97.5,-20.7,1.5,80.5,72.3,154.8,177.0,182.0,145.0,128.0,39,191.0,3,16.699999999999996
140,MCO,Financials,6.4,24.1,-7.2,-6.9,-7.8,-8.4,-14.1,-16.8,-18.8,-22.0,-26.6,6.4,88.4,-19.7,1.3,170.2,138.4,133.5,207.0,213.0,102.0,93.0,50,191.6,11,39.5
141,TSCO,Consumer Cyclical,34.3,38.8,0.4,-0.3,-1.3,-6.6,-13.0,-21.2,-26.9,-28.6,-9.2,34.3,112.2,-48.6,1.2,135.8,103.3,161.4,167.0,172.0,118.0,105.0,60,193.4,7,-4.400000000000006
142,RL,Consumer Cyclical,126.3,84.3,-2.5,-1.6,-2.3,3.1,11.5,37.6,73.0,115.0,138.9,126.3,163.3,-70.2,1.1,102.4,10.0,253.3,104.0,107.0,134.0,216.5,38,193.6,-5,1.5
143,KMI,Energy,93.6,94.6,-1.7,5.8,13.8,17.1,12.4,24.6,36.0,61.8,88.6,93.6,102.7,-59.1,1.2,62.6,10.0,220.6,116.0,121.0,151.0,216.5,30,194.2,4,1.0999999999999996
144,WRB,Financials,50.7,51.6,-4.0,-1.5,-2.7,-4.8,-10.3,-6.0,-1.1,10.0,20.4,50.7,107.3,-27.7,1.3,122.3,47.1,177.8,150.0,152.0,124.0,148.0,50,194.4,-3,8.0
145,ON,Technology,7.0,13.8,-0.9,-3.7,5.4,11.0,12.7,-12.7,-38.3,-48.2,-22.8,7.0,342.5,-46.0,2.2,3.8,403.5,134.1,206.0,211.0,193.5,54.0,51,194.7,0,56.69999999999999
146,PL,Theme (User Picks),455.7,85.2,3.3,5.2,39.3,83.0,262.8,576.4,605.6,,,455.7,538.4,-88.8,1.4,114.3,-8.8,504.1,42.5,36.0,129.0,260.0,50,195.5,7,0.8999999999999986
147,RJF,Financials,32.8,47.9,-8.5,-4.9,-4.8,-7.4,-10.6,-10.3,-9.1,-6.4,18.7,32.8,106.2,-34.2,1.2,142.8,58.7,159.8,169.0,174.0,116.0,135.0,55,200.8,-1,13.5
148,HIG,Financials,55.4,83.2,-2.6,1.7,1.5,2.9,0.0,2.8,12.5,26.9,50.2,55.4,77.8,-52.8,1.2,60.3,15.0,182.4,145.0,147.0,154.0,207.0,30,202.0,6,2.0
149,VLO,Energy,96.7,92.3,-7.7,14.9,21.4,26.3,39.8,35.8,30.7,58.8,94.8,96.7,112.1,-81.9,1.4,12.7,5.1,223.7,113.0,118.0,180.0,227.5,30,203.2,7,0.7999999999999998
150,MA,Financials,5.0,13.8,-2.8,-0.7,-3.7,-7.2,-14.9,-16.4,-20.8,-22.5,-33.2,5.0,99.1,-10.1,1.4,295.8,260.0,132.1,209.0,216.0,69.0,62.0,80,203.6,9,19.099999999999994
151,BK,Financials,76.0,82.7,-1.2,-1.7,0.7,3.7,10.8,33.4,59.3,79.2,92.5,76.0,103.6,-53.4,1.1,52.7,1.6,203.1,130.0,136.0,159.0,234.0,25,203.6,1,0.40000000000000013
152,PKG,Basic Materials,34.1,55.9,-3.7,-0.9,4.0,4.2,2.1,-2.5,1.3,10.6,23.5,34.1,85.1,-30.1,1.5,64.2,33.0,161.1,168.0,173.0,149.0,172.0,38,204.8,-2,8.2
153,CMI,Industrials,137.9,85.7,1.6,-2.2,4.6,16.6,36.8,53.1,70.1,87.8,105.9,137.9,166.9,-35.6,1.2,60.6,5.0,264.9,94.0,97.0,153.0,229.0,45,205.4,5,0.20000000000000018
154,PCAR,Consumer Cyclical,64.1,68.9,-5.9,-2.5,6.0,13.6,13.2,7.7,8.0,34.9,46.8,64.1,112.5,-42.1,1.4,54.5,24.0,191.1,135.0,140.0,158.0,186.5,45,206.2,-11,4.600000000000001
155,LDOS,Theme (User Picks),24.9,41.5,-2.3,-3.2,-4.5,-6.9,-2.2,-4.2,4.6,6.3,-3.3,24.9,102.6,-29.6,1.3,80.6,41.0,151.9,181.0,186.0,143.5,158.0,42,207.3,-11,10.8
156,NDAQ,Financials,32.0,49.8,-0.6,-3.1,-4.0,-3.4,-5.5,2.3,6.3,-0.9,7.5,32.0,76.6,-11.7,1.4,86.4,24.6,159.0,170.5,175.5,140.0,185.0,39,210.2,9,2.200000000000003
157,CBOE,Financials,61.4,86.6,-7.8,3.6,8.8,12.3,11.9,19.9,26.3,51.5,59.0,61.4,79.7,-55.4,1.2,30.8,5.3,188.4,139.0,144.0,171.0,226.0,30,211.2,5,1.5999999999999996
158,ACGL,Financials,20.5,44.1,-0.5,-0.2,1.0,2.9,-3.7,-13.6,-19.3,7.7,19.8,20.5,110.1,-49.5,1.3,72.2,69.0,147.5,187.0,192.0,147.0,130.0,54,211.2,-3,13.5
159,WAB,Industrials,56.3,87.3,-2.9,2.1,9.7,15.0,14.1,17.4,33.2,64.8,85.8,56.3,74.1,-63.6,1.2,29.5,5.4,183.3,143.0,146.0,174.0,225.0,30,212.6,5,1.3000000000000007
160,AME,Industrials,30.1,76.0,1.3,-0.5,6.6,10.9,11.5,9.0,3.0,3.8,7.2,30.1,46.1,-21.9,1.9,6.6,4.6,157.1,172.0,177.0,188.5,232.0,15,215.3,1,1.2999999999999998
161,CBRE,Real Estate,9.7,36.6,-9.1,-13.2,-14.3,-15.2,-15.8,-9.0,-4.3,-10.5,-2.7,9.7,80.4,-30.4,1.2,135.1,45.3,136.7,201.0,206.0,119.0,151.5,50,215.8,5,17.299999999999997
162,WDC,Technology,415.8,87.5,3.2,2.6,30.9,75.7,224.9,307.9,424.5,462.3,474.2,415.8,490.0,-100.9,2.1,46.4,-16.5,542.8,39.0,40.0,162.0,272.0,60,217.0,13,1.5
163,VRTX,Healthcare,25.1,54.5,13.3,5.1,9.6,14.3,3.3,-5.8,-10.6,6.4,0.0,25.1,96.1,-59.6,1.6,33.9,36.7,152.1,180.0,185.0,168.0,164.0,46,218.2,24,-13.399999999999999
164,MAR,Consumer Cyclical,36.1,76.7,-3.7,1.1,3.9,11.6,11.4,9.5,10.5,24.1,33.6,36.1,62.4,-49.0,1.3,21.7,7.4,163.2,163.0,167.5,177.0,219.0,30,219.1,-1,0.9000000000000004
165,NUE,Basic Materials,36.7,40.0,-0.5,-2.1,2.0,8.3,14.5,2.1,-15.3,-13.4,33.1,36.7,169.7,-51.6,1.5,17.4,53.4,163.7,161.0,165.0,179.0,140.5,63,220.2,4,4.0
166,CCEP,Consumer Defensive,32.0,81.8,1.4,3.2,7.4,11.5,7.7,17.0,20.2,34.9,34.3,32.0,51.9,-55.5,1.3,9.8,-0.8,159.0,170.5,175.5,185.0,242.0,20,223.0,2,0.0
167,AFL,Financials,14.9,55.8,-0.1,0.3,0.5,0.4,-4.3,-6.6,-5.9,8.4,17.2,14.9,67.0,-50.0,1.3,47.2,25.2,141.9,195.0,199.0,161.0,184.0,39,223.6,4,2.3000000000000007
168,EQT,Energy,51.7,72.8,1.0,5.6,7.4,9.8,6.6,21.0,16.7,42.9,123.3,51.7,112.9,-116.6,1.2,41.5,4.7,178.7,149.0,151.0,164.0,230.5,40,225.0,6,0.10000000000000053
169,COP,Energy,28.5,40.0,-1.8,6.8,15.7,17.5,13.3,-0.2,-15.1,-7.0,24.5,28.5,179.6,-71.5,1.4,6.8,53.2,155.5,174.0,179.0,187.0,142.0,61,225.8,3,5.200000000000003
170,GEV,Industrials,169.4,89.8,5.6,7.5,22.5,28.9,55.1,169.4,,,,169.4,163.1,-7.2,1.3,97.6,14.7,185.5,141.0,85.0,135.0,209.0,70,225.8,3,0.29999999999999893
171,SYF,Financials,23.7,52.5,-7.0,-5.3,-11.3,-11.4,-7.5,0.7,18.6,20.3,33.6,23.7,104.4,-64.4,1.2,95.6,18.1,150.8,183.0,188.5,136.0,201.0,44,225.9,-1,4.300000000000001
172,ALL,Financials,11.6,60.4,-3.1,2.7,1.5,1.6,-3.7,-2.8,7.6,12.1,12.2,11.6,53.0,-50.7,1.3,29.8,10.8,138.6,198.0,202.0,173.0,215.0,26,226.6,5,1.9000000000000004
173,CPRT,Consumer Cyclical,-8.7,4.2,-3.7,-5.9,-6.3,-13.2,-28.8,-43.6,-55.3,-57.8,-62.8,-8.7,215.5,-18.0,1.9,0.0,3373.3,118.3,230.0,244.0,365.0,16.0,55,229.2,-69,1952.0000000000002
174,IDXX,Healthcare,10.2,18.7,-2.6,-8.0,-11.1,-9.6,-1.3,0.2,-12.9,-28.6,-33.6,10.2,217.2,-37.2,1.8,61.4,43.9,137.3,199.0,203.5,152.0,155.0,57,229.9,2,13.7
175,ETR,Utilities,40.1,96.9,-0.4,5.6,9.4,10.7,10.7,31.9,43.8,47.7,37.6,40.1,43.8,-62.1,1.2,11.1,-4.0,167.2,157.0,160.0,182.0,251.0,30,230.2,8,0.0
176,PM,Consumer Defensive,38.4,77.1,5.2,-3.8,3.7,7.7,2.2,25.2,35.3,44.1,58.3,38.4,67.0,-56.2,1.4,30.4,-2.5,165.4,159.0,162.0,172.0,244.0,35,231.2,5,-0.10000000000000009
177,FER,Industrials,52.4,77.3,-2.5,-5.3,-1.4,5.0,13.5,28.6,39.7,61.4,56.3,52.4,84.6,-59.5,1.4,20.8,-3.5,179.5,147.0,149.0,178.0,248.0,38,232.0,1,-0.5
178,AIZ,Financials,8.4,35.6,-7.2,-4.3,-4.8,-2.5,-3.4,-5.5,-2.3,-5.2,-2.4,8.4,67.4,-23.8,1.4,52.2,32.8,135.4,203.0,208.0,160.0,173.0,50,233.4,-18,13.899999999999999
179,381180.KS,Korea ETF (My Portfolio),91.8,94.4,11.8,6.2,9.3,20.8,36.9,40.4,60.8,,,91.8,82.4,-10.3,1.8,31.4,7.5,144.3,192.0,123.0,170.0,218.0,50,234.2,10,0.0
180,CMG,Consumer Cyclical,-9.1,13.4,-3.7,-7.0,-4.5,-6.2,-25.2,-45.0,-54.9,-58.8,-56.8,-9.1,293.4,-55.3,1.7,0.0,1037.9,117.9,231.0,245.0,365.0,29.0,55,234.8,-71,256.5000000000001
181,ATO,Utilities,25.8,81.0,-1.2,6.0,7.3,7.1,5.6,13.8,15.0,24.9,19.8,25.8,44.9,-54.0,1.3,12.1,-0.4,152.8,179.0,184.0,181.0,240.5,30,235.0,7,0.0
182,C,Financials,61.8,78.0,1.0,-1.5,-0.4,3.8,14.6,32.3,57.6,68.2,69.2,61.8,96.3,-58.5,1.2,34.0,-3.2,188.8,138.0,143.0,167.0,246.5,48,236.2,3,0.09999999999999964
183,BKR,Energy,50.5,84.4,-1.5,0.1,12.4,17.2,24.3,33.3,34.5,59.0,96.0,50.5,76.3,-85.4,1.2,1.8,-3.6,177.5,151.0,153.0,197.0,249.0,40,239.8,3,-0.7000000000000002
184,COF,Financials,4.5,39.5,-7.1,-8.8,-14.1,-15.8,-17.2,-9.6,1.1,-1.2,13.1,4.5,92.5,-52.5,1.2,120.2,30.5,131.5,211.0,218.0,126.0,177.0,62,243.8,-5,7.899999999999999
185,DOV,Industrials,15.9,54.7,-4.5,0.9,6.4,12.0,8.6,1.9,-0.9,-6.7,-6.3,15.9,62.8,-40.4,1.8,6.4,11.6,142.9,193.0,197.0,190.0,214.0,43,244.6,-1,3.1999999999999993
186,RTX,Industrials,67.6,95.9,3.7,4.3,11.4,16.2,27.0,50.8,65.8,76.1,82.0,67.6,73.4,-59.3,1.3,2.8,-6.5,194.7,133.0,138.0,196.0,255.0,50,245.4,8,0.0
187,MLM,Basic Materials,7.5,38.6,-7.1,-6.6,-4.0,-3.7,-2.0,-9.2,-12.1,-7.8,3.3,7.5,79.9,-37.7,1.2,37.2,39.3,134.5,205.0,210.0,166.0,161.0,65,245.6,-7,16.499999999999996
188,PODD,Healthcare,-2.3,7.0,-0.4,-3.4,-11.4,-18.3,-24.1,-17.6,-29.9,-52.4,-65.5,-2.3,280.5,-23.3,1.4,0.0,612.1,124.7,222.0,232.0,365.0,43.0,65,246.0,8,59.39999999999998
189,TDY,Technology,36.0,47.8,1.2,2.6,16.9,17.2,15.7,20.6,12.4,0.0,-9.9,36.0,109.5,-31.1,1.4,3.8,-1.9,163.1,164.5,169.0,193.5,243.0,45,247.6,3,-0.3999999999999999
190,DRI,Consumer Cyclical,17.7,63.0,-1.5,0.3,8.5,8.1,-1.3,4.5,-0.9,3.6,11.0,17.7,62.3,-57.3,1.4,29.4,6.2,144.7,191.0,196.0,175.0,223.0,46,247.6,-8,1.1000000000000005
191,WM,Industrials,14.8,49.7,-10.3,3.6,6.4,7.5,-1.3,-4.1,-5.4,-4.3,-3.2,14.8,60.4,-29.6,1.7,32.8,23.2,141.8,196.0,200.0,169.0,190.5,59,248.2,-1,4.5
192,KR,Consumer Defensive,18.0,60.4,3.2,13.3,13.6,12.6,4.1,10.2,11.0,15.2,31.2,18.0,65.1,-52.7,1.5,10.7,-0.4,145.0,190.0,195.0,183.0,240.5,40,249.8,9,0.5
193,IBM,Technology,4.8,56.3,-3.1,-5.4,-10.9,-11.1,-12.7,-1.5,10.0,27.3,30.2,4.8,67.4,-74.9,1.2,58.2,6.5,131.8,210.0,217.0,155.5,222.0,47,252.3,4,0.0
194,EBAY,Consumer Cyclical,28.2,71.5,-3.6,1.5,4.5,4.3,8.5,26.5,41.1,31.9,29.5,28.2,65.0,-62.2,1.4,10.3,-9.4,155.3,175.5,180.5,184.0,262.0,40,252.8,5,1.5
195,CME,Financials,23.7,64.4,-6.4,2.7,7.4,10.5,5.3,18.4,19.2,17.4,8.1,23.7,63.1,-47.0,1.6,7.7,-5.9,150.7,184.0,188.5,186.0,253.0,40,252.9,0,-1.8000000000000007
196,IR,Industrials,6.5,22.3,-6.9,-2.2,3.7,4.8,-1.2,-16.6,-21.0,-14.2,-3.5,6.5,89.2,-32.8,1.8,0.0,141.9,109.5,245.0,212.0,365.0,90.5,54,254.6,-39,50.10000000000001
197,BRO,Financials,-36.7,4.4,-5.0,-2.9,-8.5,-15.6,-32.9,-42.9,-48.3,-51.1,-53.1,-36.7,163.4,-51.7,2.1,0.0,1825.1,90.4,288.0,312.0,365.0,21.0,55,256.4,-4,922.0999999999999
198,INTU,Technology,-34.6,15.4,-1.3,2.7,-13.1,-22.1,-34.4,-42.8,-51.3,-59.8,-64.1,-34.6,209.6,-78.8,1.8,0.0,462.5,92.4,276.0,299.0,365.0,52.0,50,258.8,5,-141.70000000000005
199,TTD,Communication Services,-27.5,2.5,-1.1,5.4,-11.4,-27.2,-49.2,-72.8,-89.4,-106.5,-119.6,-27.5,1126.9,-63.7,2.5,0.0,18446.6,87.0,296.0,288.0,365.0,4.0,70,261.4,13,-29180.4
200,ROK,Theme (User Picks),12.1,43.9,-1.3,-8.0,-5.8,-1.6,4.9,9.3,-1.9,-7.0,-2.8,12.1,70.8,-33.7,1.9,3.1,-7.4,139.1,197.0,201.0,195.0,256.0,44,265.0,-9,-2.9000000000000004
201,SNA,Industrials,6.3,67.6,-8.7,0.3,4.5,7.1,4.6,5.0,0.2,8.4,21.3,6.3,29.6,-41.8,1.4,0.9,0.2,133.3,208.0,214.0,198.0,238.0,50,269.2,-1,0.1
202,NVR,Consumer Cyclical,-36.5,0.0,-1.0,-8.7,-8.3,-11.1,-16.8,-30.0,-36.9,-35.7,-40.7,-36.5,92.0,-39.3,2.0,0.0,3655.1,90.5,287.0,310.0,365.0,12.0,75,272.2,0,2756.7
203,TRI,Technology,-56.8,16.4,-3.3,2.4,-9.5,-21.4,-39.5,-49.9,-59.7,-62.1,-65.7,-56.8,146.3,-96.3,1.7,0.0,438.9,70.2,338.0,363.0,365.0,53.0,40,274.4,2,-12.600000000000023
204,SHW,Basic Materials,-24.6,7.7,-1.5,-5.9,-3.0,-4.7,-12.1,-18.8,-22.0,-29.8,-35.5,-24.6,77.6,-32.8,1.9,0.0,225.4,102.5,263.0,283.0,365.0,69.0,65,274.8,3,119.4
205,ERIE,Financials,-60.1,0.0,-4.4,-9.9,-12.5,-17.7,-32.4,-48.5,-53.5,-50.2,-63.7,-60.1,196.4,-59.7,2.0,0.0,8725.9,67.0,349.0,371.0,365.0,7.0,55,274.8,-7,7156.5
206,LOW,Consumer Cyclical,-11.1,17.8,-1.3,-3.8,0.1,-0.0,-2.5,-11.1,-19.9,-28.8,-24.5,-11.1,92.6,-33.2,1.7,0.0,75.2,115.9,232.0,246.0,365.0,123.5,59,277.0,2,11.900000000000006
207,QCOM,Technology,-48.8,1.9,-0.4,-5.6,-12.3,-16.1,-19.4,-31.0,-36.2,-49.4,-54.2,-48.8,125.7,-51.6,1.7,0.0,1280.2,78.3,319.0,344.5,365.0,27.0,65,281.5,2,405.4000000000001
208,BSX,Healthcare,-46.6,5.8,-4.3,-15.3,-21.8,-26.4,-36.6,-37.2,-35.6,-26.2,-37.5,-46.6,89.6,-54.5,1.3,0.0,647.3,80.4,309.0,334.0,365.0,40.0,65,282.6,2,365.4
209,COIN,Financials,9.9,20.5,-2.2,8.1,-5.1,-21.2,-26.3,-31.0,5.9,,,9.9,213.9,-58.5,1.5,0.0,311.5,58.3,371.0,205.0,365.0,59.0,72,283.8,20,-113.39999999999998
210,NTAP,Technology,-19.3,13.9,-6.5,0.9,-4.4,-9.7,-10.3,-21.8,-20.3,-22.0,-20.4,-19.3,108.6,-39.4,1.6,0.0,216.7,107.8,251.5,269.0,365.0,72.0,80,285.9,1,31.5
211,ADA-USD,Coin,-18.3,1.1,-0.1,-5.9,-17.4,-38.5,-55.8,-64.1,-71.9,-98.5,-23.1,-18.3,3485.6,-69.7,1.6,0.0,25420.8,77.1,324.0,265.5,365.0,2.0,95,286.7,3,148.09999999999854
212,MRSH,Financials,-52.5,7.0,-7.6,-5.4,-5.2,-8.1,-21.6,-31.5,-42.1,-47.2,-50.9,-52.5,65.4,-61.0,2.4,0.0,329.6,74.5,329.0,353.0,365.0,57.0,55,287.2,1,169.90000000000003
213,LII,Industrials,-5.5,29.7,-3.8,-1.7,2.0,-1.2,-13.1,-21.5,-16.7,-1.4,-8.0,-5.5,101.7,-50.5,1.5,0.0,121.4,121.6,224.0,235.0,365.0,101.0,82,287.2,-46,40.5
214,PDD,Technology,-3.5,9.9,1.7,4.2,-2.4,-10.5,-14.5,-25.4,-33.3,-32.5,-19.7,-3.5,465.0,-71.0,1.3,0.0,490.2,83.0,303.0,233.0,365.0,49.0,90,289.8,4,-127.69999999999999
215,SPGI,Financials,-34.9,16.1,-3.5,-7.7,-10.8,-12.9,-21.7,-26.8,-33.5,-42.9,-53.2,-34.9,95.4,-59.5,1.5,0.0,141.9,92.1,278.0,301.0,365.0,90.5,65,290.0,0,10.200000000000017
216,BLK,Financials,-15.2,7.7,-19.5,-9.5,-8.4,-10.8,-12.6,-11.0,-10.8,-16.7,-14.0,-15.2,46.8,-20.8,1.4,0.0,88.7,111.8,239.5,255.5,365.0,116.0,75,293.4,-12,75.3
217,DXCM,Healthcare,-55.9,7.3,-1.2,-5.7,-0.4,0.1,-13.5,-30.6,-54.1,-76.8,-89.6,-55.9,399.3,-91.2,1.7,0.0,501.2,71.1,337.0,362.0,365.0,48.0,62,294.0,-11,123.89999999999998
218,PSX,Energy,39.8,63.3,-2.8,11.0,16.2,17.6,20.8,11.4,8.1,34.3,49.1,39.8,106.9,-74.9,1.2,-3.1,11.9,166.8,158.0,161.0,532.0,213.0,40,295.4,-2,-0.1999999999999993
219,NVO,Theme (User Picks),-84.9,1.8,0.0,-14.0,-17.8,-23.6,-39.0,-64.2,-81.1,-84.0,-82.8,-84.9,389.4,-93.4,2.0,0.0,10180.1,42.1,415.0,430.0,365.0,6.0,55,299.4,9,-8979.699999999999
220,V,Financials,-23.4,9.4,-2.2,-0.3,-3.7,-7.0,-15.8,-15.2,-19.8,-22.2,-35.1,-23.4,57.3,-31.4,1.8,0.0,97.2,103.6,260.0,280.0,365.0,111.0,75,300.4,-3,13.600000000000009
221,DVN,Energy,24.5,31.9,-0.8,6.3,12.2,17.8,18.9,4.2,-15.9,-14.0,72.7,24.5,286.9,-103.1,1.3,-46.4,45.6,151.5,182.0,187.0,548.0,150.0,58,301.4,0,-2.1999999999999957
222,LEN,Consumer Cyclical,-66.8,0.0,-2.8,-9.8,-11.5,-17.0,-21.0,-39.4,-50.0,-51.9,-51.7,-66.8,109.4,-67.0,1.9,0.0,3562.1,60.2,366.0,388.0,365.0,13.0,75,304.0,-3,2742.0
223,PTC,Technology,-43.0,11.6,-2.8,3.7,-2.2,-11.7,-16.4,-27.1,-35.2,-39.4,-43.0,-43.0,82.2,-59.1,2.2,0.0,154.3,84.0,302.0,328.0,365.0,88.0,70,304.2,0,9.800000000000011
224,NEM,Basic Materials,96.5,86.6,3.9,0.4,12.5,27.3,68.0,114.8,124.2,99.9,89.9,96.5,127.4,-105.8,2.1,-25.5,-19.4,223.5,114.0,119.0,542.0,278.0,40,306.2,7,0.40000000000000213
