Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
11,TSLA,Automobile Manufacturers,847.5,56.7,5.8,4.4,0.6,-4.5,2.4,19.9,23.2,8.8,291.8,847.5,1535.1,-50.2,1.2,1367.0,1237.8100866064372,990.5,20.0,22.0,23.7,52.9,15,639.5100866064372,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
12,CVNA,Auto & Truck Dealerships,832.2,78.5,3.5,9.8,6.7,5.1,2.6,57.3,462.4,830.5,634.8,832.2,1079.9,-122.9,1.2,904.0,717.6742676043169,950.8,22.0,24.0,20.93,56.33,8,515.474267604317,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
13,MSTR,Enterprise Software,510.8,27.0,0.4,17.4,20.4,7.0,-28.4,-32.1,54.9,177.1,366.6,510.8,2076.0,-66.6,1.5,3757.8,2775.454991579205,653.7,36.0,37.0,28.34,56.34,-2,237.45499157920494,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
14,HWM,Aerospace & Defense,786.1,99.9,14.4,7.3,9.3,16.8,26.7,83.4,177.4,350.9,592.4,786.1,753.8,-54.6,1.1,499.8,144.65494615316842,912.5,24.0,25.0,5.0,57.8,9,44.654946153168424,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
15,AXON,Public Safety Technology,428.9,35.8,2.8,-3.1,-12.9,-22.9,-40.3,-34.0,-16.1,29.8,97.4,428.9,1246.3,-25.7,1.4,2281.2,2026.3820589084407,571.9,47.0,47.0,25.0,58.2,0,694.7820589084408,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,
16,VRT,Electrical Equipment & Parts,1585.7,94.2,-4.7,9.8,30.4,53.2,101.9,161.9,386.3,1016.3,1419.2,1585.7,1655.6,-60.9,1.3,738.3,97.65470653609215,1685.7,7.0,7.0,11.67,58.27,0,-14.34529346390785,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
17,SNDK,Data Storage Devices,2034.5,100.0,0.0,71.0,111.2,329.0,1693.9,,,,,2034.5,2010.1,-4.5,1.5,341.7,341.7,2050.6,5.0,5.0,17.5,58.3,-4,21.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
18,QBTS,Quantum Computing,735.2,41.7,2.9,27.3,15.8,-1.9,17.4,594.4,1007.0,795.5,,735.2,1840.5,-110.7,1.5,1511.7,851.5134172277906,797.3,29.0,26.0,27.2,60.4,3,515.4134172277905,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
19,FIX,Engineering & Construction,2984.1,96.3,-3.7,13.4,30.1,58.4,132.6,264.7,457.0,1028.6,1890.5,2984.1,3049.5,-40.0,1.1,1234.2,16.174996085729024,3127.0,2.0,2.0,8.89,61.09,-9,-129.92500391427097,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
20,AVGO,Semiconductors,1247.3,95.1,-2.6,8.2,14.4,10.4,23.1,69.9,140.7,340.4,624.1,1247.3,1310.8,-16.4,1.2,945.9,10.148766835855987,1390.3,12.0,12.0,0.0,63.4,-12,-139.451233164144,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
21,DELL,Computer Hardware & Services,491.5,95.2,3.4,16.2,44.2,50.8,62.9,66.7,107.7,202.1,322.0,491.5,512.8,-23.7,1.4,219.9,232.21168585997736,622.5,41.0,39.0,5.0,67.0,25,175.41168585997735,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
22,LLY,Pharmaceuticals,467.1,77.6,0.7,-4.9,-8.7,-8.4,-0.5,-6.4,1.6,75.6,207.0,467.1,607.2,-21.4,1.2,572.2,425.1450912037419,610.1,43.0,43.0,17.94,67.14,5,240.04509120374192,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
23,FTNT,Cybersecurity Software,341.2,73.6,23.2,22.5,25.5,24.6,11.0,9.5,6.4,5.0,71.4,341.2,471.6,-20.2,1.4,406.1,392.12527048557575,484.2,54.0,54.0,11.44,68.24,54,106.22527048557578,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
24,HOOD,Capital Markets,283.1,37.7,1.3,-0.4,-8.9,-25.3,-25.3,61.5,212.1,,,283.1,820.7,-60.3,1.3,1117.2,818.8896331213987,339.8,78.0,59.0,19.5,70.3,4,462.08963312139866,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
25,MPWR,Semiconductors,643.7,93.8,-1.1,13.6,23.2,38.8,64.0,79.8,94.7,134.3,259.1,643.7,685.0,-5.3,1.4,316.4,35.93716284837281,786.6,30.0,32.0,0.0,70.8,6,-28.9628371516272,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
26,TSM,Semiconductors,567.4,98.3,1.9,6.1,9.1,19.1,43.3,76.5,134.8,188.6,282.4,567.4,577.1,-6.0,1.2,324.0,189.36644011343003,710.3,34.0,36.0,11.44,71.24,21,136.96644011343002,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
27,IONQ,Quantum Computing,285.1,44.0,1.4,30.8,23.2,7.7,4.5,129.4,170.2,290.9,,285.1,660.4,-66.8,1.4,591.7,324.1741750025687,346.3,74.0,58.0,10.0,72.0,2,138.9741750025687,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
28,PWR,Construction & Engineering,1093.2,93.9,-6.1,10.1,24.2,40.2,59.6,95.1,132.5,253.4,597.8,1093.2,1124.7,-22.8,1.1,571.7,14.27790048658232,1236.2,14.0,14.0,8.89,73.49,-6,-77.22209951341767,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
29,SOL-USD,Cryptocurrency,989.7,8.8,0.4,-1.2,-6.3,-23.1,-43.7,-59.8,-10.5,13.8,,989.7,11126.9,-44.7,1.5,23204.0,5000.0,1062.6,17.0,16.0,69.0,76.4,-4,-21844.2,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,
30,AAPL,Consumer Electronics,229.7,88.7,3.0,0.9,2.3,0.0,6.0,2.6,-0.8,3.8,46.5,229.7,260.7,-12.6,1.2,220.8,228.60128592466776,372.7,69.0,71.0,3.0,77.2,23,164.50128592466777,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
31,DOGE-USD,Cryptocurrency,1326.5,6.1,0.0,2.0,2.8,-12.5,-36.2,-49.6,-44.9,-65.3,894.3,1326.5,22199.9,-45.9,1.5,42063.3,5000.0,1435.6,10.0,9.0,74.64,79.04,-24,-38662.3,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
32,AMD,Semiconductors,1722.0,96.6,-3.4,47.2,64.6,67.4,121.7,147.8,151.2,194.5,311.5,1722.0,1783.4,-27.9,1.5,689.2,6.804203885570786,1864.9,6.0,6.0,15.89,80.89,-13,-125.99579611442923,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
33,EME,Construction & Engineering,711.0,97.5,-2.5,5.4,13.6,24.6,37.4,65.2,129.7,304.8,492.6,711.0,717.4,-42.2,1.2,428.5,17.426072811148103,854.0,26.0,27.0,13.33,81.53,2,-51.7739271888519,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
34,CDNS,Electronic Design Automation Software,267.7,73.2,5.2,9.4,11.4,8.2,0.1,-2.2,-10.7,6.2,49.8,267.7,367.1,-3.4,1.2,337.3,332.9712453280366,410.7,63.0,65.0,17.44,82.84,10,190.87124532803662,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
35,AMAT,Semiconductor Equipment & Materials,464.6,94.1,4.8,4.2,8.5,29.8,71.4,81.9,90.3,123.2,225.6,464.6,494.8,-21.2,1.6,208.2,202.54502332680934,607.6,44.0,44.0,15.89,82.89,27,156.84502332680933,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
36,VST,Independent Power Producers,421.6,55.9,-4.5,-11.9,-14.9,-18.5,-26.9,-11.5,84.8,270.5,353.5,421.6,796.7,-76.3,1.2,1021.6,181.12809202549334,551.4,49.0,50.0,29.61,86.61,-6,-118.47190797450668,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
37,STX,Data Storage Devices,1532.5,99.5,-0.5,39.7,62.7,115.8,267.2,482.9,648.6,780.8,1013.1,1532.5,1539.5,-36.7,1.3,332.4,21.735062143143868,1675.4,8.0,8.0,24.78,87.38,27,0.23506214314386753,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
38,ARES,Asset Management,240.7,38.5,1.9,3.4,-3.3,-14.1,-28.3,-39.0,-40.5,-22.9,31.8,240.7,631.0,-8.6,1.3,1092.3,1161.9883025612476,383.7,66.0,68.0,39.44,88.24,-2,425.48830256124756,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
39,URI,Equipment Rental,276.0,78.2,-3.1,5.9,7.4,6.4,2.2,0.9,10.1,45.3,139.0,276.0,362.9,-36.0,1.3,315.9,59.808887333653125,420.9,60.0,63.0,8.89,89.29,1,-30.59111266634688,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
40,WSM,Specialty Retail,258.7,65.5,0.1,-5.8,-11.4,-9.7,-10.9,-9.1,21.2,53.1,129.9,258.7,417.3,-40.6,1.2,465.1,155.83026689612765,403.7,64.0,66.0,21.6,90.8,2,1.1302668961276652,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
41,TRGP,Oil & Gas Midstream,470.6,92.4,-3.5,-7.1,0.5,17.6,26.1,31.2,69.7,162.0,425.7,470.6,518.1,-93.5,1.2,366.3,31.45281564529366,613.6,42.0,42.0,18.66,90.86,8,-40.24718435470634,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
42,RKLB,Aerospace & Defense,841.0,74.4,-0.6,3.2,1.5,16.5,59.6,432.0,770.7,873.2,,841.0,1114.9,-77.2,1.3,677.0,15.96971795357356,904.1,25.0,23.0,27.0,92.2,-3,-67.63028204642643,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
43,ASML,Semi-Conductors,372.4,93.6,8.1,2.3,0.9,15.0,45.4,53.5,50.7,56.3,117.6,372.4,397.4,-5.8,1.7,204.8,196.16543912872623,515.4,51.0,51.0,22.89,93.89,24,143.26543912872623,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
44,PANW,Cybersecurity Software,178.3,62.8,8.7,8.8,12.1,3.8,-5.6,-11.5,-12.6,13.0,76.6,178.3,305.2,-34.6,1.2,319.5,301.99028404291437,321.3,86.0,87.0,18.44,95.24,15,120.39028404291437,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
45,JBL,Electronic Manufacturing Services,632.8,92.0,-7.2,8.7,21.1,34.3,47.9,94.7,109.0,216.8,386.6,632.8,640.2,-28.8,1.1,332.5,0.5513858588698339,775.8,31.0,33.0,0.0,95.6,-7,-45.048614141130166,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
46,MU,Semiconductors,1313.6,96.6,-3.4,40.9,45.5,92.0,269.0,388.0,490.5,620.7,760.5,1313.6,1360.5,-25.2,1.6,320.5,7.853359234805861,1456.6,9.0,10.0,27.33,99.93,20,-17.546640765194137,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
47,FICO,Financial Technology,136.3,20.3,3.9,1.0,-13.2,-25.3,-37.1,-51.0,-50.9,-12.2,2.4,136.3,694.1,-6.1,1.4,1753.4,2006.3485870086117,279.3,99.0,103.0,43.89,100.09,8,-105.85141299138809,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
48,CAT,Construction Machinery,509.2,95.3,-3.7,5.1,13.7,28.9,67.2,94.7,123.6,190.5,292.8,509.2,533.7,-5.5,1.2,230.3,1.1302903855159816,652.2,37.0,38.0,4.44,102.04,8,-32.06970961448402,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
49,PH,Diversified Machinery,200.7,72.0,-0.4,-8.2,-11.4,-6.6,0.8,9.9,25.0,70.5,124.9,200.7,289.7,-29.7,1.1,255.3,46.57212487460823,343.7,75.0,78.0,12.09,102.09,11,-19.827875125391778,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
50,TKO,Entertainment,197.6,68.0,-0.5,-9.9,-14.1,-13.3,-12.4,3.8,17.1,63.0,83.9,197.6,307.5,-34.9,1.2,334.6,62.90507817836273,340.5,77.0,80.0,19.2,104.4,11,-19.694921821637266,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
51,GOOG,Internet Content & Information,279.0,100.0,0.4,12.0,13.9,17.9,50.6,72.1,92.1,115.8,170.0,279.0,279.3,-10.8,1.3,113.5,14.6,421.9,58.0,60.0,4.44,104.44,31,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
52,GWW,Industrial Distribution,162.9,74.8,9.0,2.8,3.9,10.4,7.1,-0.3,-1.8,29.3,79.7,162.9,230.8,-40.3,1.2,183.5,202.85387524045092,305.9,91.0,93.0,17.44,105.84,24,111.85387524045092,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
53,GOOGL,Internet Conglomerates,278.3,100.0,0.6,11.9,14.3,18.6,52.2,74.7,95.3,119.5,173.7,278.3,278.4,-11.4,1.3,109.7,13.6,421.2,59.0,61.0,4.44,105.84,35,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
54,XRP-USD,Cryptocurrency,89.7,15.4,-0.4,-2.8,-6.9,-21.4,-40.9,1.0,28.9,42.6,105.1,89.7,898.4,-75.3,1.5,2000.4,1082.2070555326375,200.5,145.0,126.0,30.77,106.17,-3,36.907055532637514,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
55,TDG,Aerospace & Defense,181.4,55.2,4.7,-2.2,-9.6,-12.4,-20.9,-23.3,-13.7,25.0,51.4,181.4,343.7,-21.8,1.2,471.9,476.847354174209,324.4,84.0,85.0,40.89,106.29,8,239.54735417420898,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
56,TER,Semiconductors,421.8,78.3,2.1,1.4,12.1,43.0,138.3,154.4,164.8,158.2,190.3,421.8,539.1,-50.5,2.4,126.4,100.55555971830641,564.7,48.0,49.0,27.33,108.13,44,84.95555971830642,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
57,GE,Aerospace & Defense,189.9,77.6,5.3,-2.1,-7.3,-7.1,-3.8,17.0,61.3,181.1,260.6,189.9,260.3,-96.0,1.1,219.0,186.45077880098947,332.9,80.0,82.0,26.33,108.53,30,139.35077880098947,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
58,IBKR,Capital Markets,329.4,94.3,-1.6,7.1,7.9,13.0,20.7,57.4,113.6,195.7,266.6,329.4,310.5,-46.8,1.2,202.3,9.04286581020166,472.4,56.0,57.0,13.33,109.53,16,-17.65713418979834,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
59,IRM,Data Storage & Management,238.1,76.7,-1.4,6.1,13.6,23.4,19.2,10.1,22.0,57.5,146.6,238.1,320.0,-29.9,1.2,213.9,11.397922268761214,381.1,67.0,69.0,13.33,109.73,-1,-64.90207773123879,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
60,PLTR,Software,577.3,55.9,-3.6,-12.6,-11.2,-20.2,-22.0,97.9,294.0,569.0,,577.3,1018.1,-71.2,1.2,1203.9,5.9364839278323185,644.4,38.0,35.0,34.0,109.8,-27,-248.8635160721677,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
61,TPL,Homebuilding,440.9,48.2,-7.8,-16.2,-14.0,3.3,-0.6,-2.5,18.6,32.1,127.0,440.9,919.6,-5.5,1.4,999.8,4.852838636088886,583.9,46.0,46.0,28.29,111.09,-44,-345.8471613639111,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
62,ORCL,Software,83.2,28.8,9.3,17.0,18.4,3.5,-8.8,-3.9,1.3,27.1,54.5,83.2,346.0,-22.8,1.7,416.2,294.7964427786235,226.1,127.0,132.0,21.77,112.57,9,-91.70355722137651,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
63,TT,Building Products,236.2,80.7,-8.1,-4.2,-2.3,0.8,-3.5,-0.3,18.0,54.1,102.5,236.2,294.6,-7.0,1.2,276.1,6.1237851982348595,379.2,68.0,70.0,12.42,112.82,-18,-56.17621480176514,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
64,ADI,Semiconductors,160.3,96.4,3.0,8.5,12.7,29.7,45.2,51.5,55.1,69.4,92.6,160.3,166.8,-7.8,1.9,45.6,49.30845310775459,303.2,92.0,94.0,4.44,115.64,45,41.208453107754586,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
65,STLD,Steel,336.1,96.0,-3.5,9.0,14.8,24.0,42.6,48.7,49.1,89.2,239.8,336.1,352.4,-47.6,1.3,174.3,15.806647164568622,479.1,55.0,56.0,24.78,117.38,21,-17.193352835431376,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
66,WMB,Oil & Gas Midstream,168.3,82.9,-9.6,-9.7,-6.4,3.5,5.8,22.1,48.0,96.3,158.2,168.3,215.4,-57.9,1.1,162.1,23.231970631759435,313.2,90.0,92.0,15.18,118.98,27,-0.8680293682405669,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
67,MS,Investment Banking & Brokerage,184.8,93.0,-1.7,0.6,1.8,3.8,13.1,31.2,47.8,57.6,115.4,184.8,200.4,-20.8,1.1,138.0,8.09736924307607,327.8,83.0,84.0,8.89,120.49,25,-12.502630756923931,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
68,CASY,Retail Specialty Group,278.0,97.1,-2.9,2.0,14.0,29.2,40.7,65.5,96.7,153.7,195.3,278.0,287.2,-38.6,1.1,130.3,2.036076917045881,420.9,60.0,62.0,8.89,120.89,15,-14.863923082954118,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
69,ANET,Networking Equipment,660.5,73.7,-21.7,-8.8,-5.9,-5.4,2.4,14.1,44.5,153.4,309.9,660.5,904.1,-19.6,1.3,807.9,1.49954188513826e-07,803.5,28.0,30.0,11.46,124.66,-51,-125.29999985004581,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
70,NRG,Independent Power Producers,355.7,64.7,-8.9,-13.0,-16.4,-18.6,-20.5,5.6,62.4,135.3,181.5,355.7,554.2,-22.3,1.1,643.2,0.053606697175104766,498.7,53.0,53.0,21.84,128.44,-33,-125.84639330282491,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
71,MELI,Internet Retail,150.0,28.5,0.1,-1.6,-5.5,-11.6,-25.4,-27.7,-30.1,-25.9,-22.5,150.0,549.4,-11.6,1.3,887.1,724.8829477032608,293.0,94.0,96.0,65.61,130.01,4,130.2829477032608,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
72,GS,Investment Banking & Brokerage,173.7,84.1,-1.0,-2.6,-2.4,1.0,10.5,33.3,64.0,85.2,140.9,173.7,212.9,-35.7,1.1,148.0,6.287271032754915,316.7,89.0,91.0,14.8,130.4,26,-15.412728967245084,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
73,CIEN,Communications Equipment,1148.2,92.6,-7.4,8.6,43.3,90.3,272.8,505.2,656.9,721.8,788.8,1148.2,1245.5,-63.2,1.4,278.9,0.0076817889013943725,1291.2,13.0,13.0,27.33,130.73,7,-7.1923182110986055,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
74,RCL,Travel Services,77.0,56.6,2.3,-6.0,-12.8,-10.5,-16.5,1.8,38.2,129.4,132.0,77.0,219.6,-108.0,1.3,208.2,170.22440890814457,220.0,130.0,135.0,27.25,131.65,38,113.62440890814457,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
75,CRWD,Cybersecurity Software,139.3,67.2,13.4,13.2,16.1,6.2,-1.1,12.1,39.8,62.1,,139.3,175.3,-38.3,1.3,162.0,140.8456352456214,224.9,128.0,101.0,31.18,133.38,41,64.14563524562139,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
76,LINK-USD,Cryptocurrency,425.5,6.3,0.5,3.9,2.6,-13.5,-34.7,-48.9,-54.2,-72.3,-24.0,425.5,7258.0,-53.1,1.6,13589.8,5000.0,534.6,50.0,48.0,114.36,134.96,15,-10887.6,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
77,MRVL,Semiconductors,368.7,88.9,-8.6,17.0,55.1,62.0,86.3,81.6,91.6,103.5,158.4,368.7,365.9,-14.2,2.2,107.5,0.2632430869956498,511.6,52.0,52.0,15.89,135.29,7,-24.73675691300435,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
78,ETH-USD,Cryptocurrency,222.9,18.3,-0.4,-0.9,0.9,-14.2,-25.4,-37.3,-43.7,-56.7,143.1,222.9,1484.0,-71.9,1.6,2066.7,226.03958200413956,332.0,81.0,72.0,73.12,135.52,-21,-1531.3604179958606,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
79,CEG,Electric Utilities,117.3,43.2,-0.2,-0.3,-1.8,-10.3,-13.4,-2.7,37.5,,,117.3,236.9,0.0,1.3,351.4,86.88126293386817,171.6,171.0,113.0,29.0,136.0,-6,-83.51873706613183,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
80,DECK,Footwear & Accessories,149.6,23.6,0.5,-4.8,-12.0,-4.9,-13.7,-39.5,-48.2,-33.3,-4.8,149.6,734.1,-30.0,1.5,1016.8,1290.8131263375835,292.6,95.0,97.0,75.89,136.09,-2,40.313126337583526,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
81,APH,Electronic Components,272.8,67.3,-6.0,-5.1,-8.5,-8.4,4.4,38.2,71.6,120.3,175.6,272.8,384.6,-16.3,1.2,299.0,2.097913563687823e-05,415.8,62.0,64.0,6.15,137.95,-29,-49.29997902086436,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
