Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
35,EME,Construction & Engineering,693.4,100.0,0.7,9.0,16.7,27.1,38.7,65.5,129.3,301.8,486.0,693.4,680.8,-42.2,1.2,413.2,69.2,832.8,26.0,27.0,13.33,90.13,3,-5.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
36,ARES,Asset Management,228.0,36.6,1.7,2.5,-7.0,-18.2,-32.0,-41.7,-42.9,-25.6,27.5,228.0,631.0,-8.6,1.3,1159.9,736.5,367.4,68.0,72.0,39.44,92.04,-1,3.6000000000000227,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
37,NRG,Independent Power Producers,407.9,73.6,-5.7,-7.7,-10.1,-11.5,-12.3,18.5,82.9,164.1,216.7,407.9,554.2,-22.3,1.1,562.8,125.9,547.2,48.0,48.0,21.02,93.02,-1,37.30000000000001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
38,JBL,Electronic Manufacturing Services,618.6,99.2,-0.8,15.9,26.8,38.5,50.1,95.9,109.0,215.1,382.2,618.6,578.6,-28.8,1.2,303.5,45.6,757.9,29.0,33.0,0.0,93.2,1,1.8000000000000043,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
39,RKLB,Aerospace & Defense,846.4,75.0,-2.1,10.3,4.5,21.5,66.9,453.6,796.9,893.2,,846.4,1114.9,-77.2,1.3,662.4,83.6,907.0,22.0,19.0,27.0,94.0,4,21.39999999999999,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
40,URI,Equipment Rental,288.4,81.3,-4.7,19.7,15.1,12.1,6.9,5.6,15.6,52.5,149.4,288.4,362.9,-36.0,1.3,302.5,90.4,427.7,58.0,58.0,8.89,95.09,28,-71.29999999999998,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
41,BX,Asset Management,228.8,40.5,2.2,0.5,-2.4,-11.1,-22.5,-31.5,-32.2,-29.1,21.3,228.8,591.0,-17.7,1.3,872.7,530.1,368.2,67.0,71.0,39.44,96.44,-1,50.900000000000034,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
42,WSM,Specialty Retail,258.5,65.4,-7.3,-8.9,-13.4,-9.8,-10.3,-7.9,23.1,55.2,132.0,258.5,417.3,-40.6,1.2,467.9,154.7,397.9,63.0,66.0,21.52,96.52,-11,45.29999999999998,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
43,APO,Asset Management,188.9,45.3,3.8,8.3,7.0,-0.4,-10.7,-20.5,-15.3,13.1,48.4,188.9,428.2,-9.1,1.3,548.8,312.1,328.2,83.0,85.0,25.44,97.64,3,-39.89999999999998,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
44,CDNS,Electronic Design Automation Software,248.5,68.0,2.0,11.7,10.2,5.4,-3.6,-6.0,-14.7,1.2,42.5,248.5,367.1,-3.4,1.2,363.4,142.1,387.8,64.0,67.0,18.44,98.24,9,-53.0,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
45,TT,Building Products,260.7,88.8,-1.4,3.6,5.1,8.3,3.2,7.1,27.5,66.8,119.3,260.7,294.6,-7.0,1.2,250.3,62.3,400.1,62.0,65.0,0.0,99.6,-3,-2.4000000000000057,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
46,DELL,Computer Hardware & Services,431.8,91.8,-5.0,14.1,43.5,45.1,53.4,54.2,90.8,175.9,283.7,431.8,467.5,-23.7,1.4,224.6,56.8,559.5,46.0,45.0,5.0,100.0,-5,-12.100000000000009,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
47,TSM,Semiconductors,538.7,96.4,-3.6,6.4,8.1,18.3,42.0,73.3,129.5,180.1,269.7,538.7,559.4,-6.0,1.2,326.4,52.4,678.1,36.0,36.0,11.44,100.64,-3,-5.5,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
48,KKR,Asset Management,149.4,33.7,0.7,3.5,1.1,-10.1,-23.7,-35.4,-26.2,-13.6,27.8,149.4,478.9,-17.5,1.3,804.1,563.1,288.8,95.0,98.0,34.44,102.04,2,22.5,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
49,TRGP,Oil & Gas Midstream,491.9,95.9,5.4,-6.1,6.4,25.9,33.8,38.4,79.0,175.1,449.0,491.9,518.1,-93.5,1.2,351.3,71.7,631.3,42.0,42.0,18.51,102.71,-4,-14.700000000000003,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL
50,KTOS,Aerospace & Defense,220.4,34.7,0.2,-18.3,-31.7,-29.7,-10.5,58.9,111.5,148.6,124.9,220.4,761.1,-66.8,1.5,768.7,148.9,359.7,72.0,77.0,27.33,103.93,-3,54.10000000000001,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
51,XRP-USD,Cryptocurrency,91.9,15.7,0.2,-1.3,-5.3,-19.7,-38.9,2.8,30.6,44.5,106.9,91.9,898.4,-75.3,1.5,1985.2,1045.3,197.8,144.0,128.0,30.7,106.1,-3,121.79999999999995,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
52,APH,Electronic Components,297.8,73.3,-7.9,1.4,-3.8,-3.2,11.9,48.6,84.6,136.4,195.7,297.8,384.6,-16.3,1.2,271.3,49.3,437.2,57.0,57.0,5.09,106.69,3,12.899999999999999,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
53,AAPL,Consumer Electronics,221.3,85.7,4.1,-0.4,1.5,-1.3,5.0,1.3,-2.3,2.1,43.9,221.3,260.7,-12.6,1.2,228.6,64.1,360.7,71.0,75.0,6.0,109.8,19,-7.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
54,INSM,Biotechnology,311.1,52.1,-1.7,-29.1,-21.3,-28.6,-4.8,39.9,154.6,249.4,258.7,311.1,673.7,-82.7,1.2,622.9,146.5,450.4,55.0,55.0,40.67,110.67,-3,36.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
55,FICO,Financial Technology,108.7,16.4,1.0,-12.5,-25.8,-35.5,-45.1,-57.4,-57.5,-22.2,-10.6,108.7,694.1,-6.1,1.4,2201.0,2112.2,248.1,110.0,116.0,50.89,111.29,-1,343.89999999999986,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
56,CAT,Construction Machinery,507.7,99.0,0.2,11.8,19.2,34.5,73.3,99.1,127.3,193.7,295.8,507.7,512.1,-5.5,1.2,216.7,33.2,647.1,39.0,39.0,4.44,112.24,0,0.10000000000000142,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
57,ETH-USD,Cryptocurrency,239.2,19.3,1.3,3.9,5.7,-9.8,-21.1,-32.9,-38.8,-51.3,155.9,239.2,1484.0,-71.9,1.6,1972.4,1757.4,345.1,77.0,70.0,66.95,112.75,1,-35.5,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
58,IRM,Data Storage & Management,243.1,78.1,10.9,16.0,20.8,29.6,23.1,12.9,25.1,61.5,152.1,243.1,320.0,-29.9,1.2,209.4,76.3,382.5,66.0,69.0,13.33,112.93,-9,-20.700000000000003,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
59,PANW,Cybersecurity Software,148.8,54.1,0.6,2.7,5.8,-3.9,-13.4,-19.1,-20.9,1.9,59.3,148.8,305.2,-34.6,1.2,372.0,181.6,288.1,98.0,101.0,25.44,113.44,8,-50.400000000000006,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
60,PH,Diversified Machinery,202.0,72.4,-15.8,-14.2,-13.7,-6.5,2.0,11.5,27.0,72.8,127.5,202.0,289.7,-29.7,1.1,252.8,66.4,341.4,78.0,81.0,12.02,115.82,0,26.800000000000004,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
61,TKO,Entertainment,199.2,68.5,-1.5,-17.5,-17.2,-14.2,-12.1,5.2,19.0,65.4,86.4,199.2,307.5,-34.9,1.2,331.2,82.6,338.6,79.0,82.0,19.13,116.33,-2,6.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
62,AMAT,Semiconductor Equipment & Materials,431.0,89.3,-10.7,-0.0,5.3,28.2,68.7,76.0,82.6,112.6,209.2,431.0,485.2,-21.2,1.7,214.7,45.7,570.4,45.0,46.0,15.89,118.89,-1,8.200000000000003,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
63,TDG,Aerospace & Defense,163.8,50.5,-0.3,-11.6,-17.1,-18.1,-25.8,-27.5,-18.4,18.5,42.7,163.8,343.7,-21.8,1.2,518.1,237.3,303.2,91.0,92.0,40.89,119.49,-11,77.60000000000002,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
64,STX,Data Storage Devices,1409.7,100.0,0.4,61.7,69.7,118.5,262.0,460.1,611.2,728.2,941.6,1409.7,1409.0,-36.7,1.3,309.4,21.5,1549.1,7.0,8.0,24.78,121.78,1,1.6000000000000014,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
65,PGR,Property & Casualty Insurance,149.0,48.3,-2.0,-6.9,-9.0,-3.3,-14.6,-20.8,-13.2,11.0,34.3,149.0,319.6,-10.0,1.4,437.7,220.5,288.4,97.0,100.0,40.89,124.09,-8,25.5,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
66,MU,Semiconductors,1065.8,100.0,0.0,37.4,30.1,71.7,226.5,320.2,402.0,505.6,617.5,1065.8,1065.6,-25.2,1.6,295.2,25.4,1205.2,14.0,14.0,27.33,125.13,-2,-1.4000000000000021,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
67,ASML,Semi-Conductors,339.7,85.5,-4.3,-5.1,-5.2,11.0,40.9,46.8,42.8,46.8,103.6,339.7,397.4,-5.8,1.8,220.9,52.9,479.0,53.0,53.0,24.86,125.26,4,6.199999999999996,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH
68,ETN,Electrical Equipment,206.7,91.3,-1.0,6.4,10.5,14.0,9.9,7.5,15.8,58.0,118.9,206.7,227.3,-11.6,1.2,173.9,46.9,346.1,76.0,80.0,8.89,125.49,-5,-8.5,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
69,OKE,Oil & Gas Midstream,140.9,57.2,2.5,-6.6,3.0,13.1,8.3,-6.3,-6.5,8.4,69.6,140.9,292.4,-60.3,1.4,231.7,124.0,280.3,101.0,104.0,23.89,126.49,45,-33.099999999999994,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
70,MCK,Healthcare Distribution,175.3,66.8,-3.3,-16.7,-15.1,-11.4,-7.7,1.5,7.9,53.9,133.1,175.3,285.1,-46.0,1.1,278.2,80.2,314.7,88.0,89.0,24.02,127.22,-8,20.200000000000003,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
71,ORCL,Software,48.6,19.5,-1.4,8.3,7.2,-9.1,-20.8,-16.6,-13.2,8.0,29.3,48.6,346.0,-22.8,1.7,615.6,386.5,188.0,157.0,162.0,31.78,129.18,-1,62.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
72,COST,Hypermarkets & Super Centers,126.3,64.5,-1.4,-8.5,-3.3,2.2,-5.2,-9.5,-1.7,14.2,41.2,126.3,205.0,-17.8,1.3,224.6,88.6,265.7,106.0,109.0,20.0,129.4,-6,0.7999999999999972,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
73,CEG,Electric Utilities,116.5,43.4,-4.0,0.1,-1.9,-11.4,-13.9,-2.3,38.6,,,116.5,236.9,0.0,1.3,351.5,170.4,168.5,175.0,112.0,23.57,130.17,8,-11.299999999999983,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
74,IBKR,Capital Markets,310.8,95.9,6.1,8.5,6.7,11.6,18.6,54.4,108.8,187.3,254.8,310.8,286.7,-46.8,1.2,196.8,26.7,450.2,56.0,56.0,13.33,131.93,1,3.599999999999998,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
75,MELI,Internet Retail,149.4,28.4,-0.1,-2.4,-6.7,-12.8,-26.7,-28.1,-30.0,-25.4,-21.7,149.4,549.4,-11.6,1.3,892.8,594.6,288.8,95.0,98.0,65.61,132.21,-2,33.200000000000045,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
76,GWW,Industrial Distribution,138.4,65.8,-1.1,-6.3,-2.8,4.6,0.5,-7.2,-9.4,19.0,64.8,138.4,230.8,-40.3,1.2,209.2,91.0,277.8,103.0,106.0,26.44,135.44,-2,8.400000000000006,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
77,FTNT,Cybersecurity Software,227.5,50.4,1.3,-3.7,0.9,-0.2,-13.2,-15.8,-21.0,-25.8,22.6,227.5,471.6,-20.2,1.3,595.8,285.9,366.9,69.0,73.0,69.89,137.29,-1,-39.80000000000001,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
78,DECK,Footwear & Accessories,146.2,23.1,-4.3,-10.0,-16.2,-5.9,-15.0,-40.8,-49.1,-33.7,-5.4,146.2,734.1,-30.0,1.6,1067.4,1250.5,285.5,99.0,102.0,75.89,138.29,-9,352.20000000000005,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
79,SYM,Industrial Machinery,158.2,35.8,-1.6,-2.6,1.4,-12.1,15.1,53.6,28.6,153.6,,158.2,420.8,-29.7,1.7,296.2,126.3,215.3,134.0,94.0,35.15,138.75,-1,28.099999999999994,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
80,CIEN,Communications Equipment,1142.9,100.0,0.0,18.8,58.5,105.8,294.7,523.9,672.0,730.5,794.6,1142.9,1142.8,-63.2,1.4,244.0,7.2,1282.2,12.0,12.0,27.33,139.33,5,1.6000000000000005,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
81,CTAS,Commercial Services,66.2,30.2,-6.1,-11.4,-15.6,-14.5,-26.1,-32.9,-33.2,-22.7,-10.1,66.2,229.6,-4.0,1.3,515.0,369.2,205.6,139.0,144.0,46.44,139.64,-4,122.6,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
82,GOOG,Internet Content & Information,266.6,99.6,4.9,19.9,15.7,18.2,51.3,70.8,89.5,111.6,163.7,266.6,268.1,-10.8,1.3,111.5,14.6,406.0,60.0,62.0,4.44,140.24,2,-1.9000000000000004,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
83,CASY,Retail Specialty Group,272.4,100.0,0.0,3.4,18.0,33.1,42.9,66.6,97.2,153.0,193.6,272.4,272.1,-38.6,1.1,123.7,16.9,411.7,59.0,60.0,8.89,140.49,4,-1.6000000000000014,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
84,NFLX,Broadcasting & Cable TV,78.3,43.6,-1.2,-13.6,-5.6,-11.6,-26.2,-17.2,1.2,35.1,18.0,78.3,279.9,-76.6,1.3,375.7,156.4,217.7,132.0,138.0,38.29,142.29,-5,35.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
85,MRVL,Semiconductors,391.2,97.5,-0.8,44.7,82.2,80.3,102.0,93.4,103.6,115.8,173.8,391.2,353.9,-14.2,2.2,96.7,25.0,530.5,51.0,52.0,15.89,142.29,1,-1.6000000000000014,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
