Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Divergence_Rank,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source
192,ROST,Apparel Retail,2.6,66.1,3.8,-11.4,-4.0,5.5,18.9,19.5,17.2,23.9,8.5,2.6,37.2,-63.8,2.3,-39.6,-149.52301849559967,149.2,195.0,202.0,22.92,282.22,29,-149.4739842896516,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,195.0,202.0,22.92,151.0,0.0,0.0,25.0,0.0,282.22,,,,,,
193,PKG,Packaging & Containers,7.4,32.8,0.6,-8.6,-10.3,-6.3,-8.4,-14.8,-13.5,-7.0,2.3,7.4,85.1,-30.1,1.3,86.5,133.03901879529903,154.1,190.0,197.0,84.22,282.32,4,132.9976508198193,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,190.0,197.0,84.22,302.0,4.0,0.0,25.0,0.0,282.32,,,,,,
194,ETH-USD,Cryptocurrency,183.4,15.7,-0.9,-11.4,-9.7,-23.6,-34.5,-46.3,-53.7,-67.7,112.5,183.4,1484.0,-71.9,1.6,2348.5,24.804290153044146,295.7,93.0,87.0,74.52,284.07,-112,-251.4478693075562,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,93.0,87.0,74.52,466.0,40.0,0.0,25.0,0.0,284.07,,,,,,
195,RTX,Aerospace & Defense,1.3,46.0,4.2,-12.4,-16.5,-13.3,-6.7,9.0,22.5,25.3,26.5,1.3,73.4,-59.3,1.2,30.8,-398.50671264997067,148.0,197.0,204.0,36.77,286.02,19,-396.6964186078815,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,197.0,204.0,36.77,368.0,20.0,0.0,-2.0,0.0,286.02,,,,,,
196,CFG,Banks - Regional,-15.3,47.7,4.9,-7.7,-6.5,-0.7,9.0,18.5,36.4,17.6,14.7,-15.3,47.4,-71.4,1.7,0.0,-5000.0,131.4,217.0,228.0,55.93,287.73,15,-4999.999999998835,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,217.0,228.0,55.93,189.0,4.0,0.0,-2.0,0.0,287.73,,,,,,
197,RCL,Travel Services,56.1,50.2,-0.4,-13.0,-19.4,-17.3,-23.4,-6.8,26.7,111.5,112.0,56.1,219.6,-108.0,1.3,233.4,49.72996779223346,202.8,140.0,147.0,34.71,288.31,-70,48.19760170835459,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,140.0,147.0,34.71,454.0,58.0,0.0,25.0,0.0,288.31,,,,,,
198,DVN,Oil & Gas E&P,25.6,32.1,-3.8,-13.1,-3.3,9.3,17.5,6.0,-13.7,-21.3,78.5,25.6,286.9,-103.1,1.4,-20.4,0.0005253186111892328,172.3,175.0,182.0,84.21,288.51,51,-17.733439838369616,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,175.0,182.0,84.21,147.0,0.0,0.0,0.0,0.0,288.51,,,,,,
199,ALNY,Biotechnology,8.6,24.3,3.9,-11.8,-15.0,-25.7,-30.2,-17.7,-12.6,-14.8,-6.9,8.6,206.0,-54.2,1.4,360.6,282.7138085308766,155.3,188.0,195.0,50.89,288.69,-33,282.68261980275446,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,188.0,195.0,50.89,480.0,58.0,0.0,-2.0,0.0,288.69,,,,,,
200,Q,Technology,43.1,100.0,6.1,43.7,45.6,,,,,,,43.1,46.3,-16.0,1.7,5.3,5.3,43.4,421.0,159.0,17.5,288.75,-26,0.0,,,,,,,,,421.0,159.0,17.5,54.0,0.0,71.0,0.0,0.0,288.75,32914402622.22,32.914,297.0,large,equity,data_raw
201,ATO,Natural Gas Utilities,-4.5,50.4,0.1,-13.3,-10.1,-7.8,-8.5,-3.9,-2.4,2.9,-3.2,-4.5,44.9,-54.0,1.3,0.0,2.764837116167859,142.2,203.0,211.0,59.78,288.98,-6,2.764816141631788,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,203.0,211.0,59.78,331.0,4.0,0.0,25.0,0.0,288.98,,,,,,
202,CSX,Industrials,-2.0,36.6,0.0,-1.9,2.7,10.6,17.2,15.2,4.4,-9.4,-19.7,-2.0,65.1,-59.9,2.7,0.0,-55.7,144.7,200.0,208.0,99.61,291.06,147,4944.3,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,200.0,208.0,99.61,111.0,0.0,0.0,0.0,0.0,291.06,,,,,,
203,FOXA,Entertainment,-6.8,39.3,-3.6,-2.5,-4.3,-8.5,-7.2,6.0,16.9,9.5,-4.4,-6.8,10.2,-73.0,1.4,0.0,-0.014164438693927799,85.6,300.0,215.0,65.82,293.82,131,4999.985835561306,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,300.0,215.0,65.82,244.0,0.0,0.0,0.0,0.0,293.82,,,,,,
204,NI,"Electric, Gas and Multi-Utilities",-23.3,53.5,6.4,-7.7,-5.4,-1.1,-1.4,5.7,13.1,15.8,5.9,-23.3,17.0,-68.5,1.3,0.0,-5000.0,123.4,231.0,246.0,49.14,294.24,50,-4980.4399124923575,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,231.0,246.0,49.14,217.0,4.0,0.0,0.0,0.0,294.24,,,,,,
205,DDOG,Software-Infrastructure,57.2,46.9,4.2,61.2,67.5,53.5,51.0,47.2,46.3,34.5,,57.2,147.3,-87.1,1.8,-84.7,-5000.0,141.8,204.0,146.0,61.59,294.74,167,-4980.817542123011,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,204.0,146.0,61.59,19.0,0.0,11.0,0.0,0.0,294.74,,,,,,
206,EOG,Oil & Gas E&P,-30.6,38.8,-1.0,-7.6,2.1,13.1,11.3,0.9,-10.8,-9.5,21.6,-30.6,74.9,-96.5,1.5,0.0,-2.4196454201849646,116.1,246.0,263.0,85.65,295.0,172,4997.580354579815,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,246.0,263.0,85.65,127.0,0.0,0.0,0.0,0.0,295.0,,,,,,
207,CEG,Electric Utilities,92.7,32.3,6.3,-10.6,-12.0,-19.8,-23.3,-14.3,21.1,,,92.7,236.9,0.0,1.3,457.5,395.7902464495884,149.4,194.0,124.0,29.66,295.06,-66,395.79024644943394,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,194.0,124.0,29.66,424.0,58.0,26.0,25.0,0.0,295.06,,,,,,
208,CHRW,Trucking,2.2,65.4,13.4,-5.1,-9.6,-3.6,20.7,42.3,50.0,38.3,29.2,2.2,52.0,-90.7,1.7,-45.6,-5000.0,148.9,196.0,203.0,43.07,296.17,-6,-4999.9999999992015,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,196.0,203.0,43.07,164.0,4.0,0.0,-4.0,0.0,296.17,,,,,,
209,NXPI,Semiconductors,-0.2,55.2,4.2,19.0,21.7,27.4,25.4,12.0,1.8,-6.1,1.8,-0.2,56.6,-69.4,1.7,-65.5,-581.6511268965827,146.5,198.0,206.0,72.08,297.58,38,-581.4093605310799,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,198.0,206.0,72.08,52.0,0.0,0.0,0.0,0.0,297.58,,,,,,
210,TRV,Property & Casualty Insurance,-14.1,48.5,6.0,-4.9,-4.5,-2.6,-4.3,-2.5,-0.6,2.3,3.8,-14.1,23.6,-48.7,1.4,0.0,-61.744193901593036,132.6,215.0,226.0,88.7,298.25,80,-60.35645674572768,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,215.0,226.0,88.7,220.0,0.0,0.0,-6.0,0.0,298.25,,,,,,
211,DHI,Residential Construction,28.2,22.3,6.8,-8.0,-11.1,-11.8,-15.2,-25.8,-34.5,-26.1,-12.5,28.2,205.9,-22.5,1.4,290.6,427.8362961004844,174.9,169.0,177.0,80.35,298.25,-20,427.83629605919583,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,169.0,177.0,80.35,355.0,40.0,0.0,25.0,0.0,298.25,,,,,,
212,V,Transaction Processing,-34.0,7.3,2.2,-2.3,-3.4,-7.0,-16.1,-18.9,-24.4,-28.3,-43.0,-34.0,57.3,-40.9,2.1,0.0,258.55447772724784,112.7,254.0,272.0,94.77,300.02,-18,35.55989439391439,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,254.0,272.0,94.77,273.0,10.0,0.0,0.0,0.0,300.02,,,,,,
213,BLDR,Building Materials,28.0,7.9,1.4,-13.8,-26.9,-33.5,-46.4,-66.5,-83.4,-79.0,-39.0,28.0,761.1,-34.7,1.4,3004.4,4218.353008073436,174.7,170.0,178.0,80.38,302.13,-43,4218.119925601217,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,170.0,178.0,80.38,547.0,58.0,0.0,-2.0,0.0,302.13,,,,,,
214,IRDM,Satellite Communications,3.2,38.7,5.6,29.8,66.0,102.9,89.5,61.1,23.9,-16.0,-33.7,3.2,235.3,-142.6,3.7,-209.1,-5000.0,149.9,193.0,201.0,80.0,304.0,122,0.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,193.0,201.0,80.0,15.0,0.0,0.0,-6.0,0.0,304.0,,,,,,
215,PFG,Diversified Financial Services,-19.6,28.4,4.7,0.9,1.2,6.3,9.6,3.8,-4.6,-13.7,-4.0,-19.6,75.3,-56.6,1.7,0.0,-5000.0,127.1,224.0,238.0,84.55,304.0,88,-4996.489399703022,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,224.0,238.0,84.55,135.0,0.0,0.0,-6.0,0.0,304.0,,,,,,
216,XRP-USD,Cryptocurrency,74.8,13.9,-1.5,-8.2,-12.1,-26.0,-44.9,-5.4,20.5,32.5,90.8,74.8,898.4,-75.3,1.5,2120.8,0.6702228206807207,187.1,154.0,134.0,38.11,304.56,-172,-1095.8511791511503,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,154.0,134.0,38.11,497.0,58.0,0.0,25.0,0.0,304.56,,,,,,
217,TTWO,Electronic Gaming & Multimedia,-22.6,16.7,-3.1,6.9,4.8,-3.9,-11.4,-2.9,-4.6,-10.3,-33.0,-22.6,120.1,-50.9,1.4,0.0,-10.470948954930439,124.1,230.0,245.0,81.56,304.56,105,1142.4244866017305,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,230.0,245.0,81.56,182.0,10.0,0.0,0.0,0.0,304.56,,,,,,
218,DXCM,Healthcare,-66.3,7.4,4.9,8.0,-0.8,2.0,-11.4,-28.4,-54.5,-82.2,-99.4,-66.3,399.3,-102.9,1.9,0.0,5000.0,80.4,317.0,340.0,104.06,305.26,26,2650.5,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,317.0,340.0,104.06,181.0,10.0,0.0,-2.0,0.0,305.26,,,,,,
219,MCHP,Semiconductors,-33.1,43.0,-4.5,9.9,11.6,25.6,28.8,16.0,-6.0,-23.0,-30.3,-33.1,64.3,-105.7,1.7,0.0,-0.08252259719472076,113.6,251.0,268.0,81.14,305.59,27,-0.04757790074003856,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,251.0,268.0,81.14,62.0,0.0,0.0,25.0,0.0,305.59,,,,,,
220,AZO,Auto Parts,32.2,41.6,4.2,-10.2,-12.9,-13.9,-22.9,-24.2,-29.6,-24.4,-4.9,32.2,146.3,-48.7,1.3,226.4,223.55217408581478,178.9,166.0,174.0,75.89,306.14,-38,223.55217399905234,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,166.0,174.0,75.89,407.0,40.0,0.0,25.0,0.0,306.14,,,,,,
221,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,226.0,205.0,71.04,306.29,116,0.0,,,,,,,,,226.0,205.0,71.04,163.0,0.0,0.0,0.0,0.0,306.29,1600156336128.0,1600.156,,etf,etf,data_raw
222,UNH,Managed Healthcare,-78.3,14.4,-2.5,13.4,19.3,14.3,9.3,-24.2,-45.5,-67.5,-75.9,-78.3,128.7,-112.7,1.7,0.0,4.2201804925852295,68.4,351.0,371.0,76.62,306.37,2,-37.59133164492315,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,351.0,371.0,76.62,76.0,0.0,0.0,0.0,0.0,306.37,,,,,,
223,ISRG,Health Care Equipment,-2.7,5.8,5.4,-12.8,-16.6,-22.4,-27.3,-34.9,-35.6,-32.5,-35.2,-2.7,156.3,-12.3,1.6,0.0,2353.591109501678,144.0,202.0,210.0,62.89,306.59,-24,2353.5909684521885,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,202.0,210.0,62.89,468.0,58.0,0.0,-2.0,0.0,306.59,,,,,,
224,DE,Agricultural & Construction Machinery,58.6,39.5,-10.8,-15.6,-15.4,-6.4,-8.7,-5.8,-12.9,-23.2,-0.8,58.6,162.8,-9.5,1.3,208.2,9.795210766280971e-08,205.3,138.0,144.0,104.49,307.64,-69,-0.19721854376633333,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,144.0,104.49,353.0,4.0,0.0,25.0,0.0,307.64,,,,,,
225,SPG,Retail REITs,-43.9,49.2,3.5,-3.1,-3.5,-0.2,1.5,0.4,6.8,11.6,19.9,-43.9,9.3,-94.0,1.2,0.0,-316.8413721337103,102.8,275.0,295.0,67.45,308.5,80,-310.4297746653394,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,275.0,295.0,67.45,186.0,0.0,0.0,-2.0,0.0,308.5,,,,,,
226,DAL,Industrials,-65.7,31.0,10.3,2.6,4.9,7.2,17.3,15.8,18.8,18.3,-5.0,-65.7,13.2,-100.5,1.7,0.0,-5000.0,81.0,316.0,339.0,50.67,309.12,33,-4999.999999635973,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,316.0,339.0,50.67,107.0,0.0,0.0,-6.0,0.0,309.12,,,,,,
227,AME,Electronic Instruments & Controls,4.4,38.2,-9.7,-8.8,-10.0,-4.8,-1.2,-2.8,-10.2,-12.4,-12.5,4.4,46.1,-21.9,2.0,17.5,8.238038247723564e-11,151.1,192.0,200.0,87.73,309.28,-21,-1.5669241180836816e-07,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,192.0,200.0,87.73,255.0,4.0,0.0,25.0,0.0,309.28,,,,,,
228,AXP,Consumer Finance,35.5,41.7,-3.1,-8.4,-11.0,-16.3,-17.1,-15.4,-4.5,3.2,16.0,35.5,125.3,-28.1,1.2,190.8,0.002725568987086006,182.2,161.0,170.0,38.33,309.83,-72,0.0026830470532885732,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,161.0,170.0,38.33,385.0,58.0,0.0,25.0,0.0,309.83,,,,,,
229,WM,Waste Management,-22.5,8.3,-3.7,-13.5,-12.9,-9.2,-15.7,-20.7,-24.7,-28.5,-30.6,-22.5,60.4,-29.6,1.7,0.0,133.38769186106478,124.2,229.0,244.0,94.54,311.54,-49,-148.30456979532917,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,229.0,244.0,94.54,373.0,14.0,0.0,0.0,0.0,311.54,,,,,,
230,FOX,Broadcasting & Cable TV,-16.1,34.3,-2.4,-3.1,-5.3,-9.0,-8.6,2.6,12.6,4.4,-13.5,-16.1,4.0,-76.2,1.3,0.0,-0.19095105915403116,76.3,329.0,232.0,66.05,311.7,113,4999.809048940846,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,329.0,232.0,66.05,260.0,4.0,0.0,0.0,0.0,311.7,,,,,,
231,UNP,Railroads,-32.6,25.0,-4.6,-3.8,-2.1,3.4,3.2,-4.0,-13.4,-25.9,-36.7,-32.6,54.8,-61.2,2.2,0.0,-11.058957657180045,114.1,250.0,267.0,91.94,312.49,85,45.97616834509834,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,250.0,267.0,91.94,167.0,0.0,0.0,0.0,0.0,312.49,,,,,,
232,IVZ,Asset Management,-49.2,49.7,-2.0,-0.6,-3.0,-0.0,19.3,34.8,36.7,15.9,17.3,-49.2,8.3,-104.9,1.8,0.0,-2.469642118435476,97.5,280.0,302.0,59.63,313.03,35,-0.9457928437847833,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,280.0,302.0,59.63,144.0,0.0,0.0,25.0,0.0,313.03,,,,,,
233,NSC,Industrials,-25.1,24.7,-3.9,-3.3,-3.0,-0.6,1.4,4.1,-1.0,-18.5,-32.3,-25.1,59.6,-52.6,1.4,0.0,-0.3774814010836894,121.6,236.0,252.0,101.54,313.39,90,460.4454432976474,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,236.0,252.0,101.54,187.0,0.0,0.0,0.0,0.0,313.39,,,,,,
234,AKAM,Technology,-64.3,40.7,-3.6,25.3,33.6,47.9,56.6,39.6,17.4,-7.4,-36.5,-64.3,51.4,-142.9,2.4,0.0,-0.00034197203455500015,82.4,311.0,333.0,93.83,314.28,146,4999.999658027966,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,311.0,333.0,93.83,30.0,0.0,0.0,0.0,0.0,314.28,,,,,,
235,EXPD,Air Freight & Logistics,-35.1,32.5,0.9,-0.4,-2.5,0.7,7.2,3.3,-9.1,-22.7,-29.4,-35.1,44.4,-72.8,2.0,0.0,-727.032325519019,111.6,259.0,276.0,80.3,314.55,41,-727.0323186476649,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,259.0,276.0,80.3,158.0,0.0,0.0,0.0,0.0,314.55,,,,,,
236,AMP,Asset Management,61.3,35.3,-6.1,-8.4,-12.7,-12.3,-21.0,-29.5,-31.6,-25.2,10.5,61.3,218.6,-24.3,1.3,368.0,5.230834879855798e-07,208.0,134.0,140.0,75.33,315.58,-125,-360.08030885437165,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,134.0,140.0,75.33,395.0,40.0,0.0,25.0,0.0,315.58,,,,,,
237,CME,Financial Data & Stock Exchanges,-12.1,32.0,-8.1,-9.5,-11.0,-7.1,-10.6,-1.5,-1.8,-5.7,-18.1,-12.1,63.1,-47.0,1.4,0.0,-8.741121844864276e-09,134.6,211.0,222.0,87.84,316.99,80,4999.999999991259,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,211.0,222.0,87.84,328.0,14.0,0.0,0.0,0.0,316.99,,,,,,
238,0138Y0.KS,Korea ETF (My Portfolio),5.4,58.9,-9.0,6.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,10.0,-1.2,1.9,4.3,1.1884457075437794e-129,7.3,488.0,198.0,64.96,317.16,23,-2.7859490637598576e-50,,,,,,,,,488.0,198.0,64.96,154.0,0.0,0.0,0.0,0.0,317.16,323.0,0.0,,etf,etf,data_raw
239,ALB,Specialty Chemicals,-60.3,25.5,-3.7,-16.8,-13.3,7.2,68.2,65.6,28.4,-24.8,-23.6,-60.3,194.3,-146.7,2.6,0.0,-0.0001240608167986837,86.4,299.0,323.0,65.46,317.56,-3,-0.00012330819110495703,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,299.0,323.0,65.46,85.0,4.0,0.0,25.0,0.0,317.56,,,,,,
240,PLD,Industrial REITs,-29.3,18.2,2.9,-2.8,-2.2,1.0,7.0,1.7,-11.8,-30.9,-40.2,-29.3,112.7,-60.3,1.8,0.0,-3222.0288633425284,117.4,242.0,259.0,85.61,319.31,62,-3220.348425056108,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,242.0,259.0,85.61,160.0,0.0,0.0,0.0,0.0,319.31,,,,,,
241,APA,Oil & Gas E&P,-71.8,32.0,-2.2,-14.1,6.9,26.0,52.0,40.3,11.1,-10.0,7.8,-71.8,62.8,-136.0,2.9,0.0,-0.045671062216384756,74.9,332.0,356.0,83.33,320.88,158,4999.954328937783,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,332.0,356.0,83.33,65.0,0.0,0.0,0.0,0.0,320.88,,,,,,
242,VRSN,Technology,-50.7,25.5,2.4,8.9,15.4,15.7,3.8,13.8,2.1,-15.6,-42.4,-50.7,78.8,-94.3,1.7,0.0,-290.37732926842364,96.0,283.0,306.0,89.01,321.01,114,-89.97735735920824,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,283.0,306.0,89.01,87.0,0.0,0.0,0.0,0.0,321.01,,,,,,
243,GM,Automobiles,-26.3,47.3,4.7,-5.8,-9.3,-7.3,8.7,19.8,32.7,18.6,9.6,-26.3,32.7,-83.2,1.9,0.0,-5000.0,120.4,238.0,255.0,48.93,321.98,-28,-4999.999248659761,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,238.0,255.0,48.93,213.0,4.0,0.0,25.0,0.0,321.98,,,,,,
244,NEE,Electric Utilities,-23.4,22.9,-8.0,-13.6,-10.8,-4.9,1.9,-0.4,-3.0,-22.2,-36.7,-23.4,77.1,-52.8,2.0,0.0,-0.004909700855813556,123.3,232.0,247.0,74.73,323.28,42,1459.9428015960734,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,232.0,247.0,74.73,261.0,4.0,0.0,25.0,0.0,323.28,,,,,,
245,MA,Data Processing & Outsourced Services,-23.4,4.7,0.9,-7.0,-10.0,-13.8,-22.8,-27.7,-34.2,-38.7,-52.9,-23.4,99.1,-29.4,1.7,0.0,3411.898303229491,123.3,232.0,247.0,113.45,323.4,-61,1293.4524478679978,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,232.0,247.0,113.45,389.0,22.0,0.0,-2.0,0.0,323.4,,,,,,
246,ADM,Farm Products,-66.7,21.0,-3.8,-2.8,1.7,10.3,17.1,14.6,-7.0,-34.4,-39.5,-66.7,93.3,-108.6,1.7,0.0,-3.562873365123031e-05,80.0,320.0,344.0,87.52,324.17,138,4999.999964371266,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,320.0,344.0,87.52,115.0,0.0,0.0,0.0,0.0,324.17,,,,,,
247,DD,Specialty Chemicals,-59.0,37.2,-8.0,-6.2,-6.4,3.4,21.4,19.0,14.9,9.1,-0.3,-59.0,17.9,-103.7,2.5,0.0,-1.2035782774899589e-06,87.7,297.0,321.0,65.18,324.38,47,60.592036945701444,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,297.0,321.0,65.18,149.0,4.0,0.0,25.0,0.0,324.38,,,,,,
248,EVRG,Utilities,-43.3,35.3,6.7,-6.7,-5.0,-1.4,1.0,10.6,13.9,1.7,-14.1,-43.3,19.6,-76.9,1.5,0.0,-5000.0,103.4,274.0,294.0,70.49,324.59,58,-4995.683463027755,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,274.0,294.0,70.49,208.0,0.0,0.0,-6.0,0.0,324.59,,,,,,
249,UAL,Industrials,-66.9,33.7,7.0,-2.0,-7.1,-8.9,-6.0,8.4,22.7,26.7,2.4,-66.9,37.9,-119.5,1.3,0.0,-985.0642996136231,79.8,321.0,345.0,44.31,324.91,51,-971.7208164161899,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,321.0,345.0,44.31,253.0,4.0,0.0,-2.0,0.0,324.91,,,,,,
250,KR,Grocery Stores,-21.3,27.1,2.0,-11.2,-7.7,-5.4,-12.4,-10.3,-10.8,-12.3,-1.7,-21.3,65.1,-52.7,1.5,0.0,0.5016678660059815,125.4,228.0,243.0,98.72,326.12,-15,0.35997760360646824,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,228.0,243.0,98.72,312.0,14.0,0.0,0.0,0.0,326.12,,,,,,
251,TMUS,Telecommunication Services,-20.4,4.8,3.4,-12.8,-13.7,-14.3,-26.1,-31.4,-30.7,-32.3,-34.3,-20.4,136.2,-27.7,1.9,0.0,5000.0,126.3,227.0,240.0,101.37,326.82,-53,4906.969025162707,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,227.0,240.0,101.37,426.0,40.0,0.0,-2.0,0.0,326.82,,,,,,
252,CVX,Oil & Gas Integrated,-34.2,23.7,-0.9,-9.7,-6.2,3.0,6.7,2.8,-8.5,-13.8,-8.7,-34.2,68.2,-65.3,1.9,0.0,-5.363596342053628,112.5,257.0,275.0,97.88,326.93,140,4994.636403657946,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,257.0,275.0,97.88,188.0,4.0,0.0,0.0,0.0,326.93,,,,,,
253,KO,Soft Drinks,-41.5,28.0,-0.5,-3.2,-2.4,2.5,1.1,0.9,-3.2,-11.6,-21.2,-41.5,15.3,-63.0,1.8,0.0,-33.899115096688995,105.2,269.0,288.0,93.35,327.15,137,4966.100884903311,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,269.0,288.0,93.35,173.0,0.0,0.0,0.0,0.0,327.15,,,,,,
254,CTRA,Oil & Gas E&P,-54.0,32.0,-13.8,-12.9,-4.9,5.7,10.2,3.8,-8.9,-8.1,-5.7,-54.0,47.1,-103.3,1.6,0.0,-4.87346607157281e-194,89.7,293.0,314.0,97.55,327.2,35,2.1973641347917603e-74,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,293.0,314.0,97.55,168.0,0.0,0.0,0.0,0.0,327.2,24724652557.46,24.725,359.0,other,equity,data_raw
255,AJG,Insurance Brokers,-16.5,6.8,2.9,-10.4,-15.6,-20.1,-35.8,-47.4,-56.5,-57.5,-49.7,-16.5,215.4,-33.0,1.9,0.0,5000.0,130.2,220.0,233.0,81.15,329.25,-97,0.0,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,220.0,233.0,81.15,478.0,58.0,0.0,-2.0,0.0,329.25,,,,,,
256,SNA,Tools & Accessories,-18.8,32.6,2.8,-10.6,-10.6,-6.5,-6.0,-7.8,-13.2,-8.3,1.3,-18.8,29.6,-41.8,1.4,0.0,0.8328148597120675,127.9,222.0,236.0,93.67,329.82,-24,0.8324828434841743,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,222.0,236.0,93.67,299.0,4.0,0.0,25.0,0.0,329.82,,,,,,
