Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
112,IVZ,Financials,-43.2,55.0,-4.7,5.8,21.9,25.6,55.3,59.9,25.1,14.1,66.9,-43.2,9.7,-107.9,2.4,0.0,-60.8,84.3,104.0,109.0,101.0,118.0,75,185.0,1,50.3
113,GM,Consumer Cyclical,-5.5,65.4,-3.8,-4.7,13.3,39.6,30.2,85.7,55.6,-13.9,-10.1,-5.5,33.8,-79.8,1.8,0.0,-31.1,122.1,77.0,85.0,101.0,108.0,90,185.8,-34,-5.800000000000001
114,ARM,Theme (User Picks),-52.9,5.5,5.5,4.0,-34.3,-40.1,-52.0,-68.2,-52.9,-52.9,-52.9,-52.9,143.6,-64.4,2.7,0.0,559.1,11.3,138.0,116.0,101.0,13.0,110,186.2,-2,-563.8000000000001
115,160580.KS,Korea ETF (My Portfolio),-26.3,41.8,-5.2,5.6,18.1,20.3,22.3,16.6,-15.8,13.3,-2.2,-26.3,33.9,-69.6,2.4,0.0,-34.8,100.1,94.0,101.0,101.0,111.0,83,186.6,-40,-19.9
116,PG,Consumer Defensive,-79.2,8.1,3.6,2.9,-2.4,-12.5,-24.5,-39.4,-54.0,-48.0,-71.2,-79.2,38.0,-89.5,2.2,0.0,-153.7,48.4,124.0,127.0,101.0,125.0,70,190.4,-24,-154.1
117,CVX,Energy,-49.4,16.1,1.2,11.0,5.4,3.3,-0.5,-12.3,-61.6,35.5,-36.2,-49.4,57.7,-70.0,1.8,0.0,-55.0,77.0,111.0,113.5,101.0,116.0,79,190.5,-32,-113.9
118,SLB,Energy,-87.7,28.6,5.6,28.7,35.7,35.5,11.8,-30.3,-64.8,75.7,15.5,-87.7,17.8,-129.9,2.5,0.0,-102.1,38.7,128.0,131.0,101.0,121.0,71,191.4,-18,-59.099999999999994
119,ONDO-USD,Coin,-101.3,0.0,-0.7,-8.9,-56.5,-79.4,-92.8,-95.2,-101.3,-101.3,-101.3,-101.3,288.4,-101.3,2.5,0.0,8391.0,-42.5,144.0,138.0,101.0,4.0,115,193.2,-4,1729.1999999999998
120,EL,Consumer Defensive,-135.6,9.3,0.2,7.8,16.7,21.5,40.4,-29.2,-105.2,-100.3,-127.6,-135.6,92.8,-159.1,1.8,0.0,-712.4,-8.0,142.0,144.0,101.0,138.0,61,193.6,8,51.0
121,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,145.0,128.0,101.0,18.0,112,194.0,-4,133.0
122,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,118.0,94.0,101.0,88.0,98,195.8,-36,-6.200000000000001
123,AEP,Utilities,-53.1,17.5,-3.1,1.6,-1.2,0.7,10.8,19.4,-24.6,-3.5,-53.6,-53.1,31.5,-71.1,1.8,0.0,-185.7,73.3,113.0,117.0,101.0,128.0,81,198.4,-19,-61.599999999999994
124,HAL,Energy,-89.9,25.3,3.4,20.7,23.7,50.0,17.2,-31.6,-69.0,38.3,-14.8,-89.9,35.7,-132.5,2.9,0.0,-122.8,36.5,130.0,134.0,101.0,124.0,76,198.6,-68,-348.5
125,ABT,Healthcare,-71.8,0.5,0.5,-13.2,-15.5,-22.2,-29.9,-40.0,-64.1,-70.5,-93.2,-71.8,72.0,-72.5,2.3,0.0,-722.0,55.8,119.0,122.0,101.0,139.0,75,199.0,10,883.3
126,BAC,Financials,-17.5,28.1,-4.5,-7.7,-2.7,-0.2,-3.4,17.8,-11.7,0.6,-54.1,-17.5,50.3,-44.0,1.4,0.0,-54.7,110.1,88.0,96.0,101.0,115.0,97,200.0,-60,-48.2
127,JNJ,Healthcare,-49.4,39.9,1.8,6.3,16.0,26.1,34.2,9.0,-20.7,-19.8,-34.7,-49.4,13.4,-91.1,2.2,0.0,-65.6,78.2,109.0,113.5,101.0,119.0,88,200.3,-40,-26.999999999999993
128,ALGN,Healthcare,-144.0,4.5,-0.6,5.5,24.1,-24.8,-36.4,-68.1,-92.6,-121.2,-150.9,-144.0,242.5,-162.2,2.8,0.0,-951.5,-16.4,143.0,145.0,101.0,140.0,67,200.8,10,705.4000000000001
129,BA,Industrials,-98.7,13.3,0.0,14.4,11.0,-2.4,30.5,-9.8,-37.3,-21.7,-133.7,-98.7,117.0,-131.7,2.2,0.0,-464.8,28.9,132.0,136.0,101.0,136.0,74,202.2,-8,-172.2
130,ED,Utilities,-76.8,10.7,2.5,5.2,1.9,-4.5,6.3,-13.3,-40.8,7.0,-55.7,-76.8,25.1,-89.0,2.0,0.0,-323.3,49.6,123.0,126.0,101.0,134.0,79,202.6,-23,-78.30000000000001
131,DD,Basic Materials,-65.2,33.3,3.1,7.8,28.3,31.8,27.7,12.1,-10.3,-9.9,-36.5,-65.2,16.9,-106.1,2.1,0.0,-116.9,61.2,116.0,120.0,101.0,123.0,88,204.6,-4,89.29999999999998
132,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,106.0,110.0,101.0,113.0,97,205.6,0,0.0
133,INTC,Technology,-104.6,25.4,-6.9,17.0,6.8,99.2,107.7,-26.4,5.8,-56.9,-101.7,-104.6,39.4,-153.7,2.6,0.0,-239.9,22.9,135.0,140.0,101.0,131.0,78,205.6,-13,-77.9
134,DLTR,Consumer Defensive,-101.5,23.4,-8.3,0.8,21.7,1.3,58.2,-36.0,-72.2,-39.8,-86.3,-101.5,37.6,-144.1,1.9,0.0,-173.0,26.1,134.0,139.0,101.0,127.0,81,206.6,-56,-151.8
135,PEP,Consumer Defensive,-99.2,5.2,-0.6,1.1,-4.2,-2.9,-15.0,-43.2,-68.3,-48.9,-77.0,-99.2,22.3,-105.9,2.6,0.0,-508.4,28.4,133.0,137.0,101.0,137.0,80,209.0,-13,-242.09999999999997
136,VTR,Real Estate,-52.3,33.8,1.1,-1.8,8.3,7.5,20.2,32.6,6.6,30.0,-39.6,-52.3,20.5,-89.5,1.7,0.0,-109.1,74.1,112.0,115.0,101.0,122.0,95,209.4,-103,-105.6
137,EIX,Utilities,-107.8,10.2,-0.3,2.9,6.0,13.0,4.0,-33.2,-53.7,-25.0,-54.0,-107.8,13.6,-121.6,2.0,0.0,-429.4,18.6,136.0,141.0,101.0,135.0,81,210.6,-19,-250.99999999999997
138,WBD,Communication Services,-69.9,30.4,-0.7,-2.3,33.3,98.7,170.9,190.7,101.5,-46.9,-52.7,-69.9,140.0,-161.5,2.9,0.0,-258.2,57.7,117.0,121.0,101.0,132.0,90,210.6,-27,-114.69999999999999
139,HST,Real Estate,-89.1,17.0,2.1,4.0,12.7,9.0,3.9,-28.2,-37.5,1.5,-65.1,-89.1,15.8,-110.6,2.8,0.0,-258.9,37.3,129.0,133.0,101.0,133.0,86,211.8,-6,488.30000000000007
140,JKHY,Financials,-85.6,15.2,-3.6,-2.1,16.6,-2.9,-9.3,-26.7,-57.1,-42.8,-92.2,-85.6,56.3,-111.1,2.2,0.0,-214.1,41.9,126.0,130.0,101.0,130.0,92,215.4,-24,-90.89999999999999
141,SPCE,Theme (User Picks),-194.7,0.3,0.2,-12.5,-15.4,-19.4,49.0,-78.5,-128.3,-146.0,-200.1,-194.7,352.2,-196.2,2.9,0.0,-13547.6,-85.1,146.0,146.0,101.0,143.0,102,237.8,-1,-3353.3999999999996
142,DIS,Communication Services,-125.1,2.7,-0.2,-2.3,-0.6,-14.2,-12.0,-11.9,-45.9,-80.8,-105.5,-125.1,31.4,-129.5,2.1,0.0,-3045.3,2.5,141.0,143.0,101.0,142.0,105,238.8,-3,-1711.4
143,EH,Theme (User Picks),-85.3,0.8,-0.5,2.9,-24.8,-39.2,-27.6,-34.0,-67.5,-145.0,-85.3,-85.3,994.5,-93.7,1.9,0.0,-1888.5,8.2,139.0,129.0,101.0,141.0,110,240.2,-41,-1950.9
144,0138Y0.KS,Korea ETF (My Portfolio),5.2,98.5,20.7,0.6,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.3,-1.2,2.2,1.1,,6.8,140.0,75.0,68.0,,80,,0,0.0
145,491010.KS,Korea ETF (My Portfolio),10.6,58.3,13.1,12.1,0.9,10.0,6.2,10.6,10.6,10.6,10.6,10.6,31.3,-18.3,1.7,-3.5,,46.7,125.0,72.0,134.0,,70,,0,0.0
146,GEV,Industrials,102.6,69.5,-3.7,-0.1,6.7,-22.1,20.6,102.6,102.6,102.6,102.6,102.6,152.6,-11.5,1.3,92.5,,146.2,65.0,50.0,48.5,,78,,-4,
