Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,earliestYear
110,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,80.0,81.0,139.0,85.0,90,184.0,2,0.0,2016.0
111,PG,Consumer Defensive,-71.1,14.4,3.6,11.1,6.4,-6.5,-17.9,-31.8,-44.7,-37.0,-65.8,-71.1,38.0,-89.5,2.2,0.0,-82.8,55.7,120.0,125.0,102.5,125.0,67,186.5,3,39.60000000000001,
112,ALB,Basic Materials,-56.0,26.1,0.4,2.9,58.3,98.1,120.5,23.4,-90.2,-56.4,-8.8,-56.0,190.3,-143.2,2.9,0.0,-91.1,70.8,113.5,123.0,102.5,128.0,68,187.0,-2,-11.399999999999991,
113,160580.KS,Korea ETF (My Portfolio),-29.2,38.5,5.6,0.1,15.0,23.3,14.8,15.1,-15.9,10.2,-4.6,-29.2,34.1,-68.9,2.3,0.0,-39.8,97.6,95.0,102.0,102.5,117.0,83,189.7,-5,-8.699999999999996,
114,GM,Consumer Cyclical,-2.4,68.1,-8.3,-2.6,11.5,39.7,58.4,72.3,32.7,-19.2,-3.3,-2.4,33.8,-79.8,1.9,0.0,-28.7,124.4,83.0,85.0,102.5,114.0,90,189.7,-11,-6.399999999999999,
115,FOX,Communication Services,-30.1,54.3,-32.5,-14.6,-7.9,3.7,-4.4,64.0,4.1,28.3,-30.1,-30.1,6.3,-73.3,1.6,0.0,-33.8,75.7,108.0,103.0,102.5,116.0,81,190.1,-18,-21.799999999999997,
116,ARM,Theme (User Picks),-47.2,9.1,8.3,12.0,-21.9,-26.0,-46.3,-83.7,-47.2,-47.2,-47.2,-47.2,143.3,-66.3,2.5,0.0,315.1,19.3,139.0,118.0,102.5,24.0,110,191.5,-1,-2986.6,
117,ACHR,Theme (User Picks),-25.6,26.5,3.1,-16.1,-15.3,-35.0,-47.8,-12.2,101.2,-20.1,-25.6,-25.6,141.3,-85.9,1.7,0.0,-29.3,51.3,125.0,101.0,102.5,115.0,82,193.7,-1,3.400000000000002,
118,PEP,Consumer Defensive,-80.8,19.6,8.1,19.1,16.1,8.6,7.1,-27.2,-56.7,-31.3,-60.1,-80.8,22.3,-105.9,2.6,0.0,-113.5,46.0,126.5,130.0,102.5,131.0,71,195.2,10,118.5,
119,SLB,Energy,-84.5,30.1,5.1,12.0,36.3,50.3,14.6,-18.4,-59.0,60.5,20.3,-84.5,19.1,-129.1,2.3,0.0,-94.5,42.3,130.0,134.0,102.5,129.0,71,195.9,-1,20.5,
120,ONDO-USD,Coin,-115.1,0.0,-0.6,-37.2,-65.0,-86.8,-100.2,-106.1,-115.1,-115.1,-115.1,-115.1,288.4,-115.1,2.6,0.0,8194.6,-57.1,149.0,146.0,102.5,5.0,115,196.5,-1,-135.79999999999927,
121,ABT,Healthcare,-68.2,5.7,2.0,-11.6,-13.5,-23.9,-28.5,-34.4,-58.7,-72.9,-92.0,-68.2,72.0,-76.6,2.3,0.0,-128.1,58.6,118.0,124.0,102.5,132.0,75,196.7,1,50.20000000000002,
122,SUI-USD,Coin,-81.2,7.1,-0.2,-25.6,215.4,-78.2,-110.7,-75.9,-81.2,-81.2,-81.2,-81.2,293.4,-109.7,3.5,0.0,417.2,-65.1,150.0,131.0,102.5,20.0,112,196.7,-2,0.0,
123,463050.KS,Unknown,-12.9,63.9,-7.4,0.6,21.7,9.8,23.4,23.1,-12.9,-12.9,-12.9,-12.9,7.0,-48.1,1.9,0.0,-10.3,55.9,119.0,93.0,102.5,92.0,98,197.7,-2,0.0,2024.0
124,AEP,Utilities,-47.5,21.7,4.7,3.7,-3.1,-0.3,8.0,28.3,-14.6,6.9,-50.5,-47.5,31.5,-69.4,1.8,0.0,-137.0,79.3,107.0,119.0,102.5,133.0,79,197.9,2,15.400000000000006,
125,JNJ,Healthcare,-35.6,53.1,6.6,16.8,25.3,29.6,44.5,25.6,-3.1,-4.5,-21.3,-35.6,13.4,-91.1,2.1,0.0,-41.2,91.2,101.0,110.0,102.5,118.0,88,197.9,0,13.699999999999996,
126,EXPE,Consumer Cyclical,-33.3,51.2,-28.9,-20.1,-13.6,13.4,2.7,43.8,40.7,3.8,-10.4,-33.3,21.4,-90.7,2.1,0.0,-54.8,93.5,98.0,107.0,102.5,121.0,88,197.9,-21,-26.699999999999996,
127,JOBY,Theme (User Picks),-21.6,26.8,1.0,-30.3,-34.7,-49.2,15.1,38.2,83.9,-24.9,-21.6,-21.6,153.7,-85.8,1.7,0.0,-79.2,60.9,117.0,100.0,102.5,124.0,86,199.5,-3,2.5,
128,ALGN,Healthcare,-130.6,7.8,3.7,12.1,38.9,37.4,-17.1,-62.9,-95.1,-118.9,-143.4,-130.6,242.5,-162.2,2.3,0.0,-541.9,-3.8,146.0,149.0,102.5,143.0,64,200.7,2,554.5000000000001,
129,DD,Basic Materials,-55.4,40.3,8.4,7.7,15.8,53.5,38.2,39.1,-1.8,15.7,-7.7,-55.4,17.7,-104.7,2.1,0.0,-85.5,71.4,112.0,122.0,102.5,127.0,83,201.1,0,41.7,
130,HAL,Energy,-86.8,26.9,5.2,7.2,25.1,64.1,28.2,-24.1,-59.5,32.1,-2.1,-86.8,35.6,-131.9,2.9,0.0,-112.7,40.0,131.0,135.0,102.5,130.0,76,201.7,-3,20.700000000000003,
131,IVZ,Financials,-54.4,45.5,-2.5,-5.7,12.8,24.5,37.5,54.3,14.3,-5.3,67.4,-54.4,9.7,-107.9,2.3,0.0,-85.2,72.4,111.0,121.0,102.5,126.0,85,202.3,-18,-7.400000000000006,
132,VTR,Real Estate,-40.4,43.7,11.6,10.5,7.6,13.0,26.9,54.8,18.8,42.5,-28.4,-40.4,20.6,-87.8,1.6,0.0,-71.0,86.4,103.0,114.0,102.5,122.0,90,202.7,4,37.2,
133,EL,Consumer Defensive,-148.5,4.2,-6.0,-12.3,10.2,5.7,45.4,-48.8,-107.9,-109.5,-141.5,-148.5,92.8,-159.1,1.9,0.0,-1754.5,-21.7,148.0,150.0,102.5,144.0,66,203.7,-10,-1014.4,
134,BA,Industrials,-100.1,12.7,2.6,4.7,24.3,0.5,24.6,-10.4,-37.9,-29.2,-135.8,-100.1,117.0,-131.7,2.2,0.0,-497.1,26.7,136.0,141.0,102.5,142.0,71,203.7,-1,134.0,
135,HST,Real Estate,-83.7,20.9,5.5,6.2,7.9,23.0,12.9,-21.2,-35.2,9.1,-61.3,-83.7,15.6,-109.9,2.3,0.0,-196.1,43.1,129.0,133.0,102.5,137.0,76,203.7,0,102.4,
136,INTC,Technology,-81.8,37.2,2.4,10.5,29.0,134.4,152.3,-3.3,47.7,-45.3,-84.2,-81.8,39.4,-153.7,2.6,0.0,-139.0,45.0,128.0,132.0,102.5,134.0,78,204.1,-4,38.5,
137,ED,Utilities,-73.6,12.9,2.0,7.7,7.8,-4.5,0.0,-7.7,-33.3,10.5,-51.5,-73.6,25.0,-88.2,2.0,0.0,-254.1,53.2,123.0,128.0,102.5,138.0,79,204.9,-6,-0.19999999999998863,
138,SCHD,Unknown,-45.6,19.8,1.9,5.7,6.2,-0.1,-5.1,-18.9,-41.9,-23.9,-37.7,-45.6,21.6,-62.2,2.4,0.0,-52.8,80.8,106.0,117.0,102.5,120.0,97,210.1,-4,0.0,2016.0
139,456680.KS,Korea ETF (My Portfolio),-8.1,59.3,9.8,-7.8,-12.4,41.0,9.7,113.9,-8.1,-8.1,-8.1,-8.1,42.2,-81.3,1.7,0.0,-27.5,70.5,115.0,90.0,102.5,113.0,106,212.7,0,5.399999999999999,
140,EIX,Utilities,-102.5,13.6,4.8,5.0,11.5,11.0,23.8,-22.3,-46.6,-14.4,-52.5,-102.5,13.7,-120.8,2.0,0.0,-301.9,24.3,137.0,142.0,102.5,140.0,81,213.3,-2,74.5,
141,457480.KS,Korea ETF (My Portfolio),-15.8,44.0,3.0,-4.0,-7.2,14.6,-1.0,36.0,-15.8,-15.8,-15.8,-15.8,31.2,-52.8,1.9,0.0,-25.0,62.9,116.0,95.0,102.5,109.0,109,215.3,-4,-4.100000000000001,
142,WBD,Communication Services,-75.4,28.6,-0.4,-5.6,16.6,142.8,172.0,208.7,101.1,-54.2,-57.4,-75.4,140.0,-161.5,3.0,0.0,-283.5,51.4,124.0,129.0,102.5,139.0,90,216.7,-2,-9.199999999999989,
143,DLTR,Consumer Defensive,-103.1,22.6,3.6,-6.6,14.5,0.1,57.5,-38.8,-71.9,-43.5,-85.5,-103.1,37.6,-144.1,1.9,0.0,-187.2,23.7,138.0,143.0,102.5,136.0,86,217.1,-1,39.10000000000002,
144,JKHY,Financials,-94.0,10.2,-3.2,-9.0,4.2,0.7,-12.7,-33.3,-54.7,-43.5,-92.7,-94.0,56.3,-111.1,2.2,0.0,-352.2,32.8,132.0,136.0,102.5,141.0,89,219.5,-3,-106.69999999999999,
145,SPCE,Theme (User Picks),-196.6,0.2,0.1,-8.3,-16.2,7.3,52.2,-72.8,-129.3,-146.0,-194.8,-196.6,351.3,-197.7,2.9,0.0,-13643.4,-85.9,151.0,151.0,102.5,147.0,99,238.7,-1,-74.0,
146,DIS,Communication Services,-128.1,1.8,1.8,-6.9,-4.9,-11.7,-11.3,-26.9,-49.8,-87.0,-102.7,-128.1,31.4,-131.0,2.1,0.0,-4666.9,-1.3,145.0,148.0,102.5,146.0,105,242.5,-3,-2531.0999999999995,
147,EH,Theme (User Picks),-99.0,0.1,0.1,-12.6,-27.5,-41.1,-55.8,-30.5,-93.1,-144.1,-99.0,-99.0,994.1,-100.2,1.9,0.0,-1786.8,-4.9,147.0,140.0,102.5,145.0,115,250.9,-2,-10.599999999999909,
148,476690.KS,Unknown,-40.0,25.1,-4.9,-0.5,7.4,13.6,-5.3,-40.0,-40.0,-40.0,-40.0,-40.0,4.4,-54.9,2.3,0.0,,6.1,144.0,113.0,102.5,,109,,0,0.0,
149,GEV,Industrials,143.7,94.6,10.4,25.3,28.1,-4.1,29.2,143.7,143.7,143.7,143.7,143.7,152.6,-11.5,1.3,69.4,,186.5,58.0,44.0,55.0,,73,,3,,
150,0138Y0.KS,Korea ETF (My Portfolio),5.1,56.2,47.3,5.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.0,-1.2,1.9,4.3,,7.4,143.0,78.0,67.0,,80,,3,,
151,491010.KS,Korea ETF (My Portfolio),8.1,54.1,16.5,11.1,-0.9,0.8,13.8,8.1,8.1,8.1,8.1,8.1,30.8,-18.7,1.7,-3.6,,46.0,126.5,75.0,138.0,,73,,3,,
