Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
26,AXON,Public Safety Technology,390.2,32.7,-0.3,-9.7,-18.9,-28.4,-45.2,-39.9,-23.8,18.3,80.3,390.2,1246.3,-25.7,1.4,2494.9,407.76790564953615,535.1,51.0,51.0,25.0,68.8,-11,-923.8320943504638,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,
27,AAPL,Consumer Electronics,237.4,91.5,5.8,2.3,3.6,1.3,7.5,4.2,0.8,5.8,49.7,237.4,260.7,-12.6,1.2,214.0,222.87421810974644,382.4,67.0,69.0,0.0,71.2,25,158.77421810974644,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
28,PWR,Construction & Engineering,1091.2,93.8,-6.2,9.2,23.4,39.3,58.7,94.1,131.4,252.1,596.2,1091.2,1124.7,-22.8,1.1,572.3,18.566649653424754,1236.2,15.0,16.0,8.89,72.49,-5,-73.23335034657524,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
29,DELL,Computer Hardware & Services,584.3,100.0,8.2,31.4,63.0,70.6,85.0,90.5,138.7,248.0,387.2,584.3,579.5,-23.7,1.4,210.2,46.1,717.3,34.0,34.0,5.0,77.0,18,-5.600000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
30,TSM,Semiconductors,560.5,97.2,0.8,4.6,7.6,17.5,41.4,74.3,132.0,185.3,278.1,560.5,577.1,-6.0,1.2,328.4,56.14764895911009,705.5,35.0,36.0,11.44,77.84,14,1.647648959110093,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
31,CDNS,Electronic Design Automation Software,274.0,74.9,6.9,10.4,12.4,9.2,1.0,-1.3,-9.8,7.5,52.1,274.0,367.1,-3.4,1.2,329.7,327.0576233622702,419.0,61.0,63.0,17.44,79.84,12,203.3576233622702,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
32,RKLB,Aerospace & Defense,1183.3,100.0,25.0,39.9,37.5,57.8,117.6,620.7,1080.2,1224.7,,1183.3,1151.4,-77.2,1.3,505.6,44.8,1247.7,14.0,13.0,27.0,82.4,5,-41.10000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
33,VST,Independent Power Producers,421.6,55.9,-4.5,-11.9,-14.9,-18.5,-26.9,-11.5,84.8,270.5,353.5,421.6,796.7,-76.3,1.2,1021.6,149.4544928960656,551.4,48.0,48.0,29.61,82.61,-8,-130.2455071039344,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
34,APO,Asset Management,192.3,46.1,0.8,4.0,5.1,-0.6,-10.3,-20.4,-15.5,12.8,48.4,192.3,428.2,-9.1,1.3,533.8,561.8515946598088,337.2,79.0,81.0,25.44,84.24,7,249.7515946598088,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
35,ARES,Asset Management,250.9,40.1,3.5,5.2,-1.6,-12.6,-27.1,-38.0,-39.2,-20.8,35.7,250.9,631.0,-8.6,1.3,1047.2,1127.551350953797,395.8,63.0,65.0,39.44,85.04,1,391.05135095379705,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
36,WSM,Specialty Retail,258.7,65.5,0.1,-5.8,-11.4,-9.7,-10.9,-9.1,21.2,53.1,129.9,258.7,417.3,-40.6,1.2,465.1,156.47207040786938,403.7,62.0,64.0,21.6,85.2,4,0.7720704078693927,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
37,URI,Equipment Rental,276.0,78.2,-3.1,5.9,7.4,6.4,2.2,0.9,10.1,45.3,139.0,276.0,362.9,-36.0,1.3,315.9,54.268729949092695,420.9,60.0,62.0,8.89,87.09,2,-42.3312700509073,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
38,EME,Construction & Engineering,706.5,96.9,-3.1,4.2,12.4,23.3,36.1,63.7,127.9,302.3,489.3,706.5,717.4,-42.2,1.2,432.0,11.02517311459176,851.5,26.0,29.0,13.33,89.13,-5,-58.574826885408235,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
39,STX,Data Storage Devices,1530.5,99.4,-0.6,38.8,61.8,114.9,266.3,481.9,647.5,779.5,1011.6,1530.5,1539.5,-36.7,1.3,332.7,21.847202661016325,1675.4,9.0,9.0,24.78,89.18,24,-0.15279733898367454,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
40,MU,Semiconductors,1552.7,100.0,0.0,62.9,68.2,121.9,327.2,466.0,586.6,740.0,905.7,1552.7,1552.2,-25.2,1.6,312.8,26.1,1697.7,7.0,8.0,27.33,89.53,26,0.3000000000000007,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
41,PANW,Cybersecurity Software,200.6,69.3,15.2,14.6,18.1,9.3,-0.4,-6.1,-6.5,21.6,90.3,200.6,305.2,-34.6,1.2,289.5,275.54342730522444,345.6,74.0,77.0,18.44,89.64,14,102.84342730522445,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
42,TRGP,Oil & Gas Midstream,468.6,92.1,-3.8,-8.0,-0.3,16.7,25.2,30.2,68.5,160.7,424.2,468.6,518.1,-93.5,1.2,367.5,40.7495736916926,613.6,42.0,43.0,19.13,90.33,4,-27.050426308307394,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
43,IRM,Data Storage & Management,243.8,78.3,0.2,7.0,14.7,24.6,20.4,11.3,23.4,59.7,150.4,243.8,320.0,-29.9,1.2,209.6,97.91831654369113,388.8,65.0,67.0,13.33,90.73,15,30.918316543691134,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
44,JBL,Electronic Manufacturing Services,644.7,93.7,-5.5,9.7,22.3,35.6,49.5,97.1,111.8,221.5,394.2,644.7,640.2,-28.8,1.1,327.3,2.0992877459692894,789.7,31.0,33.0,0.0,90.8,-9,-46.40071225403071,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
45,DOGE-USD,Cryptocurrency,1324.6,6.1,-0.3,1.1,1.9,-13.4,-37.2,-50.7,-46.1,-66.6,892.7,1324.6,22199.9,-45.9,1.5,41744.9,1612.0003265138116,1435.4,12.0,10.0,74.64,91.24,-38,-42053.79967348619,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
46,XRP-USD,Cryptocurrency,100.8,16.6,1.2,1.1,-3.1,-18.2,-38.2,5.6,35.1,50.1,116.1,100.8,898.4,-75.3,1.5,1843.3,1085.2800304686841,211.6,134.0,118.0,23.09,91.89,4,33.78003046868412,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
47,AMAT,Semiconductor Equipment & Materials,505.3,100.0,10.7,10.0,14.5,37.2,81.6,93.2,102.9,138.8,249.0,505.3,505.3,-21.2,1.6,196.7,34.8,650.3,40.0,41.0,15.89,95.09,17,-10.900000000000006,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
48,FICO,Financial Technology,133.5,19.9,3.5,-0.1,-14.3,-26.3,-38.2,-52.2,-52.2,-13.8,0.4,133.5,694.1,-6.1,1.4,1784.7,2040.779904643374,278.5,96.0,99.0,45.89,98.29,8,122.97990464337408,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,
49,TPL,Homebuilding,438.9,48.0,-8.0,-17.1,-14.9,2.4,-1.5,-3.5,17.5,30.8,125.5,438.9,919.6,-5.5,1.4,1003.9,20.881452281514466,583.9,46.0,46.0,28.33,99.53,-32,-339.01854771848554,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
50,GWW,Industrial Distribution,160.8,74.0,8.2,1.9,3.0,9.5,6.1,-1.3,-2.9,28.0,78.1,160.8,230.8,-40.3,1.2,185.4,204.70257573235503,305.8,91.0,93.0,17.44,101.84,32,107.80257573235502,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
51,TKO,Entertainment,195.6,67.4,-1.1,-10.8,-15.0,-14.2,-13.3,2.8,16.0,61.7,82.3,195.6,307.5,-34.9,1.2,337.6,55.11164715067763,340.5,77.0,79.0,19.25,102.65,10,-27.188352849322364,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
52,TDG,Aerospace & Defense,179.4,54.7,4.2,-3.1,-10.4,-13.3,-21.9,-24.3,-14.9,23.7,49.8,179.4,343.7,-21.8,1.2,476.2,480.43522391245307,324.4,85.0,86.0,40.89,103.89,10,267.3352239124531,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
53,CAT,Construction Machinery,508.7,95.2,-3.8,4.4,13.0,28.3,66.6,94.2,123.0,189.9,292.2,508.7,533.7,-5.5,1.2,231.3,1.0618099268661394,653.6,38.0,39.0,4.44,104.04,1,-31.538190073133862,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
54,IBKR,Capital Markets,332.3,95.0,-0.9,7.1,8.0,13.2,20.9,57.9,114.6,197.4,268.9,332.3,310.5,-46.8,1.2,201.2,15.562645632167518,477.3,55.0,56.0,13.33,104.93,21,-8.83735436783248,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
55,GE,Aerospace & Defense,180.0,74.9,2.6,-4.8,-9.9,-9.8,-6.7,13.5,56.6,173.6,251.0,180.0,260.3,-96.0,1.1,227.2,190.90806296152462,325.0,84.0,85.0,26.51,105.11,35,143.00806296152462,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
56,ASML,Semi-Conductors,401.0,100.0,14.5,6.9,5.3,20.2,52.3,61.3,58.9,65.7,131.2,401.0,399.8,-5.8,1.7,192.3,36.4,546.0,50.0,50.0,22.89,105.69,15,-16.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
57,GOOG,Internet Content & Information,279.3,100.0,0.4,11.7,13.6,17.5,50.4,71.9,92.0,115.7,170.0,279.3,279.6,-10.8,1.3,113.9,14.6,424.3,59.0,61.0,4.44,106.64,27,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
58,LLY,Pharmaceuticals,445.8,74.2,-2.7,-8.5,-12.2,-12.0,-4.4,-10.5,-3.3,68.0,194.7,445.8,607.2,-21.4,1.2,598.5,8.196982054204973,590.8,45.0,45.0,25.0,107.2,-32,-163.00301794579502,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
59,MRVL,Semiconductors,405.4,97.8,0.3,23.9,64.5,71.8,98.0,93.5,105.0,118.8,178.7,405.4,365.9,-14.2,2.2,97.9,27.166915460785088,550.3,49.0,49.0,15.89,107.29,27,3.666915460785088,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
60,ORCL,Software,83.4,28.9,9.4,17.0,18.4,3.4,-9.0,-4.1,1.2,27.1,54.6,83.4,346.0,-22.8,1.7,414.8,294.08616944822245,228.4,125.0,129.0,21.77,107.57,12,21.286169448222438,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
61,GOOGL,Internet Conglomerates,279.9,100.0,0.6,11.9,14.3,18.6,52.4,75.1,95.8,120.1,174.7,279.9,280.1,-11.4,1.3,110.1,13.6,424.9,58.0,60.0,4.44,107.64,26,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
62,PLTR,Software,577.3,55.9,-3.6,-12.6,-11.2,-20.2,-22.0,97.9,294.0,569.0,,577.3,1018.1,-71.2,1.2,1203.9,9.999172766865575,644.4,41.0,35.0,34.0,108.2,-32,-284.9008272331344,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
63,TT,Building Products,234.2,80.0,-8.8,-5.1,-3.1,-0.1,-4.4,-1.3,16.9,52.8,101.0,234.2,294.6,-7.0,1.2,278.5,15.115050627250113,379.2,68.0,70.0,17.32,111.52,-21,-53.184949372749884,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
64,MS,Investment Banking & Brokerage,189.4,95.1,0.4,1.4,2.6,4.6,14.1,32.6,49.5,59.6,118.5,189.4,200.4,-20.8,1.1,135.2,24.792292989550745,334.4,82.0,83.0,8.89,112.69,27,3.292292989550745,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
65,TER,Semiconductors,430.4,79.7,3.5,2.2,13.1,44.6,141.4,157.8,168.5,161.9,194.8,430.4,539.1,-50.5,2.4,125.1,44.09702406188265,575.4,47.0,47.0,27.33,113.13,37,29.79702406188265,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
66,CASY,Retail Specialty Group,281.2,98.1,-1.9,2.2,14.4,29.7,41.3,66.3,97.9,155.5,197.6,281.2,287.2,-38.6,1.1,129.4,5.5511064107555805,426.2,57.0,59.0,8.89,115.09,15,-11.44889358924442,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
67,PH,Diversified Machinery,195.7,70.5,-1.9,-9.7,-12.9,-8.2,-0.9,8.0,22.8,67.6,121.2,195.7,289.7,-29.7,1.1,260.9,14.738856249757951,340.7,76.0,78.0,18.98,117.38,-8,-55.36114375024204,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
68,STLD,Steel,334.1,95.5,-4.0,8.1,13.9,23.1,41.7,47.7,47.9,87.9,238.3,334.1,352.4,-47.6,1.3,175.2,17.46079186156505,479.1,54.0,55.0,24.78,117.58,15,-15.139208138434952,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
69,COHR,,526.3,92.6,1.1,11.0,23.9,58.7,153.0,230.3,363.4,398.1,444.4,526.3,574.7,-81.6,1.6,129.0,18.887912576781122,671.3,37.0,38.0,29.22,118.22,37,13.987912576781122,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
70,ADI,Semiconductors,166.2,99.8,6.4,9.9,14.2,31.5,47.3,53.9,57.8,72.5,96.6,166.2,166.8,-7.8,1.8,44.3,24.441532102524516,311.1,90.0,92.0,4.44,119.04,40,16.341532102524518,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
71,GS,Investment Banking & Brokerage,176.5,85.2,0.1,-2.3,-2.1,1.4,11.0,34.1,65.2,86.7,143.2,176.5,212.9,-35.7,1.1,146.4,24.91766710786836,321.5,87.0,88.0,14.77,119.57,25,2.217667107868362,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
72,WMB,Oil & Gas Midstream,168.3,82.9,-9.6,-9.7,-6.4,3.5,5.8,22.1,48.0,96.3,158.2,168.3,215.4,-57.9,1.1,162.1,19.10148848887675,313.2,89.0,91.0,15.18,121.78,20,-4.798511511123248,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
73,CIEN,Communications Equipment,1170.4,94.3,-5.7,9.7,45.0,92.9,278.6,515.0,669.6,735.8,804.2,1170.4,1245.5,-63.2,1.4,276.4,0.05314015647902716,1315.3,13.0,14.0,27.33,121.93,6,-7.746859843520973,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
74,ANET,Networking Equipment,658.6,73.5,-21.9,-9.6,-6.8,-6.2,1.5,13.1,43.3,152.1,308.4,658.6,904.1,-19.6,1.3,810.3,1.4365967693375585e-07,803.6,28.0,31.0,11.5,123.3,-56,-125.29999985634032,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
75,NRG,Independent Power Producers,337.8,61.6,-12.0,-16.4,-19.7,-21.8,-23.9,1.2,56.0,126.2,170.2,337.8,554.2,-22.3,1.1,675.8,0.035743147285025714,482.8,53.0,54.0,22.09,125.49,-37,-117.26425685271496,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
76,CRWD,Cybersecurity Software,151.9,72.9,19.1,17.5,20.6,10.2,2.8,16.9,46.4,70.4,,151.9,175.3,-38.3,1.3,149.4,130.06207710190773,239.0,115.0,95.0,30.5,126.3,45,66.36207710190773,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
77,RCL,Travel Services,75.0,56.0,1.7,-6.9,-13.6,-11.4,-17.4,0.8,37.1,128.1,130.5,75.0,219.6,-108.0,1.3,210.4,171.32580651645773,220.0,131.0,135.0,27.29,126.69,36,112.42580651645773,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
78,381180.KS,Asset Management,173.9,98.7,9.1,18.7,26.5,37.5,68.8,86.6,114.2,172.4,,173.9,157.0,-10.3,1.6,43.6,43.940035392003104,233.8,118.0,89.0,12.5,127.3,50,35.74003539200311,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
79,LINK-USD,Cryptocurrency,480.6,7.1,1.1,12.9,11.4,-6.1,-28.6,-43.3,-47.9,-65.9,-10.9,480.6,7258.0,-53.1,1.6,12003.0,5000.0,591.4,44.0,42.0,114.36,132.56,6,-10593.7,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
80,ETH-USD,Cryptocurrency,224.3,18.3,-0.8,-1.0,0.8,-14.4,-25.7,-37.7,-44.1,-57.3,143.9,224.3,1484.0,-71.9,1.6,2059.5,139.7910936592988,335.1,81.0,71.0,73.11,135.31,-23,-1640.508906340701,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,
81,FCX,Copper Mining,120.4,61.6,8.8,-2.6,-6.6,8.7,20.1,15.6,8.0,-1.1,77.7,120.4,208.6,-56.5,1.7,89.1,98.83630749923238,265.4,104.0,107.0,35.98,138.38,45,50.63630749923237,EARLY_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,
82,TPR,Luxury Goods,208.0,72.5,-8.9,-14.5,-13.0,-4.3,11.8,76.0,127.4,166.0,264.3,208.0,323.5,-95.4,1.1,214.4,1.9246394450515136,353.0,73.0,76.0,30.02,141.22,23,-13.775360554948486,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
