Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
35,ETH-USD,Coin,224.1,20.1,-8.8,-27.3,-38.3,-48.2,-40.5,-52.4,-60.6,-88.1,981.9,224.1,1418.1,-76.6,1.4,2118.1,1629.8,333.7,34.0,34.0,10.0,12.0,65,85.4,0,579.8999999999999
36,GS,Financials,173.0,93.3,1.6,1.5,18.3,19.5,31.1,95.0,83.0,122.6,209.1,173.0,188.2,-38.2,1.2,72.5,6.1,300.3,37.0,38.0,54.0,75.0,30,85.8,1,-0.10000000000000053
37,LINK-USD,Coin,438.2,6.6,-2.0,-28.2,-39.2,-54.8,-73.0,-90.3,-67.8,-136.8,352.8,438.2,7380.0,-53.4,1.5,15549.9,14075.3,547.9,24.0,24.0,3.0,3.0,75,86.4,-1,3747.199999999999
38,GE,Industrials,204.4,91.2,5.2,-2.3,-3.5,1.8,29.9,123.8,252.9,360.8,723.3,204.4,233.5,-97.9,1.1,127.6,8.8,331.7,35.0,35.0,43.0,71.0,38,89.0,6,-0.7999999999999989
39,BAESY,Theme (User Picks),140.3,84.1,-3.7,15.5,9.1,4.4,61.9,31.7,68.5,222.8,192.3,140.3,180.0,-69.2,1.2,99.9,16.8,267.6,40.0,41.0,47.0,59.0,40,89.2,2,1.5
40,MS,Financials,161.0,93.1,3.3,0.3,11.1,20.4,17.9,68.2,20.8,62.0,146.6,161.0,174.4,-20.4,1.3,80.4,12.1,288.3,38.0,39.0,50.0,62.0,40,90.2,6,-1.0
41,WMT,Consumer Defensive,107.6,97.5,2.3,5.7,14.3,12.1,4.3,64.9,64.5,55.2,69.7,107.6,111.0,-26.0,1.3,59.9,5.8,234.8,47.0,49.0,56.0,76.0,30,90.8,1,-0.40000000000000036
42,LIN,Basic Materials,10.7,28.9,1.8,5.9,4.6,-10.9,-12.1,-29.0,-34.9,-13.4,-12.0,10.7,88.6,-21.0,1.4,151.0,131.5,138.0,71.0,71.0,41.0,33.0,42,91.8,-2,-8.400000000000006
43,FCX,Basic Materials,126.6,68.1,-0.7,16.4,41.7,43.6,47.1,5.5,-39.5,-1.4,178.4,126.6,212.3,-56.0,1.5,100.0,47.9,253.9,42.0,44.0,46.0,48.0,48,93.6,-4,2.5
44,AXP,Financials,91.3,78.4,-7.4,-7.2,-4.5,7.1,-6.3,23.3,26.2,73.8,43.2,91.3,123.8,-26.4,1.1,93.4,15.4,218.6,49.0,52.0,48.0,60.0,41,94.8,3,3.0
45,RGTI,Theme (User Picks),670.3,27.9,-7.6,-28.0,-57.7,-7.8,-7.6,1152.0,3646.1,670.3,670.3,670.3,2639.2,-91.2,2.0,1582.8,166.1,732.9,18.0,17.0,11.0,29.0,74,94.8,-7,57.8
46,ASTS,Theme (User Picks),1202.7,90.7,-6.8,48.1,40.2,85.7,427.6,3415.1,2333.4,830.4,1202.7,1202.7,1338.9,-123.1,1.5,317.6,9.5,1301.2,6.0,6.0,27.0,68.0,60,95.0,2,0.5
47,ORCL,Technology,40.3,17.4,-10.5,-19.7,-39.5,-46.6,-22.2,-6.6,2.4,48.7,33.5,40.3,344.7,-23.8,1.4,647.6,282.6,167.6,63.0,65.0,20.0,24.0,57,96.2,-4,134.10000000000002
48,RKLB,Theme (User Picks),920.8,81.7,-10.0,12.8,26.2,52.3,128.0,1302.9,1568.8,905.9,920.8,920.8,1143.9,-73.7,1.7,303.8,9.7,1000.3,11.0,8.0,28.0,67.0,60,96.2,2,0.8999999999999986
49,CBRE,Real Estate,79.5,91.6,1.0,3.6,9.1,-1.8,0.8,44.6,17.4,41.7,41.6,79.5,89.4,-28.8,1.4,47.0,5.5,206.8,51.0,53.0,60.0,78.0,33,97.0,-4,0.09999999999999964
50,AMZN,Consumer Cyclical,49.2,41.0,-0.4,2.2,5.1,-5.9,-14.0,2.6,45.3,-48.8,-39.1,49.2,156.9,-25.6,1.2,120.3,43.1,176.5,59.0,62.0,44.0,49.0,46,98.6,2,-0.7999999999999972
51,PLTR,Technology,654.9,65.7,-11.5,-14.8,-32.1,-24.1,35.2,513.4,1084.0,202.5,654.9,654.9,1033.7,-69.2,1.4,664.9,69.0,744.5,17.0,18.0,19.0,43.0,71,99.0,2,21.5
52,NFLX,Communication Services,72.9,40.1,-2.8,-11.7,-25.4,-38.9,-30.4,-1.8,39.8,-37.8,-61.7,72.9,292.1,-74.0,1.3,363.8,91.1,200.1,53.0,56.0,24.0,39.0,57,99.2,-3,8.799999999999997
53,QBTS,Theme (User Picks),699.5,42.3,-6.9,-28.3,-40.0,3.0,194.3,1953.6,4463.1,702.5,699.5,699.5,1800.1,-106.0,1.8,770.5,19.7,778.7,16.0,15.0,17.0,55.0,68,99.6,2,8.2
54,IONQ,Theme (User Picks),194.5,35.8,-7.2,-20.3,-37.1,-20.1,-35.4,170.1,389.9,192.5,194.5,194.5,657.2,-63.9,1.9,464.2,79.7,272.0,39.0,36.0,23.0,41.0,64,100.0,-3,22.300000000000004
55,LDOS,Theme (User Picks),38.5,55.8,-3.8,2.0,-3.3,7.3,16.6,23.2,16.3,-6.9,22.0,38.5,96.6,-34.9,1.3,57.0,11.5,165.7,64.0,66.0,57.0,63.0,38,100.6,-1,0.5999999999999996
56,WELL,Real Estate,63.5,77.3,4.1,-0.5,2.2,3.9,21.4,72.1,81.0,125.5,37.9,63.5,98.4,-55.6,1.3,31.2,-3.2,190.7,54.0,57.0,62.0,81.0,35,102.0,2,0.5999999999999996
57,JPM,Financials,78.2,79.1,4.0,-6.7,-2.2,-5.5,-1.3,32.3,50.3,45.7,42.2,78.2,106.5,-28.8,1.1,72.9,9.2,205.5,52.0,55.0,53.0,69.5,44,103.8,0,-0.8000000000000007
58,SYM,Theme (User Picks),135.6,36.3,-7.7,-19.3,-37.0,-21.3,49.5,-60.9,35.0,135.6,135.6,135.6,421.2,-27.4,1.8,279.8,206.5,207.7,50.0,43.0,30.0,27.0,74,109.4,-2,54.400000000000006
59,IBM,Technology,42.6,91.1,10.8,6.1,1.6,14.8,4.9,31.6,75.0,136.7,86.0,42.6,54.5,-79.7,1.2,9.8,-3.9,169.9,61.0,64.0,64.0,83.0,40,111.0,3,1.4
60,CEG,Utilities,104.7,44.2,-3.4,-22.4,-30.4,-35.2,-38.6,6.4,-6.0,104.7,104.7,104.7,246.2,-7.4,1.3,346.1,119.6,160.6,66.0,50.0,25.0,34.0,77,118.8,0,7.799999999999997
61,PL,Theme (User Picks),449.1,85.1,-7.8,25.5,87.7,267.9,288.9,1139.0,667.5,449.1,449.1,449.1,542.2,-83.8,2.0,23.3,-11.8,509.6,25.0,23.0,63.0,93.5,60,119.6,0,-1.0
62,NVO,Theme (User Picks),-43.3,9.6,-4.4,10.7,18.1,11.5,-42.2,-83.1,-74.5,-25.1,-24.6,-43.3,298.6,-79.8,2.2,0.0,1428.7,84.0,104.0,111.0,100.5,14.0,54,122.7,1,510.0
63,381180.KS,Korea ETF (My Portfolio),79.0,95.5,-2.6,12.6,7.6,27.4,27.5,10.0,52.5,79.0,79.0,79.0,83.1,-7.2,1.6,39.6,7.8,141.9,70.0,54.0,61.0,72.0,60,125.8,2,-1.7999999999999998
64,RTX,Industrials,47.3,98.7,5.6,8.5,11.5,17.7,40.8,81.2,38.5,127.1,56.6,47.3,48.7,-57.9,1.6,-14.1,-6.2,174.6,60.0,63.0,138.0,86.0,40,126.6,2,1.7000000000000002
65,MA,Financials,24.0,29.8,10.3,-3.0,0.1,-13.0,-18.7,-22.5,-25.2,-29.4,-47.5,24.0,103.0,-9.5,1.3,160.6,103.4,151.3,68.0,69.0,39.0,38.0,77,127.4,-1,-80.9
66,ACN,Technology,-82.2,5.6,-4.4,1.1,5.7,-6.6,-44.4,-63.0,-68.0,-64.2,-75.9,-82.2,86.5,-92.2,2.2,0.0,142.3,45.1,124.0,128.0,100.5,31.0,47,129.9,3,62.80000000000001
67,BLK,Financials,0.9,34.1,-2.0,1.4,3.1,-9.4,-5.0,3.5,-15.1,-19.0,21.2,0.9,47.4,-23.2,1.6,9.7,-1.6,128.3,77.0,79.0,65.0,80.0,54,130.2,4,-0.10000000000000009
68,TXN,Technology,-5.3,47.2,20.9,25.6,37.9,14.4,10.8,5.9,-35.2,-40.4,-28.8,-5.3,66.6,-69.7,1.9,0.0,6.3,122.0,82.0,85.0,100.5,73.5,48,130.9,9,-10.0
69,V,Financials,-16.2,6.3,-4.5,-9.7,-8.5,-17.3,-20.7,-25.1,-33.4,-26.3,-49.5,-16.2,60.2,-21.3,1.8,0.0,239.5,111.0,89.0,96.0,100.5,25.0,65,132.1,1,114.2
70,UNH,Healthcare,-113.9,1.0,-10.9,-16.3,-15.1,10.6,-59.8,-76.7,-94.8,-82.5,-120.7,-113.9,105.4,-116.1,2.2,0.0,3260.2,13.4,139.0,144.0,100.5,9.0,52,132.3,-3,3020.8999999999996
71,EXPD,Industrials,-15.6,52.9,0.9,6.2,32.2,35.3,27.7,-12.5,-16.8,-6.2,-25.6,-15.6,34.7,-72.0,2.7,0.0,-10.7,111.7,88.0,95.0,100.5,89.0,41,133.3,3,0.5
72,PM,Consumer Defensive,16.3,70.0,6.8,10.0,21.9,3.0,25.1,64.0,21.0,89.7,100.4,16.3,51.0,-64.6,1.8,-15.9,-13.0,143.5,69.0,70.0,139.0,96.5,40,134.2,0,1.9000000000000004
73,NEM,Basic Materials,113.6,100.0,0.5,18.7,58.5,87.7,185.3,232.7,81.1,49.8,147.7,113.6,113.6,-99.7,2.2,-43.2,-11.7,241.2,46.0,48.0,143.0,92.0,50,134.2,0,0.0
74,TMO,Healthcare,-33.0,21.1,-8.5,-3.5,1.1,14.1,-17.4,-33.9,-64.6,-68.2,-54.6,-33.0,111.7,-71.6,2.0,0.0,75.4,94.3,95.0,104.0,100.5,42.0,59,135.7,-6,26.500000000000007
75,GLD,Basic Materials,57.6,78.3,-21.7,10.8,17.9,37.2,53.9,85.6,66.5,62.9,79.1,57.6,89.5,-57.3,1.8,-16.0,-10.8,184.9,56.0,59.0,140.0,90.0,50,137.0,0,0.0
76,TMUS,Communication Services,-1.8,15.0,7.4,-3.9,-7.9,-27.0,-29.8,-19.5,-39.6,-36.8,-16.0,-1.8,134.2,-25.8,1.5,0.0,228.0,125.5,79.0,81.0,100.5,26.0,75,137.5,-1,-232.10000000000002
77,IRDM,Theme (User Picks),-113.7,6.1,1.3,22.2,22.9,-23.4,-40.0,-74.7,-123.0,-118.1,-135.0,-113.7,242.7,-136.9,2.2,0.0,559.3,14.8,137.5,142.5,100.5,16.5,57,139.7,-1,-55.60000000000002
78,IRDM,Theme (User Picks),-113.7,6.1,1.3,22.2,22.9,-23.4,-40.0,-74.8,-123.0,-118.1,-135.1,-113.7,242.7,-136.9,2.2,0.0,559.3,14.8,137.5,142.5,100.5,16.5,57,139.7,-2,-55.60000000000002
79,XOM,Energy,5.1,64.1,6.6,16.2,22.3,18.9,17.9,0.7,-37.3,157.8,54.7,5.1,58.1,-89.4,1.3,-18.4,6.3,132.4,75.0,77.0,142.0,73.5,53,141.2,-1,-1.8999999999999995
80,WFC,Financials,-6.5,83.1,7.8,-4.8,3.8,2.3,1.8,39.9,37.8,148.1,27.0,-6.5,10.3,-89.1,1.2,0.0,-13.0,120.7,83.0,86.0,100.5,96.5,50,142.5,3,2.5999999999999996
81,CHRW,Industrials,26.7,100.0,11.2,19.6,24.1,90.4,82.1,97.2,48.2,69.5,23.1,26.7,26.7,-88.3,2.3,-59.0,-11.8,153.9,67.0,68.0,146.0,93.5,50,143.6,1,3.5999999999999996
82,BRK-B,Financials,-23.8,11.6,1.1,-3.7,0.4,-4.5,-12.4,-18.1,-16.1,12.0,-27.5,-23.8,49.2,-33.4,1.6,0.0,48.8,103.5,92.0,99.0,100.5,46.0,67,143.7,-2,-6.100000000000001
83,ROST,Consumer Cyclical,-11.2,49.9,-0.8,3.2,17.5,27.1,9.8,-6.6,-10.5,-5.3,-41.4,-11.2,37.3,-59.5,1.5,0.0,-16.6,116.1,87.0,90.0,100.5,100.0,51,146.5,-2,0.8999999999999986
84,WDC,Technology,431.2,95.1,-3.4,41.5,67.5,231.6,421.4,444.8,623.4,447.0,631.8,431.2,458.4,-94.9,2.6,-11.2,-15.5,558.5,23.0,25.0,137.0,99.0,70,146.6,-5,-1.1999999999999993
85,315960.KS,Korea ETF (My Portfolio),146.1,100.0,0.0,31.6,44.4,98.9,150.9,137.6,144.7,88.7,150.3,146.1,146.1,-64.7,2.3,-17.1,-4.8,259.2,41.0,40.0,141.0,85.0,70,148.4,0,0.5
86,MRK,Healthcare,-49.5,32.6,6.2,4.7,36.4,33.9,2.6,-41.9,-45.0,-6.2,-59.9,-49.5,48.4,-96.8,2.6,0.0,-3.6,77.8,108.0,115.0,100.5,82.0,51,148.5,1,-0.30000000000000027
87,HD,Consumer Cyclical,-37.9,12.1,-4.8,7.4,-2.5,-7.4,-21.7,-31.1,-44.8,-34.6,-42.5,-37.9,63.4,-51.9,2.0,0.0,48.5,89.4,99.0,107.0,100.5,47.0,70,150.1,-3,15.799999999999997
88,ADA-USD,Coin,-20.1,1.8,-1.1,-24.6,-47.9,-71.7,-79.4,-85.3,-103.4,-120.6,325.4,-20.1,3234.6,-79.9,1.6,0.0,13175.8,89.6,98.0,98.0,100.5,4.0,90,150.9,-29,4890.299999999999
89,SCHW,Financials,-3.8,44.8,3.4,1.7,11.1,-1.7,10.8,26.8,-22.8,8.1,-13.2,-3.8,60.0,-55.5,1.5,0.0,-22.1,123.5,81.0,84.0,100.5,105.0,56,151.1,-3,2.6999999999999993
90,CRM,Technology,-86.2,0.0,-1.5,-18.3,-20.7,-25.8,-51.9,-62.5,-44.0,-79.0,-110.0,-86.2,112.6,-86.2,2.0,0.0,319.1,41.1,126.0,129.0,100.5,23.0,75,155.3,-2,107.70000000000002
91,NOC,Theme (User Picks),-2.5,52.7,4.6,19.7,18.1,12.2,29.7,18.0,-9.9,52.6,1.2,-2.5,53.2,-64.5,1.5,0.0,-11.2,124.7,80.0,83.0,100.5,91.0,68,157.1,5,3.8000000000000007
92,LMT,Theme (User Picks),-19.2,54.7,12.3,29.2,28.7,44.2,27.2,13.1,-23.0,31.3,-8.2,-19.2,30.0,-78.7,2.1,0.0,-14.4,108.0,90.0,97.0,100.5,98.0,63,159.7,3,11.200000000000001
93,ROK,Theme (User Picks),7.0,63.6,3.9,5.8,15.9,12.4,42.1,22.3,-14.5,-7.7,0.4,7.0,42.5,-55.1,2.4,-47.2,-7.5,134.3,74.0,75.0,144.0,87.0,68,161.4,-2,0.6999999999999993
94,UBER,Industrials,-15.3,39.2,-4.4,-3.3,-19.4,-19.8,0.0,-33.2,59.6,-32.9,-15.3,-15.3,69.3,-69.8,1.3,0.0,11.1,89.0,100.0,94.0,100.5,65.0,79,163.9,-5,1.6999999999999993
95,NEE,Utilities,-33.5,22.5,4.4,8.4,6.5,16.1,12.2,14.8,-42.3,-58.2,-48.1,-33.5,71.2,-63.9,1.9,0.0,-50.7,93.8,96.0,105.0,100.5,117.0,58,165.1,3,13.5
96,AMGN,Healthcare,-37.3,32.3,-3.5,3.5,15.1,5.4,6.2,-26.2,-13.7,-12.4,-26.6,-37.3,27.5,-68.2,1.8,0.0,-32.2,90.1,97.0,106.0,100.5,112.0,61,166.5,-6,-5.100000000000001
97,FOX,Communication Services,-1.9,89.7,-1.0,-0.5,9.0,18.0,17.9,75.3,39.5,44.1,-1.9,-1.9,6.3,-73.3,1.7,0.0,-12.0,104.4,91.0,82.0,100.5,95.0,75,167.7,-5,0.5
98,CSCO,Technology,-10.4,48.2,7.6,4.2,6.8,8.2,17.4,26.9,8.9,15.4,-46.4,-10.4,50.0,-66.6,1.7,0.0,-31.1,117.0,85.5,89.0,100.5,109.5,70,168.8,7,10.0
99,PLD,Real Estate,-41.8,13.7,2.4,0.5,4.1,13.0,-2.1,-29.2,-57.4,-45.7,-54.2,-41.8,104.8,-65.0,2.0,0.0,-22.9,85.4,102.0,109.0,100.5,107.0,64,169.1,8,5.700000000000003
100,HII,Industrials,2.7,79.8,0.1,22.2,30.3,54.3,105.0,29.6,37.6,115.7,8.6,2.7,33.5,-119.1,1.6,-75.9,-16.7,130.0,76.0,78.0,148.0,101.0,70,170.8,-6,1.1999999999999993
101,GD,Theme (User Picks),-25.8,46.4,-9.2,2.7,-0.0,3.5,23.1,-6.5,-10.9,65.8,4.4,-25.8,19.8,-65.3,1.4,0.0,-19.7,101.4,94.0,102.0,100.5,102.0,71,171.1,-8,-4.899999999999999
102,C,Financials,9.6,80.9,2.9,-3.4,12.8,16.5,31.4,76.3,84.9,63.2,12.4,9.6,30.3,-78.1,1.8,-49.7,-20.9,136.9,72.0,73.0,145.0,103.5,75,174.4,-3,1.8000000000000007
103,GM,Consumer Cyclical,7.6,76.9,9.8,1.3,20.4,51.8,55.8,81.3,67.5,-7.5,0.6,7.6,33.8,-79.8,1.9,-63.8,-22.3,134.9,73.0,74.0,147.0,106.0,75,176.2,9,8.8
104,MCD,Consumer Cyclical,-45.1,9.8,2.7,1.6,3.0,-4.1,-3.7,-27.9,-47.0,-19.8,-60.4,-45.1,36.0,-53.9,2.0,0.0,-46.0,82.2,105.0,112.0,100.5,116.0,67,176.9,0,7.100000000000001
105,EXPE,Consumer Cyclical,-9.4,72.5,-5.4,-7.8,18.2,37.9,39.8,36.4,67.1,39.1,23.3,-9.4,21.4,-90.7,2.1,0.0,-28.1,117.9,84.0,87.0,100.5,108.0,80,177.5,-4,-2.3000000000000007
106,KO,Consumer Defensive,-58.5,19.0,4.3,6.1,7.5,1.5,5.9,-7.2,-33.7,-2.0,-47.4,-58.5,8.6,-74.2,2.2,0.0,-126.1,68.7,112.0,119.0,100.5,126.0,61,177.7,4,85.30000000000001
107,DG,Consumer Defensive,-98.1,20.7,-1.8,5.3,43.8,30.1,97.4,-14.0,-90.2,-82.7,-103.8,-98.1,86.9,-146.5,2.3,0.0,-197.3,29.2,133.0,137.0,100.5,132.0,51,177.9,-7,-31.900000000000006
108,REGN,Healthcare,-77.2,20.0,-1.1,-4.3,15.8,22.5,-0.2,-55.4,-60.6,-27.3,-56.6,-77.2,52.9,-109.8,2.7,0.0,4.4,50.1,122.0,126.0,100.5,79.0,79,180.3,-2,-1.6999999999999993
109,160580.KS,Korea ETF (My Portfolio),-24.2,43.4,2.0,3.2,15.7,22.6,21.3,16.9,-12.8,9.8,3.0,-24.2,34.1,-68.9,2.4,0.0,-31.1,103.0,93.0,101.0,100.5,109.5,78,180.7,0,6.600000000000001
