Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
283,ISRG,Health Care Equipment,-15.8,7.1,-2.7,-2.2,-4.6,-14.6,-22.0,-27.6,-39.5,-38.4,-42.8,-15.8,156.3,-28.7,1.6,0.0,1152.9418144870122,128.0,230.0,230.0,248.0,248.0,59.89,59.89,352.74,352.74,-16,-3807.190987663005,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,230.0,230.0,248.0,248.0,59.89,59.89,513.0,58.0,0.0,25.0,0.0,352.74,352.74,,,,,,,000000000,111110110,603.88,-31.63,False
284,PSA,Real Estate,-65.0,18.4,6.4,4.8,8.9,5.3,8.8,3.4,-16.3,-34.1,-38.2,-65.0,40.3,-88.1,2.1,0.0,-175.43309029477638,78.9,334.0,334.0,361.0,361.0,80.42,80.42,353.32,353.32,74,1892.2346967871977,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,334.0,334.0,361.0,361.0,80.42,80.42,132.0,0.0,0.0,0.0,0.0,353.32,353.32,,,,,,,111110000,001111000,331.79,-2.13,False
285,DVN,Oil & Gas E&P,12.7,28.9,0.5,0.7,-7.5,-9.8,-0.9,9.9,-17.1,-29.8,65.6,12.7,286.9,-103.1,1.4,-18.4,7.720851162697626,156.6,190.0,190.0,198.0,198.0,89.3,89.3,353.95,353.95,-32,-0.28553485844217263,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,190.0,190.0,198.0,198.0,89.3,89.3,299.0,4.0,0.0,25.0,0.0,353.95,353.95,,,,,,,100010011,000111000,52.7001,-15.35,False
286,HBAN,Banks - Regional,-49.5,22.5,7.4,4.1,6.3,0.8,-2.5,-6.2,-6.1,-14.4,-21.0,-49.5,27.8,-74.2,1.5,0.0,-93.24933019618972,94.4,299.0,299.0,324.0,324.0,92.07,92.07,354.72,354.72,74,448.4308637637139,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,299.0,299.0,324.0,324.0,92.07,92.07,254.0,0.0,0.0,-6.0,0.0,354.72,354.72,,,,,,,111000000,100010100,19.46,-11.56,False
287,KR,Grocery Stores,-29.2,20.4,1.6,0.8,-0.4,-9.0,-7.7,-12.6,-14.3,-18.0,-9.0,-29.2,65.1,-52.7,1.5,0.0,10.343694299723943,114.6,261.0,261.0,282.0,282.0,95.78,95.78,354.73,354.73,44,-20.107660276429076,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,261.0,261.0,282.0,282.0,95.78,95.78,406.0,14.0,0.0,-2.0,0.0,354.73,354.73,,,,,,,100000000,000011100,76.58,-16.27,False
288,ADM,Farm Products,-60.5,24.1,-2.3,-2.5,0.9,1.6,10.0,17.7,-1.0,-29.6,-34.0,-60.5,93.3,-108.6,1.6,0.0,-218.45466025226378,83.4,323.0,323.0,351.0,351.0,85.47,85.47,354.82,354.82,-49,0.7557790685781924,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,323.0,323.0,351.0,351.0,85.47,85.47,124.0,0.0,0.0,0.0,0.0,354.82,354.82,,,,,,,011110000,001011000,85.37,-7.58,False
289,MAS,Industrials,-59.8,22.6,9.5,6.2,6.4,5.3,6.5,2.0,-18.0,-25.3,-38.7,-59.8,27.9,-84.9,2.3,0.0,-99.48987872943886,84.1,322.0,322.0,349.0,349.0,96.08,96.08,355.03,355.03,46,340.57185019973133,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,322.0,322.0,349.0,349.0,96.08,96.08,151.0,0.0,0.0,-6.0,0.0,355.03,355.03,,,,,,,111110000,010100000,79.19,-6.87,False
290,COF,Diversified Banks,-19.0,23.4,1.1,0.7,-3.1,-8.6,-16.7,-22.8,-14.2,-15.5,-5.4,-19.0,92.5,-52.5,1.3,0.0,92.27443657768656,124.9,236.0,236.0,254.0,254.0,66.22,66.22,355.07,355.07,-10,-15.11411461141644,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,236.0,236.0,254.0,254.0,66.22,66.22,471.0,40.0,0.0,25.0,0.0,355.07,355.07,,,,,,,100000000,000101110,259.64,-29.89,False
291,CEG,Electric Utilities,58.4,18.2,-2.9,-3.2,-13.3,-20.9,-25.7,-33.0,-4.0,,,58.4,236.9,0.0,1.3,781.6,589.2071706869228,113.0,263.0,263.0,151.0,151.0,54.83,54.83,355.83,355.83,-36,202.48938287355833,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,263.0,263.0,151.0,151.0,54.83,54.83,545.0,58.0,26.0,25.0,0.0,355.83,355.83,,,,,,,000000--1,------110,412.7,-40.22,False
292,CVS,Healthcare,-75.3,44.6,5.1,4.7,16.8,19.5,20.7,24.7,22.4,-9.6,-23.8,-75.3,8.4,-141.5,1.3,0.0,-119.4766932519405,68.5,358.0,358.0,383.0,383.0,93.75,93.75,356.1,356.1,59,115.27154525785545,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,358.0,358.0,383.0,383.0,93.75,93.75,59.0,0.0,0.0,-6.0,0.0,356.1,356.1,,,,,,,111111000,000110000,100.49,-0.01,True
293,DD,Specialty Chemicals,-58.1,37.9,-0.1,-0.1,0.1,-6.1,-0.9,17.8,14.9,9.3,1.0,-58.1,17.9,-103.7,2.3,0.0,-115.90859263901598,85.7,316.0,316.0,342.0,342.0,59.29,59.29,358.29,358.29,-41,1.951575139099461,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,316.0,316.0,342.0,342.0,59.29,59.29,196.0,4.0,0.0,25.0,0.0,358.29,358.29,,,,,,,010011110,000010001,52.66,-11.05,False
294,BRK-B,Diversified Financial Services,-45.2,13.1,-1.0,-0.5,3.2,-4.0,-6.6,-11.7,-24.1,-25.7,-26.8,-45.2,42.5,-58.1,2.7,0.0,-4.359195428185281,98.7,290.0,290.0,316.0,316.0,89.57,89.57,361.07,361.07,46,43.53628903219976,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,290.0,290.0,316.0,316.0,89.57,89.57,352.0,10.0,0.0,0.0,0.0,361.07,361.07,,,,,,,010000000,100011100,516.85,-6.01,False
295,BLK,Asset Management,-24.2,13.2,5.3,2.1,-2.1,-5.6,-8.7,-13.9,-14.7,-21.4,-21.4,-24.2,46.8,-35.5,1.6,0.0,62.69818962833942,119.7,251.0,251.0,270.0,270.0,98.59,98.59,363.19,363.19,-32,-721.1088937049943,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,251.0,251.0,270.0,270.0,98.59,98.59,403.0,14.0,0.0,25.0,0.0,363.19,363.19,,,,,,,100000000,001110100,1219.9399,-16.67,False
296,LHX,Aerospace & Defense,-26.5,34.9,2.1,1.4,0.4,-11.3,-8.1,-4.6,3.7,-11.1,-26.3,-26.5,63.3,-74.3,1.7,0.0,-54.18291548984421,117.3,256.0,256.0,276.0,276.0,101.59,101.59,364.94,364.94,17,18.93793351329598,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,256.0,256.0,276.0,276.0,101.59,101.59,381.0,4.0,0.0,-2.0,0.0,364.94,364.94,,,,,,,110001000,110000000,379.23,-17.68,False
297,EQIX,Data Center REITs,-36.3,34.3,-5.2,-3.5,-1.9,-2.7,10.7,12.7,-6.3,-16.8,-32.6,-36.3,57.8,-85.6,2.5,0.0,-56.04254854381762,107.6,273.0,273.0,294.0,294.0,104.77,104.77,365.97,365.97,-36,3.763279872490841,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,273.0,273.0,294.0,294.0,104.77,104.77,157.0,0.0,0.0,25.0,0.0,365.97,365.97,,,,,,,000110000,011100000,1128.6801,-7.58,False
298,AON,Insurance Brokers,-59.2,12.3,2.5,2.0,6.3,-0.8,-5.8,-13.6,-35.1,-48.6,-56.6,-59.2,64.2,-76.2,3.0,0.0,-8.079160907960517,84.6,319.0,319.0,346.0,346.0,84.49,84.49,366.14,366.14,76,57.07970368724733,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,319.0,319.0,346.0,346.0,84.49,84.49,322.0,10.0,0.0,0.0,0.0,366.14,366.14,,,,,,,110000000,111111000,370.31,-9.49,False
299,SHW,Household & Personal Care Products,-49.8,14.7,4.8,3.8,4.3,-6.1,-9.2,-16.2,-33.7,-43.7,-53.8,-49.8,77.6,-71.2,2.3,0.0,9.084034232425426,94.1,301.0,301.0,326.0,326.0,88.82,88.82,366.22,366.22,125,7.8148675657587265,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,301.0,301.0,326.0,326.0,88.82,88.82,397.0,14.0,0.0,-2.0,0.0,366.22,366.22,,,,,,,110000000,1111-1000,377.77,-16.12,False
300,CRCL,,11.2,21.3,8.0,24.2,21.2,41.0,35.7,,,,,11.2,213.2,-73.3,2.1,0.0,0.0,20.2,484.0,484.0,201.0,201.0,69.34,69.34,367.74,367.74,-24,0.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,484.0,484.0,201.0,201.0,69.34,69.34,52.0,0.0,65.0,-6.0,0.0,367.74,367.74,27312098989.64,27.312,342.0,other,equity,data_raw,1111----1,--------0,159.47,-25.05,False
301,V,Transaction Processing,-39.8,9.1,-2.8,-1.4,-1.8,-4.3,-7.7,-15.8,-26.3,-31.2,-46.0,-39.8,57.3,-49.1,2.2,0.0,49.93712425407386,104.1,279.0,279.0,301.0,301.0,91.82,91.82,367.87,367.87,-16,-17.449542412592898,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,279.0,279.0,301.0,301.0,91.82,91.82,398.0,10.0,0.0,25.0,0.0,367.87,367.87,,,,,,,000000000,11100-100,358.62,-11.03,False
302,NDSN,Industrials,-48.1,20.1,1.6,1.0,1.4,-3.2,1.4,7.2,-13.7,-30.9,-42.1,-48.1,48.0,-72.0,2.4,0.0,-159.21592918122462,95.7,295.0,295.0,320.0,320.0,77.28,77.28,368.08,368.08,-37,57.67872464538996,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,295.0,295.0,320.0,320.0,77.28,77.28,215.0,0.0,0.0,25.0,0.0,368.08,368.08,,,,,,,110110000,101111000,305.28,-6.44,False
303,NVO,Biotechnology,-83.8,2.6,0.7,2.3,0.2,4.5,-7.7,-22.7,-75.1,-85.5,-83.5,-83.8,389.4,-95.9,2.3,0.0,2690.514404158094,60.0,389.0,389.0,416.0,416.0,73.17,73.17,368.67,368.67,5,-2206.88398451897,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,389.0,389.0,416.0,416.0,73.17,73.17,375.0,10.0,0.0,25.0,0.0,368.67,368.67,,,,,,,111000000,011111100,64.16,-31.48,False
304,XLF,Index,-42.0,17.1,1.6,0.6,2.0,-1.7,-4.9,-9.6,-14.1,-21.7,-26.9,-42.0,15.4,-55.5,2.1,0.0,-61.47122980445181,101.8,286.0,286.0,308.0,308.0,101.57,101.57,369.47,369.47,80,1272.9287701955482,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,286.0,286.0,308.0,308.0,101.57,101.57,320.0,0.0,0.0,0.0,0.0,369.47,369.47,,,,,,,110000000,1000-1000,56.52,-6.9,False
305,160580.KS,Copper,-40.5,35.1,-6.0,-3.2,2.6,0.0,1.2,10.0,6.5,-6.8,-11.0,-40.5,32.3,-78.9,1.7,0.0,-83.72643105647063,103.4,281.0,281.0,302.0,302.0,97.14,97.14,369.49,369.49,-96,4.905828741395055,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,281.0,281.0,302.0,302.0,97.14,97.14,178.0,0.0,0.0,25.0,0.0,369.49,369.49,,,,,,,010111000,000010000,17915.0,-6.64,False
306,EXR,Real Estate,-66.9,10.3,3.2,3.4,6.6,1.5,3.2,-2.6,-23.6,-49.0,-56.2,-66.9,95.9,-85.1,2.0,0.0,-246.90911963678687,76.9,340.0,340.0,367.0,367.0,77.57,77.57,369.52,369.52,60,2223.4061217623225,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,340.0,340.0,367.0,367.0,77.57,77.57,209.0,0.0,0.0,0.0,0.0,369.52,369.52,,,,,,,111100000,-11111000,155.19,-3.18,False
307,ATO,Natural Gas Utilities,-15.3,39.5,-2.9,-1.2,-4.9,-12.3,-10.4,-11.0,-8.0,-4.7,-11.1,-15.3,44.9,-54.0,1.3,0.0,4.4027190613720855,128.6,229.0,229.0,247.0,247.0,91.22,91.22,369.72,369.72,0,-0.4580643877292614,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,229.0,229.0,247.0,247.0,91.22,91.22,439.0,40.0,0.0,-2.0,0.0,369.72,369.72,,,,,,,000000000,110001100,192.5099,-12.61,False
308,L,Financials,-40.9,25.9,-0.5,-0.2,-0.0,-5.4,-5.7,-4.4,-3.7,-3.3,-3.5,-40.9,9.9,-65.1,1.4,0.0,-95.58734665620938,102.9,282.0,282.0,303.0,303.0,93.75,93.75,369.8,369.8,65,206.46638995438553,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,282.0,282.0,303.0,303.0,93.75,93.75,329.0,4.0,0.0,0.0,0.0,369.8,369.8,,,,,,,000000000,000011100,114.9,-6.55,False
309,TFC,Financials,-74.0,19.4,4.0,3.0,4.0,-0.2,-0.1,4.6,18.6,-6.1,-28.4,-74.0,23.0,-96.8,1.6,0.0,-311.81679616867325,69.9,352.0,352.0,379.0,379.0,69.83,69.83,370.13,370.13,69,823.1758197692415,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,352.0,352.0,379.0,379.0,69.83,69.83,210.0,0.0,0.0,-2.0,0.0,370.13,370.13,,,,,,,110011000,100000001,56.2,-9.82,False
310,CTRA,Oil & Gas E&P,-54.0,32.0,-13.8,-9.8,-12.9,-4.9,5.7,10.2,-8.9,-8.1,-5.7,-54.0,47.1,-103.3,1.6,0.0,-78.06177747642329,89.7,308.0,308.0,333.0,333.0,101.55,101.55,370.6,370.6,-60,-78.06177747642329,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,308.0,308.0,333.0,333.0,101.55,101.55,239.0,0.0,0.0,0.0,0.0,370.6,370.6,24724652557.46,24.725,362.0,other,equity,data_raw,000110000,000011000,36.88,-11.71,False
311,CVNA,Auto & Truck Dealerships,-41.9,5.8,0.2,1.9,-43.1,-66.0,-76.6,-86.1,-58.2,11.1,-47.0,-41.9,1079.9,-122.9,1.3,0.0,5000.0,77.4,338.0,338.0,306.0,306.0,61.64,61.64,370.94,370.94,-20,86.36099180386464,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,338.0,338.0,306.0,306.0,61.64,61.64,584.0,58.0,0.0,-2.0,0.0,370.94,370.94,,,,,,,100000100,--1100110,486.89,-86.07,False
312,CARR,Industrials,-6.3,19.3,4.2,3.8,5.3,5.3,10.9,1.5,-18.3,-20.0,,-6.3,46.3,-102.3,2.1,0.0,-133.46434418731437,69.9,352.0,352.0,233.0,233.0,110.29,110.29,371.99,371.99,14,187.2338526658077,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,352.0,352.0,233.0,233.0,110.29,110.29,142.0,0.0,11.0,0.0,0.0,371.99,371.99,,,,,,,1111100-0,-----0000,71.59,-2.58,False
313,MRSH,Financials,-76.8,10.3,1.7,1.6,2.5,-6.8,-11.2,-21.5,-50.0,-61.4,-67.8,-76.8,65.4,-92.6,3.2,0.0,137.64939095033503,67.1,366.0,366.0,391.0,391.0,77.53,77.53,372.73,372.73,25,-1583.9462047712273,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,366.0,366.0,391.0,391.0,77.53,77.53,434.0,22.0,0.0,-2.0,0.0,372.73,372.73,,,,,,,110000000,111111-00,207.83,-19.09,False
314,IDXX,Veterinary Diagnostics,-25.7,5.2,-0.7,-0.8,-1.4,-9.8,-17.2,-18.4,-26.8,-45.7,-57.7,-25.7,217.2,-38.9,1.7,0.0,86.34458409605223,118.1,253.0,253.0,272.0,272.0,102.96,102.96,373.61,373.61,-14,-164.21923260851167,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,253.0,253.0,272.0,272.0,102.96,102.96,456.0,40.0,0.0,0.0,0.0,373.61,373.61,,,,,,,000000000,111110000,769.98,-27.54,False
315,CVX,Oil & Gas Integrated,-38.0,20.8,-1.4,-0.8,-1.1,-7.1,-0.5,3.8,-9.4,-17.2,-11.7,-38.0,68.2,-65.3,1.9,0.0,-123.35953777792862,105.9,276.0,276.0,298.0,298.0,106.9,106.9,375.25,375.25,-21,42.5398271421641,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,276.0,276.0,298.0,298.0,106.9,106.9,277.0,4.0,0.0,0.0,0.0,375.25,375.25,,,,,,,000010000,000011000,214.71,-13.46,False
316,MA,Data Processing & Outsourced Services,-27.4,8.7,-1.6,-1.0,-1.6,-7.6,-12.5,-21.0,-34.5,-39.7,-54.1,-27.4,99.1,-39.4,1.8,0.0,426.8610633427743,116.5,257.0,257.0,277.0,277.0,110.47,110.47,375.97,375.97,11,-2670.8735199905586,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,257.0,257.0,277.0,277.0,110.47,110.47,447.0,22.0,0.0,25.0,0.0,375.97,375.97,,,,,,,000000000,111000000,589.67,-17.49,False
317,ELV,Healthcare,-83.1,13.9,-3.0,-4.0,3.3,11.2,10.5,8.3,-35.8,-59.8,-71.8,-83.1,105.9,-113.2,2.4,0.0,-206.84715767166938,60.7,384.0,384.0,411.0,411.0,82.75,82.75,377.35,377.35,25,139.89295916326853,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,384.0,384.0,411.0,411.0,82.75,82.75,116.0,0.0,0.0,0.0,0.0,377.35,377.35,,,,,,,011110000,110011000,426.79,-6.47,False
318,CMG,Restaurants,-50.1,6.9,3.2,6.5,-1.3,-10.7,-15.7,-28.3,-66.6,-76.7,-82.7,-50.1,293.4,-75.0,1.9,0.0,1956.753509118608,93.8,303.0,303.0,328.0,328.0,83.81,83.81,378.01,378.01,35,-2945.2790259199082,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,303.0,303.0,328.0,328.0,83.81,83.81,483.0,58.0,0.0,-2.0,0.0,378.01,378.01,,,,,,,100000000,011111100,42.82,-27.02,False
319,NVR,Residential Construction,-63.8,14.1,4.3,4.8,5.8,-6.3,-12.7,-21.5,-46.9,-50.8,-60.3,-63.8,92.0,-92.2,2.0,0.0,34.47392901895328,80.1,328.0,328.0,356.0,356.0,86.12,86.12,378.37,378.37,35,-228.9512191585258,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,328.0,328.0,356.0,356.0,86.12,86.12,427.0,22.0,0.0,-2.0,0.0,378.37,378.37,,,,,,,110000000,010101100,8200.0,-20.98,False
320,MMM,Industrials,-83.6,21.3,3.2,2.7,9.0,1.6,-1.6,-4.6,15.5,2.0,-24.6,-83.6,17.6,-110.5,1.3,0.0,-256.8439805264357,60.2,387.0,387.0,414.0,414.0,68.6,68.6,379.7,379.7,27,263.90240084956855,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,387.0,387.0,414.0,414.0,68.6,68.6,229.0,0.0,0.0,-6.0,0.0,379.7,379.7,,,,,,,111001100,000000001,177.41,-10.99,False
321,456680.KS,China EV Leverage,21.6,45.9,-11.9,-8.3,-16.0,-14.3,-10.6,4.9,24.6,,,21.6,33.0,-88.2,1.4,0.0,-41.094312010709146,59.1,391.0,391.0,189.0,189.0,26.71,26.71,380.16,380.16,-142,-15.362633522144026,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,391.0,391.0,189.0,189.0,26.71,26.71,422.0,20.0,26.0,25.0,0.0,380.16,380.16,,,,,,,000011--1,--------1,12985.0,-24.49,False
322,LMT,Aerospace & Defense,-52.0,19.3,7.1,4.7,7.2,-8.0,-3.8,-0.3,-17.1,-26.8,-40.3,-52.0,45.1,-75.0,2.5,0.0,-127.38562497132654,91.9,306.0,306.0,331.0,331.0,97.45,97.45,380.5,380.5,86,767.4327570636883,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,306.0,306.0,331.0,331.0,97.45,97.45,293.0,4.0,0.0,-2.0,0.0,380.5,380.5,,,,,,,110000000,010011000,692.0,-20.71,False
323,FRT,Real Estate,-83.0,25.4,2.2,1.7,6.8,6.4,12.1,15.2,-2.4,-18.2,-30.8,-83.0,8.5,-113.5,2.3,0.0,-213.994569657341,60.8,383.0,383.0,410.0,410.0,93.46,93.46,380.86,380.86,18,229.5954776201326,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,383.0,383.0,410.0,410.0,93.46,93.46,107.0,0.0,0.0,-6.0,0.0,380.86,380.86,,,,,,,111110000,000001000,125.95,-0.98,False
324,PNW,Utilities,-61.1,22.0,-1.3,-0.7,2.2,-3.2,0.9,1.0,-6.2,-10.5,-26.9,-61.1,15.7,-82.2,1.8,0.0,-164.30843026467542,82.7,324.0,324.0,352.0,352.0,100.0,100.0,383.5,383.5,51,368.50166395946485,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,324.0,324.0,352.0,352.0,100.0,100.0,238.0,0.0,0.0,0.0,0.0,383.5,383.5,,,,,,,010110000,000000100,104.92,-2.4,False
325,0019K0.KS,Nasdaq 100 + Bond,11.4,19.2,-10.1,-3.6,2.5,6.0,9.5,11.0,,,,11.4,22.4,-24.4,2.4,0.0,0.0,26.2,474.0,474.0,200.0,200.0,64.99,64.99,384.64,384.64,0,0.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,474.0,474.0,200.0,200.0,64.99,64.99,125.0,0.0,47.0,25.0,0.0,384.64,384.64,,,,,,,01111---1,--------0,14855.0,-4.68,False
326,MGM,Resorts & Casinos,-86.0,28.4,-0.7,-0.6,8.1,13.1,18.9,18.8,-11.6,-34.6,-42.4,-86.0,24.1,-129.1,1.7,0.0,-187.68454986290828,57.8,394.0,394.0,419.0,419.0,94.25,94.25,385.9,385.9,-54,34.07070321769791,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,394.0,394.0,419.0,419.0,94.25,94.25,77.0,0.0,0.0,0.0,0.0,385.9,385.9,,,,,,,011110000,000001000,51.59,-8.47,False
327,NWS,Entertainment,-59.4,12.9,-6.0,-3.4,-1.2,-0.7,-3.4,-13.2,-25.0,-28.5,-29.8,-59.4,36.0,-72.9,1.9,0.0,-58.774097738377556,84.5,320.0,320.0,348.0,348.0,91.84,91.84,388.34,388.34,-37,68.68504865715735,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,320.0,320.0,348.0,348.0,91.84,91.84,338.0,10.0,0.0,0.0,0.0,388.34,388.34,,,,,,,000000000,000111100,32.67,-7.77,False
328,BRO,Insurance Brokers,-79.0,6.9,1.1,1.8,4.8,-8.5,-17.8,-34.4,-63.5,-73.3,-81.6,-79.0,163.4,-101.8,3.0,0.0,645.4615022934877,64.8,372.0,372.0,397.0,397.0,77.33,77.33,389.88,389.88,66,-3442.0165176532614,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,372.0,372.0,397.0,397.0,77.33,77.33,485.0,40.0,0.0,-2.0,0.0,389.88,389.88,,,,,,,110000000,111101100,96.55,-37.91,False
329,CNP,Utilities,-58.6,23.5,-0.7,-0.4,1.1,-5.2,-2.2,-2.3,-0.8,-10.4,-17.5,-58.6,21.8,-82.7,1.6,0.0,-164.48930439827453,85.3,317.0,317.0,343.0,343.0,101.15,101.15,391.05,391.05,28,171.4905662993879,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,317.0,317.0,343.0,343.0,101.15,101.15,303.0,4.0,0.0,-4.0,0.0,391.05,391.05,,,,,,,010000000,100011000,44.465,-4.31,False
330,LNT,Utilities,-50.8,16.6,-0.8,-0.4,1.4,-4.0,-0.7,0.2,-0.2,-13.8,-29.8,-50.8,29.7,-66.2,1.8,0.0,-223.9572637992786,93.1,304.0,304.0,329.0,329.0,112.26,112.26,392.31,392.31,40,735.992566977233,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,304.0,304.0,329.0,329.0,112.26,112.26,263.0,0.0,0.0,-2.0,0.0,392.31,392.31,,,,,,,010010000,010000000,75.759,-4.14,False
331,J,Industrials,-57.7,22.6,3.8,3.0,1.1,-6.4,-8.8,-16.6,-29.6,-43.1,-53.7,-57.7,52.0,-89.3,2.2,0.0,-25.159449401593132,86.1,315.0,315.0,340.0,340.0,95.82,95.82,392.37,392.37,67,22.617772390269106,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,315.0,315.0,340.0,340.0,95.82,95.82,408.0,14.0,0.0,-4.0,0.0,392.37,392.37,,,,,,,110000000,111110000,168.44,-25.01,False
332,IEX,Industrials,-82.4,20.0,0.6,0.7,3.6,1.7,6.7,11.4,-20.0,-42.4,-62.1,-82.4,36.0,-111.7,2.4,0.0,-239.17431692372563,61.4,382.0,382.0,409.0,409.0,92.61,92.61,392.46,392.46,-4,170.6277113977885,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,382.0,382.0,409.0,409.0,92.61,92.61,141.0,0.0,0.0,0.0,0.0,392.46,392.46,,,,,,,111110000,110010000,223.85,-3.1,False
333,MLM,Building Materials,-28.2,11.7,-3.3,-1.8,-4.2,-12.5,-14.7,-17.1,-30.1,-29.6,-25.3,-28.2,79.9,-42.2,1.3,0.0,144.31225194925915,115.7,258.0,258.0,278.0,278.0,98.5,98.5,393.0,393.0,-47,-59.00578009722568,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,258.0,258.0,278.0,278.0,98.5,98.5,464.0,40.0,0.0,25.0,0.0,393.0,393.0,,,,,,,000000000,001111000,710.97,-20.46,False
334,PRU,Financials,-73.3,13.2,2.4,1.8,7.2,2.8,-3.4,-7.9,-28.9,-40.4,-42.0,-73.3,35.8,-89.3,2.3,0.0,-156.93503467098907,70.5,350.0,350.0,377.0,377.0,96.87,96.87,393.17,393.17,80,748.7769669657489,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,350.0,350.0,377.0,377.0,96.87,96.87,252.0,0.0,0.0,0.0,0.0,393.17,393.17,,,,,,,111000000,000011000,119.76,-11.06,False
